industry,separate_beginning,frequency
CONSUMER DISCRETIONARY,Kärntner,12
CONSUMER DISCRETIONARY,Lagerhaus,12
CONSUMER DISCRETIONARY,Leder,12
CONSUMER DISCRETIONARY,M.,12
CONSUMER DISCRETIONARY,MAGNA,96
CONSUMER DISCRETIONARY,MAHLE,12
CONSUMER DISCRETIONARY,MTH,24
CONSUMER DISCRETIONARY,Markus,12
CONSUMER DISCRETIONARY,Maschinenring,18
CONSUMER DISCRETIONARY,McDonald's,30
CONSUMER DISCRETIONARY,Medizinische,12
CONSUMER DISCRETIONARY,Miba,18
CONSUMER DISCRETIONARY,Mittelschulgemeinde,24
CONSUMER DISCRETIONARY,Morawa,30
CONSUMER DISCRETIONARY,Müller,12
CONSUMER DISCRETIONARY,PAGRO,12
CONSUMER DISCRETIONARY,PGV,12
CONSUMER DISCRETIONARY,Pankl,30
CONSUMER DISCRETIONARY,Pappas,30
CONSUMER DISCRETIONARY,Pierer,18
CONSUMER DISCRETIONARY,Porsche,24
CONSUMER DISCRETIONARY,RMA,12
CONSUMER DISCRETIONARY,Raiffeisen,24
CONSUMER DISCRETIONARY,Raiffeisen-Lagerhaus,18
CONSUMER DISCRETIONARY,Red,12
CONSUMER DISCRETIONARY,Robert,12
CONSUMER DISCRETIONARY,Ronald,12
CONSUMER DISCRETIONARY,Rudolf,12
CONSUMER DISCRETIONARY,SBS,12
CONSUMER DISCRETIONARY,SOCAR,12
CONSUMER DISCRETIONARY,SUBGROUP,12
CONSUMER DISCRETIONARY,Schiehser,18
CONSUMER DISCRETIONARY,Schlosshotel,12
CONSUMER DISCRETIONARY,Skilifte,12
CONSUMER DISCRETIONARY,Sport,24
CONSUMER DISCRETIONARY,Sporthotel,18
CONSUMER DISCRETIONARY,Steiner,12
CONSUMER DISCRETIONARY,Steinhoff,12
CONSUMER DISCRETIONARY,Styria,12
CONSUMER DISCRETIONARY,Subgroup,156
CONSUMER DISCRETIONARY,Swarovski,18
CONSUMER DISCRETIONARY,Tipico,12
CONSUMER DISCRETIONARY,Tischlerei,18
CONSUMER DISCRETIONARY,Tourismusverband,42
CONSUMER DISCRETIONARY,Universität,18
CONSUMER DISCRETIONARY,Volksschulgemeinde,12
CONSUMER DISCRETIONARY,WOZABAL,12
CONSUMER DISCRETIONARY,Walter,12
CONSUMER DISCRETIONARY,Wiener,12
CONSUMER DISCRETIONARY,Wolfgang,12
CONSUMER DISCRETIONARY,Würth,18
CONSUMER DISCRETIONARY,XXXLutz,12
CONSUMER DISCRETIONARY,ZF,12
CONSUMER DISCRETIONARY,Zeller,12
CONSUMER DISCRETIONARY,bx,12
CONSUMER DISCRETIONARY,Österreichische,18
CONSUMER STAPLES,<NONE>,1956
CONSUMER STAPLES,ADAMAH,12
CONSUMER STAPLES,ADEG,18
CONSUMER STAPLES,AGRANA,42
CONSUMER STAPLES,ALDI,12
CONSUMER STAPLES,Ankerbrot,12
CONSUMER STAPLES,Apotheke,12
CONSUMER STAPLES,Austria,18
CONSUMER STAPLES,Autohaus,12
CONSUMER STAPLES,BRAU,12
CONSUMER STAPLES,Beiersdorf,12
CONSUMER STAPLES,Billa,12
CONSUMER STAPLES,Bio,12
CONSUMER STAPLES,Biogena,18
CONSUMER STAPLES,Biomin,12
CONSUMER STAPLES,Brauerei,24
CONSUMER STAPLES,Bäckerei,18
CONSUMER STAPLES,DSM,12
CONSUMER STAPLES,Diverse,12
CONSUMER STAPLES,FS,12
CONSUMER STAPLES,Fischill,12
CONSUMER STAPLES,Franz,12
CONSUMER STAPLES,Fritz,12
CONSUMER STAPLES,GROUP,36
CONSUMER STAPLES,GoodMills,12
CONSUMER STAPLES,Group,180
CONSUMER STAPLES,Handl,12
CONSUMER STAPLES,Hochreiter,12
CONSUMER STAPLES,J.,12
CONSUMER STAPLES,JULIUS,18
CONSUMER STAPLES,Josef,18
CONSUMER STAPLES,Karl,12
CONSUMER STAPLES,Kottas-Heldenberg,12
CONSUMER STAPLES,La,12
CONSUMER STAPLES,Lagerhaus,12
CONSUMER STAPLES,Landgenossenschaft,12
CONSUMER STAPLES,Liechtenstein,12
CONSUMER STAPLES,METRO,18
CONSUMER STAPLES,Mag.,12
CONSUMER STAPLES,Mondelez,24
CONSUMER STAPLES,Ottakringer,24
CONSUMER STAPLES,REWE,24
CONSUMER STAPLES,RWA,36
CONSUMER STAPLES,Raiffeisen,18
CONSUMER STAPLES,Raiffeisen-Lagerhaus,60
CONSUMER STAPLES,Red,24
CONSUMER STAPLES,Resch&Frisch,12
CONSUMER STAPLES,SPAR,12
CONSUMER STAPLES,STUDEN,12
CONSUMER STAPLES,SUBGROUP,18
CONSUMER STAPLES,Scheiblhofer,12
CONSUMER STAPLES,Schlacher,12
CONSUMER STAPLES,Schlumberger,12
CONSUMER STAPLES,Subgroup,66
CONSUMER STAPLES,Sutterlüty,12
CONSUMER STAPLES,Vöslauer,12
CONSUMER STAPLES,Weingut,12
CONSUMER STAPLES,Wewalka,12
CONSUMER STAPLES,Zotter,12
CONSUMER STAPLES,cafe+co,12
CONSUMER STAPLES,Österreichische,12
ENERGY,<NONE>,162
ENERGY,Group,24
ENERGY,LUKOIL,18
ENERGY,OMV,24
ENERGY,Subgroup,12
FINANCIALS,<NONE>,1302
FINANCIALS,Franz,12
FINANCIALS,Group,24
FINANCIALS,Infrastruktur,12
FINANCIALS,MOBIX,12
FINANCIALS,NV,12
FINANCIALS,NÖ,12
FINANCIALS,RAN,18
FINANCIALS,RBI,42
FINANCIALS,RIL,24
FINANCIALS,Raiffeisen,198
FINANCIALS,Raiffeisen-Leasing,30
FINANCIALS,Steirische,24
FINANCIALS,TKL,12
FINANCIALS,grosso,12
FINANCIALS,Österreichische,12
HEALTH CARE,<NONE>,978
HEALTH CARE,"""Wie",24
HEALTH CARE,Amann,12
HEALTH CARE,Boehringer,12
HEALTH CARE,Dr.,12
HEALTH CARE,Group,78
HEALTH CARE,Hilfswerk,18
HEALTH CARE,Institut,12
HEALTH CARE,Jacoby,24
HEALTH CARE,Konvent,12
HEALTH CARE,Kwizda,24
HEALTH CARE,Lebenshilfe,12
HEALTH CARE,Maierhofer,12
HEALTH CARE,Mavie,30
HEALTH CARE,OptimaMed,90
HEALTH CARE,Pharmazeutische,12
HEALTH CARE,Samariterbund,12
HEALTH CARE,Sanatorium,12
HEALTH CARE,SeneCura,114
HEALTH CARE,Single,12
HEALTH CARE,Subgroup,48
HEALTH CARE,Tecan,12
HEALTH CARE,VAMED,18
HEALTH CARE,Vinzenz,18
HEALTH CARE,W,12
HEALTH CARE,Wiener,12
HEALTH CARE,pro,12
HEALTH CARE,Österreichisches,12
INDUSTRIALS,<NONE>,9378
INDUSTRIALS,ACS,12
INDUSTRIALS,AEROCOMPACT,12
INDUSTRIALS,AFRY,12
INDUSTRIALS,ALPINE,12
INDUSTRIALS,ALU,12
INDUSTRIALS,ANDRITZ,12
INDUSTRIALS,ASFINAG,24
INDUSTRIALS,AST,12
INDUSTRIALS,ASTA,12
INDUSTRIALS,ATB,12
INDUSTRIALS,Aichelin,12
INDUSTRIALS,All,12
INDUSTRIALS,Augusta,12
INDUSTRIALS,Austria,12
INDUSTRIALS,Austrian,12
INDUSTRIALS,Austrotherm,12
INDUSTRIALS,Auto,18
INDUSTRIALS,Autohaus,36
INDUSTRIALS,Aviation,18
INDUSTRIALS,BAUUNTERNEHMEN,12
INDUSTRIALS,BDO,18
INDUSTRIALS,BGO,12
INDUSTRIALS,Bau,12
INDUSTRIALS,Baumit,12
INDUSTRIALS,Bauunternehmung,30
INDUSTRIALS,Bayer,12
INDUSTRIALS,Berchtold,12
INDUSTRIALS,Bergbahnen,12
INDUSTRIALS,Berndorf,30
INDUSTRIALS,Bertsch,12
INDUSTRIALS,Bezirksbauernkammer,12
INDUSTRIALS,Bilfinger,30
INDUSTRIALS,Binder,18
INDUSTRIALS,Boels,12
INDUSTRIALS,Brantner,12
INDUSTRIALS,Bühler,12
INDUSTRIALS,CCE,12
INDUSTRIALS,Caritas,12
INDUSTRIALS,Ceram,12
INDUSTRIALS,Christof,12
INDUSTRIALS,D,12
INDUSTRIALS,DM,12
INDUSTRIALS,DOMOFERM,12
INDUSTRIALS,Dipl.-Ing.,12
INDUSTRIALS,Dipl.Ing.,18
INDUSTRIALS,Diverse,30
INDUSTRIALS,Doka,18
INDUSTRIALS,Doppelmayr,36
INDUSTRIALS,Dr.,96
INDUSTRIALS,EBNER,12
INDUSTRIALS,ELIN,12
INDUSTRIALS,ELK,18
INDUSTRIALS,EPS,12
INDUSTRIALS,EQUANS,18
INDUSTRIALS,ERST,12
INDUSTRIALS,EV,12
INDUSTRIALS,Eaton,12
INDUSTRIALS,Eisen,12
INDUSTRIALS,Electro,12
INDUSTRIALS,Elektro,54
INDUSTRIALS,Energie,24
INDUSTRIALS,Erich,12
INDUSTRIALS,Ernst,36
INDUSTRIALS,Erwin,12
INDUSTRIALS,Erzdiözese,12
INDUSTRIALS,FACC,12
INDUSTRIALS,FCC,36
INDUSTRIALS,FERROTECHNIK,12
INDUSTRIALS,Felder,12
INDUSTRIALS,Franz,42
INDUSTRIALS,G.,18
INDUSTRIALS,G4S,12
INDUSTRIALS,GATX,12
INDUSTRIALS,GEBRÜDER,12
INDUSTRIALS,GPN,18
INDUSTRIALS,GROUP,90
INDUSTRIALS,Gartner,12
INDUSTRIALS,Gebrüder,30
INDUSTRIALS,Geisler,18
INDUSTRIALS,GemNova,12
INDUSTRIALS,Getzner,12
INDUSTRIALS,Goldbeck,12
INDUSTRIALS,Granit,24
INDUSTRIALS,Greiner,12
INDUSTRIALS,Group,804
INDUSTRIALS,HANJES,30
INDUSTRIALS,HIRSCH,12
INDUSTRIALS,Hans,42
INDUSTRIALS,Hauser,12
INDUSTRIALS,Heidelberger,12
INDUSTRIALS,Heidenbauer,36
INDUSTRIALS,Herz,18
INDUSTRIALS,Hillebrand,12
INDUSTRIALS,Holzbau,24
INDUSTRIALS,Huber,12
INDUSTRIALS,IBC,12
INDUSTRIALS,IBS,12
INDUSTRIALS,IGO,12
INDUSTRIALS,INDUSTRIE,12
INDUSTRIALS,INNIO,12
INDUSTRIALS,INNOFREIGHT,12
INDUSTRIALS,INSTA,60
INDUSTRIALS,INSTADRIVE,12
INDUSTRIALS,ISS,12
INDUSTRIALS,Ing.,84
INDUSTRIALS,J.,18
INDUSTRIALS,JCL,12
INDUSTRIALS,Johann,24
INDUSTRIALS,Josef,42
INDUSTRIALS,Jäger,24
INDUSTRIALS,KARL,12
INDUSTRIALS,KNAPP,24
INDUSTRIALS,Kammer,12
INDUSTRIALS,Karl,54
INDUSTRIALS,Katzbeck,18
INDUSTRIALS,Kaufmann,12
INDUSTRIALS,Knauf,12
INDUSTRIALS,Konvent,30
INDUSTRIALS,Kuhn,12
INDUSTRIALS,Kässbohrer,12
INDUSTRIALS,König,12
INDUSTRIALS,Kühne,12
INDUSTRIALS,Künz,12
INDUSTRIALS,LAGERMAX,18
INDUSTRIALS,LAYJET,12
INDUSTRIALS,LIEBHERR-WERK,18
INDUSTRIALS,LISEC,12
INDUSTRIALS,LSG,12
INDUSTRIALS,Lagerhaus,12
INDUSTRIALS,Landtechnik,18
INDUSTRIALS,Landwirtschaftskammer,12
INDUSTRIALS,Leopold,12
INDUSTRIALS,LogicLine,12
INDUSTRIALS,Logwin,12
INDUSTRIALS,LucSien,12
INDUSTRIALS,Ludwig,12
INDUSTRIALS,M.,12
INDUSTRIALS,MELECS,12
INDUSTRIALS,MHM,12
INDUSTRIALS,MK,12
INDUSTRIALS,Manfred,18
INDUSTRIALS,Martin,12
INDUSTRIALS,Maschinenbau,12
INDUSTRIALS,Maschinenfabrik,12
INDUSTRIALS,Maschinenring,12
INDUSTRIALS,Meinhart,12
INDUSTRIALS,Meissl,12
INDUSTRIALS,Metallbau,12
INDUSTRIALS,Millennium,12
INDUSTRIALS,NEOS,18
INDUSTRIALS,NGEN,12
INDUSTRIALS,NT,12
INDUSTRIALS,Niederösterreichische,12
INDUSTRIALS,PALFINGER,12
INDUSTRIALS,PIPELIFE,12
INDUSTRIALS,PKE,18
INDUSTRIALS,PORR,30
INDUSTRIALS,Pabst,12
INDUSTRIALS,Pagitsch,12
INDUSTRIALS,Palfinger,42
INDUSTRIALS,Paul,18
INDUSTRIALS,Pengg,12
INDUSTRIALS,Pichler,12
INDUSTRIALS,Plasser,12
INDUSTRIALS,Post,18
INDUSTRIALS,Powerlines,30
INDUSTRIALS,PwC,54
INDUSTRIALS,Pörner,12
INDUSTRIALS,R,12
INDUSTRIALS,RWA,12
INDUSTRIALS,Raiffeisen,30
INDUSTRIALS,Rail,36
INDUSTRIALS,Rathmanner,18
INDUSTRIALS,Rekord,12
INDUSTRIALS,Rhenus,24
INDUSTRIALS,Rhomberg,24
INDUSTRIALS,Rossbacher,12
INDUSTRIALS,SANAG,12
INDUSTRIALS,SIEMENS,12
INDUSTRIALS,SIMACEK,12
INDUSTRIALS,SKB,12
INDUSTRIALS,SKE,12
INDUSTRIALS,SMB,12
INDUSTRIALS,SPL,12
INDUSTRIALS,STEYR,12
INDUSTRIALS,STIWA,12
INDUSTRIALS,STRABAG,18
INDUSTRIALS,SUBGROUP,12
INDUSTRIALS,Saubermacher,18
INDUSTRIALS,Schachinger,18
INDUSTRIALS,Schmid,18
INDUSTRIALS,Schneider,12
INDUSTRIALS,Schuch,12
INDUSTRIALS,Schulverein,12
INDUSTRIALS,Schunk,24
INDUSTRIALS,Seiwald,12
INDUSTRIALS,Siemens,18
INDUSTRIALS,Simacek,12
INDUSTRIALS,Soulier,12
INDUSTRIALS,Spenglerei,12
INDUSTRIALS,St.,12
INDUSTRIALS,Stadler,12
INDUSTRIALS,Stöckl,12
INDUSTRIALS,Subgroup,294
INDUSTRIALS,Swietelsky,24
INDUSTRIALS,TGW,12
INDUSTRIALS,TPA,18
INDUSTRIALS,TWF,12
INDUSTRIALS,Tourismusverband,30
INDUSTRIALS,Transporte,12
INDUSTRIALS,ULL,12
INDUSTRIALS,UNTERER,12
INDUSTRIALS,Uhl,12
INDUSTRIALS,Umdasch,12
INDUSTRIALS,Unger,12
INDUSTRIALS,VTU,30
INDUSTRIALS,Verkehrsbetriebe,12
INDUSTRIALS,Vienna,18
INDUSTRIALS,Vogelbusch,12
INDUSTRIALS,Voith,18
INDUSTRIALS,W,18
INDUSTRIALS,Waagner-Biro,24
INDUSTRIALS,Wagner,24
INDUSTRIALS,Waldverband,12
INDUSTRIALS,Walstead,18
INDUSTRIALS,Walter,24
INDUSTRIALS,Welog,12
INDUSTRIALS,Wiener,30
INDUSTRIALS,Wilhelm,12
INDUSTRIALS,Wimberger,12
INDUSTRIALS,Wimmer,12
INDUSTRIALS,Wirtschaftskammer,24
INDUSTRIALS,Wolfgang,12
INDUSTRIALS,ZG,12
INDUSTRIALS,Zumtobel,18
INDUSTRIALS,i+R,30
INDUSTRIALS,ÖAMTC,18
INDUSTRIALS,ÖVP,12
INDUSTRIALS,ÖkoFEN,12
INDUSTRIALS,Österreichische,42
INDUSTRIALS,Österreichischer,24
INFORMATION TECHNOLOGY,<NONE>,930
INFORMATION TECHNOLOGY,ACP,12
INFORMATION TECHNOLOGY,CA,12
INFORMATION TECHNOLOGY,CANCOM,18
INFORMATION TECHNOLOGY,COMPAREX,18
INFORMATION TECHNOLOGY,Cloudflight,18
INFORMATION TECHNOLOGY,Codico,12
INFORMATION TECHNOLOGY,DCCS,12
INFORMATION TECHNOLOGY,EV,18
INFORMATION TECHNOLOGY,Fabasoft,18
INFORMATION TECHNOLOGY,Frequentis,12
INFORMATION TECHNOLOGY,GROUP,12
INFORMATION TECHNOLOGY,Group,114
INFORMATION TECHNOLOGY,Infineon,18
INFORMATION TECHNOLOGY,Kapsch,30
INFORMATION TECHNOLOGY,Kontron,18
INFORMATION TECHNOLOGY,Loxone,12
INFORMATION TECHNOLOGY,NETCONOMY,12
INFORMATION TECHNOLOGY,NTS,12
INFORMATION TECHNOLOGY,Nokia,12
INFORMATION TECHNOLOGY,Raiffeisen,36
INFORMATION TECHNOLOGY,SKIDATA,12
INFORMATION TECHNOLOGY,SWARCO,18
INFORMATION TECHNOLOGY,Subgroup,36
INFORMATION TECHNOLOGY,TD,12
INFORMATION TECHNOLOGY,THQ,12
INFORMATION TECHNOLOGY,valantic,12
MATERIALS,<NONE>,1866
MATERIALS,AMAG,30
MATERIALS,ASAMER,12
MATERIALS,Alpla,18
MATERIALS,B,12
MATERIALS,Binderholz,12
MATERIALS,Borealis,18
MATERIALS,Brenntag,12
MATERIALS,Constantia,54
MATERIALS,Diverse,30
MATERIALS,Donau,12
MATERIALS,Egger,12
MATERIALS,Essity,12
MATERIALS,Franz,24
MATERIALS,Friedl,12
MATERIALS,FunderMax,12
MATERIALS,GROUP,18
MATERIALS,Greiner,30
MATERIALS,Group,258
MATERIALS,HS,12
MATERIALS,Hammerer,18
MATERIALS,Hasslacher,12
MATERIALS,Hengl,12
MATERIALS,JAF,24
MATERIALS,Kirchgasser,12
MATERIALS,LASSELSBERGER,18
MATERIALS,LAT,12
MATERIALS,Leube,12
MATERIALS,M,12
MATERIALS,MASTRO,12
MATERIALS,MFC,18
MATERIALS,MM,36
MATERIALS,Mayr-Melnhof,24
MATERIALS,Mondi,12
MATERIALS,Paletten,12
MATERIALS,Plansee,24
MATERIALS,RHI,12
MATERIALS,SIG,18
MATERIALS,SUBGROUP,12
MATERIALS,Sappi,24
MATERIALS,Schoeller,12
MATERIALS,Silgan,12
MATERIALS,Stora,12
MATERIALS,Subgroup,162
MATERIALS,THEURL,12
MATERIALS,TREIBACHER,12
MATERIALS,TUPACK,12
MATERIALS,Wienerberger,18
MATERIALS,Wopfinger,12
MATERIALS,philoro,12
MATERIALS,voestalpine,120
MATERIALS,Österreichische,12
NOT RELEVANT,<NONE>,3138
NOT RELEVANT,A.,12
NOT RELEVANT,ARGE,12
NOT RELEVANT,Agrarmarkt,12
NOT RELEVANT,Andreas,18
NOT RELEVANT,Austria,12
NOT RELEVANT,Autohof,12
NOT RELEVANT,Bezirksbauernkammer,12
NOT RELEVANT,Büroprofi,12
NOT RELEVANT,Domoferm,12
NOT RELEVANT,Dr.,24
NOT RELEVANT,ES,12
NOT RELEVANT,EVER,12
NOT RELEVANT,Ernst,12
NOT RELEVANT,Felbermayr,12
NOT RELEVANT,Fischer,12
NOT RELEVANT,GROUP,24
NOT RELEVANT,Gewerbepark,12
NOT RELEVANT,Group,210
NOT RELEVANT,Ing.,12
NOT RELEVANT,JULIUS,12
NOT RELEVANT,Johannes,12
NOT RELEVANT,Karl,12
NOT RELEVANT,MAGNA,12
NOT RELEVANT,Mag.,18
NOT RELEVANT,Marktgemeinde,12
NOT RELEVANT,Meusburger,12
NOT RELEVANT,Miba,18
NOT RELEVANT,Mondi,12
NOT RELEVANT,Neuman,18
NOT RELEVANT,NÖ,30
NOT RELEVANT,Other,12
NOT RELEVANT,Peter,12
NOT RELEVANT,Porsche,12
NOT RELEVANT,RP,12
NOT RELEVANT,Raiffeisen,48
NOT RELEVANT,Raiffeisen-Leasing,12
NOT RELEVANT,Rhomberg,12
NOT RELEVANT,SW,12
NOT RELEVANT,Salzer,12
NOT RELEVANT,Schneider,12
NOT RELEVANT,Subgroup,132
NOT RELEVANT,TKL,12
NOT RELEVANT,Valida,18
NOT RELEVANT,W,12
NOT RELEVANT,Wiener,18
NOT RELEVANT,iTraxx,12
NOT RELEVANT,Österreichische,18
NOT RELEVANT,Österreichischer,12
REAL ESTATE,<NONE>,2298
REAL ESTATE,"""Kärntner",12
REAL ESTATE,"""Neue",12
REAL ESTATE,ALPE,12
REAL ESTATE,ARE,12
REAL ESTATE,ATL,12
REAL ESTATE,Aaron,12
REAL ESTATE,Almeida,12
REAL ESTATE,BUWOG,48
REAL ESTATE,Best,12
REAL ESTATE,Breiteneder,12
REAL ESTATE,CBRE,12
REAL ESTATE,CP,12
REAL ESTATE,Campus,18
REAL ESTATE,Con,12
REAL ESTATE,Dr.,12
REAL ESTATE,ESI,12
REAL ESTATE,Erste,12
REAL ESTATE,GEWOG,12
REAL ESTATE,Gassner,12
REAL ESTATE,Gemeinn.,78
REAL ESTATE,Gemeinnützige,84
REAL ESTATE,Group,102
REAL ESTATE,Heimat,12
REAL ESTATE,IFA,12
REAL ESTATE,IMMOLA,12
REAL ESTATE,IMMOcontract,12
REAL ESTATE,Immobilien,12
REAL ESTATE,LEWOG,18
REAL ESTATE,Lammel,12
REAL ESTATE,Laura,12
REAL ESTATE,Marktgemeinde,12
REAL ESTATE,Moser,12
REAL ESTATE,Projekt,12
REAL ESTATE,RALT,12
REAL ESTATE,RB,12
REAL ESTATE,RIVA,12
REAL ESTATE,Raiffeisen,90
REAL ESTATE,Raiffeisen-Leasing,12
REAL ESTATE,Rimo,12
REAL ESTATE,SIGNA,24
REAL ESTATE,STRABAG,12
REAL ESTATE,Schoeller,12
REAL ESTATE,SoReal,12
REAL ESTATE,Soravia,12
REAL ESTATE,Subgroup,72
REAL ESTATE,Supernova,12
REAL ESTATE,Sveta,12
REAL ESTATE,Tiroler,12
REAL ESTATE,UBM,18
REAL ESTATE,VKM,12
REAL ESTATE,VMF,18
REAL ESTATE,Viktoria,18
REAL ESTATE,Wiener,18
REAL ESTATE,Wohnbau,12
REAL ESTATE,Wohnbauvereinigung,12
UTILITIES,<NONE>,510
UTILITIES,AEROCOMPACT,12
UTILITIES,Abwasserverband,12
UTILITIES,BE,24
UTILITIES,EVN,18
UTILITIES,Elektrizitätswerk,18
UTILITIES,Energie,60
UTILITIES,Enery,18
UTILITIES,Group,102
UTILITIES,Netz,12
UTILITIES,Ortswärme,12
UTILITIES,RZ,12
UTILITIES,Raiffeisen,30
UTILITIES,Stadtwerke,18
UTILITIES,Subgroup,42
UTILITIES,VERBUND,36
UTILITIES,WEB,12
UTILITIES,WIENER,18
UTILITIES,Wassergenossenschaft,12
UTILITIES,WindPV,12
UTILITIES,ÖKOENERGIE,12
UTILITIES,Ökoenergie,12
industry,<NONE>,5
