name,place_category,frequency
Badakənd,populated place,1
Badamagach,populated place,2
Badamağac,populated place,2
Badamdağ,elevation,1
Badaraçay,stream,1
Bagimli,populated place,1
Bagirovkend,populated place,1
Bairamh,populated place,1
Bakhliin,populated place,1
Bakhtiyarly,populated place,2
Balaband,elevation,1
Balakeçiçay,stream,1
Balakhany,populated place,1
Balakusarkyshlak,populated place,1
Balasoltanlı,populated place,1
Ballabur,populated place,1
Balludzha,stream,1
Ballıca,stream,2
Baltalı,populated place,1
Balvary,populated place,1
Balvarı,populated place,1
Balıqcı,populated place,1
Balıqlı,underwater elevation,1
Banbaşı,populated place,1
Barautty,stream,1
Bardalchay,stream,1
Bargushat,stream,1
Barmaqlar,elevation,1
Batanchay,stream,1
Bats’ut,elevation,1
Bayandur,stream,1
Baydı,elevation,1
Bayramkokhaly,populated place,1
Bazarçay,stream,1
Bağçalı,populated place,1
Bağırlı,elevation,1
Bağırsaqdärä,stream,1
Başarat,populated place,1
Bedirli,populated place,2
Begdeli,populated place,1
Bekhmenli,populated place,1
Beldağ,elevation,1
Belokany,stream,1
Benevshelyar,populated place,1
Betschenagskü Pass,depression,1
Beydavil,populated place,1
Beylagan,populated place,1
Beyukkobu,stream,1
Beş Ətəklər,elevation,1
Bibiheybət,concave shoreline,2
Bichenak,populated place,1
Bichigarbina,populated place,1
Bilabənd,populated place,1
Bilajer,populated place,1
Bilici,elevation,1
Bilidzhi,populated place,1
Bilinya,stream,1
Bilnəçay,stream,1
Bilyadzhik,populated place,1
Birziband,populated place,1
Bizqaya,elevation,1
Blut’an,populated place,1
Bogrov Dāgh,elevated area,1
Bolgar,stream,1
Bolgaru,stream,1
Bolqār,stream,1
Bonbon,elevation,1
Boradygya,stream,1
Boradygyakhchay,stream,1
Borispol’,populated place,1
Boyat,populated place,4
Bradi,populated place,1
Brazmançay,stream,1
Bucaq,populated place,1
Bukhta Il’icha,concave shoreline,1
Bulanlıqçay,stream,1
Bulanykh,stream,1
Bulutlu,populated place,1
Bumçay,stream,1
Buransyz Dzhul’ga,stream,1
Buravar,populated place,1
Burduzh,populated place,1
Burovar,elevated area,1
Burovdal,populated place,1
Burundağ,elevated area,1
Burunly,populated place,1
Burunsval,elevation,1
Buzhich’,stream,1
Buzluk,stream,1
Buzlukchay,stream,1
Buzluq,stream,1
Buzovçuguney,elevated area,1
Buğaboyun,elevation,1
Bychagchy,populated place,1
Bygyr,stream,1
Byulbyuti,populated place,1
Bölüksar,elevation,1
Böyükboz,elevation,1
Böyükdağ,elevation,3
Böyükdüz,populated place,2
Böyükgüney,elevation,1
Böyüktəpə,elevation,1
Bülbülə,basin,1
Bürünlü,populated place,1
Bālhā,stream,1
Bıləsən,elevation,1
Bədəlçay,stream,1
Bədərə,stream,1
Bənövşə,stream,1
Bərdalçay,stream,1
Bərgüşad,populated place,1
Bəybəyim,elevation,1
Bəyi,populated place,1
Bəzirgənsu,stream,1
Bəçəqarbinə,populated place,1
Bəşdəli,populated place,1
Campara,stream,1
Canavar Qapısı,elevation,1
Canbaz,elevation,1
Cancan,elevation,1
Candar,stream,1
Canlıgöl,basin,1
Canqurtaran,elevation,1
Cape Sangachal,convex shoreline,1
Caxırlı,populated place,1
Cağacıq,populated place,1
Cekoyra,elevation,1
Ceyrançöl,elevated area,1
Chagadzhik,stream,1
Chahukch’ay,stream,1
Chailou,populated place,1
Chakhmakhchay,stream,1
Chamra Dere,stream,1
Chanakhbulak,populated place,2
Chapar,populated place,1
Charakh,populated place,1
Chardakhlo,populated place,1
Charedzha,populated place,1
Charkhachuchay,stream,1
Charkhan,populated place,1
Chavush,populated place,1
Chayrabchay,stream,1
Chederentala,populated place,1
Chemenli,populated place,1
Chigadzhukchay,stream,1
Chilov,island,1
Chil’gyaschay,stream,1
Chinarlar,populated place,1
Chiragly,populated place,1
Chkhoturmas,stream,1
Chkhoturmaz,stream,1
Chokakoba,populated place,1
Chopedere,populated place,1
Chrami,stream,1
Chukhur Zami,populated place,1
Chukhur”yurt,populated place,1
Chyldyran,populated place,1
Ch’amch’ajur,stream,1
Cibir,populated place,1
Cimiçay,stream,1
Ciraquz,populated place,1
Cucuk,populated place,1
Cuxadurmaz,stream,1
Cülyalı,elevation,1
Cülyançay,stream,1
Cəbələ,stream,1
Cəfərlidağ,elevation,1
Cəngiçay,stream,1
Cənubi Abşeron,strait,1
Cənğisər,elevation,1
Cəyirçay,stream,1
Dadashbeyli,populated place,1
Dadaşbəyli,populated place,1
Dagirmandag,populated place,1
Dagirmanly,populated place,1
Dagkolany,populated place,1
Dagnya,stream,1
Daguzi,populated place,1
Daharlı,elevation,1
Dali,elevation,1
Dalichay,stream,1
Dallyar,populated place,1
Damarçay,stream,1
Damcılı Silsilə,elevated area,1
Damğalı,populated place,1
Darakeç,elevation,1
Dartdağ,elevation,1
Darylyk,populated place,1
Dash Salakhly,populated place,1
Dashagylchay,stream,1
Dashveysally,populated place,1
Dastagir,populated place,1
Davalı Duzlu,stream,1
Davudlu,stream,1
Daxili Daş,island,1
Dağ Üzü,populated place,1
Daş,elevation,1
Daş Zirə,island,1
Daşaltı,populated place,1
Daşağılçay,stream,1
Daşbulaq,stream,1
Daşca,populated place,1
Daşdağ,elevation,1
Daşdəmirbəyli,populated place,1
Daşkənd,populated place,2
Daşkəsən,elevation,1
Daşlı Saylar,underwater elevation,1
Daşlıçay,stream,1
Daştəpə,elevation,1
Dede Gunesh,stream,1
Degady,populated place,1
Dekhna,populated place,1
Delichay,stream,1
Dellyaklyar,populated place,1
Dereyar,stream,1
Devaradahi,stream,1
Dibanaçay,stream,1
Digov,populated place,1
Digyakh,populated place,5
Dikdash,populated place,1
Dikdaş,elevation,1
Dikpiləkən,elevation,1
Dilagarda,populated place,2
Dilagorda,populated place,1
Dilmançay,stream,1
Dindiçay,stream,1
Diqoband,elevation,1
Dizaxlı,populated place,1
Dizaxlıçay,stream,1
Dobyar,stream,1
Dobyurchay,stream,1
Dolanlarçay,stream,1
Dostalı,populated place,1
Druz Iki,populated place,1
Dschandar Gel,basin,1
Dudar,stream,1
Dumandərəbaşı,elevation,1
Dun’yamalylar,populated place,1
Durandağ,elevation,1
Durucaçay,stream,2
Duruçay,stream,1
Duvannaya,populated place,1
Duzdakh,populated place,1
Dygov,populated place,1
Dyl’mady,populated place,1
Dyubendi,populated place,1
Dyuglyun,populated place,1
Dyuglyunchay,stream,1
Dyuz Kyrykhly,populated place,1
Dzardakhach’,populated place,1
Dzhafalachay,stream,1
Dzhagirchay,stream,1
Dzhagrichay,stream,1
Dzhakhanghbeyli,populated place,1
Dzhalgan,populated place,1
Dzhamaparachay,stream,1
Dzhangasan,populated place,1
Dzhanguchay,stream,1
Dzhardam,populated place,1
Dzhargibulak,stream,1
Dzhavadkhanly,populated place,1
Dzhayly,populated place,1
Dzhebelya,stream,1
Dzherembel’,populated place,1
Dzheyrankechmaz,stream,1
Dzheyranly,populated place,1
Dzhinli Zeynally,populated place,1
Dzhodzhukh,populated place,1
Dzhorat,populated place,1
Dzhovlan,populated place,1
Dzhul’fa,populated place,1
Dzhul’gu,stream,1
Dzoradem,stream,1
Dördlər,populated place,4
Dürriyə,populated place,1
Düylün,populated place,1
Düyərli,populated place,2
Düz,populated place,1
Dəcəl,populated place,1
Dəlialı,elevation,1
Dəlidağ,elevation,3
Dəlikdaş,elevation,1
Dəlilər,populated place,1
Dəliqoşqarçay,stream,1
Dəliçay,stream,4
Dəlləkoba,populated place,1
Dəllər,populated place,3
Dələli,populated place,1
Dəmirlidağ,elevation,1
Dəmirçiçay,stream,1
Dəmiçilər,populated place,1
Dəndəlik,elevated area,1
Dərəbulaq,stream,2
Dərəyar,stream,1
Dəstəfurçay,stream,1
Dəvəboynu,elevated area,1
Dəvəboynu,elevation,1
Dəvədağ,elevation,1
Dəvəlidağ,elevation,1
Dəvəyağı,elevation,1
Dəvəçiçay,stream,1
Dəyirmandağ,elevation,1
Dəyirmantəpə,elevation,1
E,stream,1
E Āstārā,stream,1
Edzhara,populated place,1
Eldar Çölü,area,1
Eldaris Dablobi,area,1
Elyeri,elevation,1
El’dari Step’,area,1
Ermenibazar,populated place,1
Ermyakikyshlak,populated place,1
Erzikyush,populated place,1
Eshakchi,populated place,1
Etchelyar,populated place,3
Eyridere,populated place,1
Eyridzha,populated place,1
Eyvazkəsdi,elevation,1
Eşidçay,stream,1
Eşşək,stream,1
Eşşəkbulaq,stream,1
Faladari,stream,1
Faldar,stream,1
Faldarly,populated place,1
Fatmabil,basin,1
Ficugel,elevated area,1
Fingya,populated place,1
Fərzəlioba,populated place,1
Fətəli Xan,populated place,1
Gadzhi Kharrar,populated place,1
Gadzhilzkendere,populated place,1
Gadzhimamedli,populated place,2
Gadzhitepe,populated place,1
Gadzhuchay,stream,1
Gadzhykarvend,populated place,1
Gadzhylalyly,populated place,1
Gadzhyly,populated place,4
Gadzhysamly,populated place,1
Gah,populated place,1
Gamanly,populated place,1
Gamyali,populated place,1
Gamyshlygël’,populated place,1
Gamışlıgöl,populated place,1
Gandzha,stream,1
Ganykh,stream,1
Garanlykh,stream,1
Garbaladzha,stream,1
Garcha,populated place,1
Garıs Əyribənd,populated place,1
Gassan Ssu,stream,1
Gavahan,populated place,1
Gazydere,populated place,1
Gdezi,stream,1
Gegharjin,populated place,1
Geljaai,stream,1
Gel’glov,populated place,1
Gemyur,stream,1
Gendalanchay,stream,1
Gendebil’,populated place,1
Gendob,populated place,1
Gendov,populated place,1
Gendərədag,elevation,1
Generchay,stream,1
Geokchay,stream,1
Geoktepe,stream,1
Geran,stream,1
Geranch’ay,stream,1
Geran’chay,stream,1
Geraybeyli,populated place,2
Gerusch’ay,stream,1
Gevdara,populated place,1
Geybulag,populated place,1
Geynyuk,populated place,1
Gharaboulagh,populated place,1
Gharadgalli,populated place,1
Ghazykhanly,populated place,1
Gican,populated place,1
Gil,island,1
Gilakhoba,populated place,1
Gilançay,stream,1
Gilgilçay,stream,1
Gilgin,stream,1
Gil’gil’chay,stream,1
Gil’gin,stream,1
Gioulatagh,populated place,1
Girdabad,elevation,1
Girdadul,populated place,1
Girdedul,populated place,1
Girdə,elevation,1
Girik,populated place,1
Gobuchay,stream,1
Goga,populated place,1
Goronu,populated place,1
Gugarats’,elevated area,1
Gurat,stream,1
Gurgurçay,stream,1
Guruchay,stream,1
Gusanly,populated place,1
Gyandzha,stream,1
Gyandzhachay,stream,1
Gyugyum,populated place,1
Gyuloglylar,populated place,1
Gyulyan,stream,1
Gyune Chertaz,populated place,1
Gyuneyleya,populated place,1
Gyunkyshlyakh,populated place,1
Gyuvandik,populated place,1
Gyuzlyak,populated place,1
Gëgyam,populated place,1
Gëk,stream,1
Gëynyuk,populated place,1
Gëyyardzhik,populated place,1
Gömür,stream,1
Göybulaq,stream,1
Göydağ,elevation,1
Göygöy,elevation,1
Göylər,populated place,1
Göytəpə,elevation,1
Göyçay,populated place,1
Göyəmtala,populated place,1
Gözbaraq,populated place,1
Gülanlıq,elevation,1
Güllücə,elevation,1
Gülmətəpə,elevation,1
Gülövşə,populated place,1
Güləbird,populated place,1
Güləh,populated place,1
Güləli,elevation,1
Gümbidağ,elevation,1
Gümürü,elevation,1
Gümüşlüçay,stream,1
Güneybulaq,stream,1
Gürgən,convex shoreline,1
Güyüm,populated place,1
Güzlək,populated place,1
Gədi,elevation,1
Gədikqışlaq,populated place,1
Gədəbəyçay,stream,1
Gəlınqaya,elevation,1
Gəmir,elevation,1
Gəncə,elevation,1
Gəncə Qazax,area,1
Gəraybəyli,populated place,2
Gərmiyançay,stream,1
Gərməşöylŭ,populated place,1
Gərəkçay,stream,1
Gətindüşəndağ,elevation,1
Hacıbabaqobusu,stream,1
Hacıhüseynli,populated place,1
Hacıisgəndərli,populated place,1
Hacıqabul,basin,1
Hajilar,populated place,1
Hamarat,populated place,1
Haran,populated place,1
Harov,populated place,1
Harsnajur,stream,1
Havzova,populated place,1
Hayat’,populated place,1
Hazırəhmədli,populated place,1
Haçadağ,elevation,2
Haçaqaya,elevation,1
Hetovlar,populated place,1
Hilis,populated place,1
Hinaldağ,elevation,1
Hoghe,populated place,1
Hovari,populated place,1
Hovuslu,populated place,1
Hülövlü,populated place,1
Hüseynalı,stream,1
Hüseynbəyli,populated place,1
Həjo,populated place,1
Həkəri,stream,2
Həmzəliçay,stream,2
Həmzəqor,elevation,1
Həsili,populated place,1
Həsənbinə,populated place,1
Həzrə,populated place,2
Həzrəkəndçay,stream,1
Həzrətçay,stream,1
Iemish Chan,populated place,1
Ikindzhi Shikhly,populated place,1
Ile Dzha,stream,1
Iliich,populated place,1
Iliç,concave shoreline,1
Ilkhychi,populated place,1
Ilxıçı,populated place,1
Imamulichay,stream,1
Imarat’ K’arvand,populated place,1
Imash Verdylyar,populated place,1
Incha,stream,1
Inchachay,stream,1
Indzhechay,stream,1
Indzhilli Sarydzhaly,populated place,1
Insel Nargin,island,1
Iori,stream,1
Irmashly,populated place,1
Ishihli,populated place,1
Ishkhan,stream,1
Ishkhen,stream,1
Ismailbeyli,populated place,2
Ispik,populated place,1
Iveri,populated place,1
Janiatagh,populated place,1
Jiloi,island,1
Joghas,stream,1
Joghaz,stream,1
Jori,stream,1
Jukhary Aza,populated place,1
Jənub,underwater elevation,1
Kabaddy,stream,1
Kaberi,stream,1
Kachag,populated place,1
Kadimalikyshlak,populated place,1
Kaftarlı,elevation,1
Kagadzhyly,populated place,1
Kagramanly,populated place,2
Kahadağ,elevation,1
Kakhmugal,populated place,1
Kalachay,stream,2
Kalafalıqçay,stream,1
Kalagayly,populated place,1
Kalageyli,populated place,1
Kalantarli,populated place,1
Kalbandağ,elevation,1
Kalbaorus,populated place,1
Kalynchakh,populated place,1
Karaagach,stream,1
Karaagadzhlar,populated place,1
Karachaydzhek,populated place,1
Karachuk,populated place,1
Karadara,stream,1
Karagach,stream,1
Karagasanly,populated place,1
Karagashli,populated place,1
Karakaya,populated place,2
Karakhanbeyli,populated place,3
Karakolly,populated place,1
Karakoyny,stream,1
Karakurtly,populated place,1
Karakëlluk,populated place,1
Karalilar,populated place,1
Karamakhmudlu,populated place,1
Karamanlu,populated place,1
Karapirum,populated place,1
Karcha,populated place,1
Kardash,populated place,1
Kargalug,populated place,1
Karkara,stream,1
Karkudzhak,populated place,2
Karvansara,island,1
Karvend,populated place,1
Kasha Diza,populated place,1
Kashkachay,populated place,2
Kashkarachay,stream,2
Kasymalylar,populated place,1
Kavtobulaq,stream,1
Kazakh,populated place,1
Kazulchay,stream,1
Kechaye,stream,1
Kedabekchay,stream,1
Kelakhana,populated place,1
Kelanly,populated place,1
Kelanı,elevation,1
Kel’farach,populated place,1
Kendalan,stream,1
Kend”eri,populated place,1
Kengerlu,populated place,1
Ker,stream,1
Keren,populated place,1
Kerimbeyli,populated place,4
Keshbashchay,stream,1
Keshishkend,populated place,1
Keshkedar,populated place,1
Keshki,populated place,1
Keshkutan,populated place,1
Keshtazly,populated place,1
Keshtek,populated place,1
Kesson,underwater elevation,1
Keyikqayası,elevation,1
Keymikh,populated place,1
Keçelbaş,elevation,1
Keçəldağ,elevation,6
Keçəlyal,elevation,1
Keçəlçay,stream,1
Keşbaşçay,stream,1
Keşikçidağ,elevation,1
Khach’in Tap’,populated place,1
Khach’inkhut’,elevation,1
Khagraarkh,stream,1
Khalakhalchay,stream,1
Khalfalichay,stream,1
Khalilbeyli,populated place,1
Khalkhalchay,stream,1
Khanagyakh,populated place,3
Khanakakh,populated place,1
Khanali,populated place,2
Khanbagy,populated place,1
Khanlykoba,populated place,1
Khapytly,populated place,2
Kharan,populated place,1
Kharmandi,basin,1
Kharmidorchay,stream,1
Khashy,populated place,1
Khaspoladoba,populated place,1
Khatamalar,populated place,1
Khazraarkh,stream,1
Khazryakendchay,stream,1
Kheyrachay,stream,1
Khimran,populated place,1
Khndzoruti,elevated area,1
Khndzotkut,stream,1
Khndzur’ Kut’,stream,1
Khoshchobanly,populated place,3
Khynaly,populated place,1
Kichik Akera,stream,1
Kikibaş,elevation,1
Kilisabugov,populated place,1
Kilyan,stream,1
Kimil,stream,1
Kira,populated place,1
Kirs,elevation,1
Kirvədağ,elevation,1
Kiryaqanıt,elevation,1
Kish,stream,1
Kishchay,stream,1
Kiyasty,populated place,1
Kizil,stream,1
Kiçan,populated place,1
Kişçay,stream,1
Kobi,stream,1
Kobu,populated place,1
Kobuchay,stream,2
Koghb,stream,1
Kokhb,stream,1
Kolakət,elevation,1
Kolany Turuny,populated place,1
Kolanı,populated place,5
Kolatağ,stream,1
Kolayır,populated place,3
Kolludağ,elevation,1
Komūr Qū’,elevation,1
Kondzhavuchay,stream,1
Korakashly,populated place,1
Korbulaq,stream,1
Korch’u,populated place,1
Kores,stream,1
Kosadağ,elevation,1
Koshkara,stream,1
Kotur,stream,1
Koturchay,stream,1
Koun,elevation,1
Kousapat,populated place,1
Kovlarsary,populated place,1
Kovlyarsary,populated place,1
Kozly,populated place,1
Kts’iya,stream,1
Kub Yal,stream,1
Kuba,stream,1
Kukheti,populated place,1
Kukhuroba,populated place,1
Kumlakh,populated place,2
Kumlu,populated place,2
Kura,stream,1
Kurmu,stream,1
Kurtchu,populated place,1
Kurudere,populated place,3
Kuruçay,stream,1
Kurvedağ,elevation,1
Kurveçay,stream,1
Kusarchay,stream,1
Kushchi,populated place,1
Kushchilyar,populated place,1
Kutkashin,populated place,1
Kuvanil’,populated place,1
Kuzlukchay,stream,1
Kyadabek,populated place,1
Kyal’bi Guseynly,populated place,1
Kyamally,populated place,2
Kykyurdchay,stream,1
Kyrakhkesaman,populated place,1
Kyrykly,populated place,2
Kyukyuchay,stream,1
Kyuneyut,stream,1
Kyungyut,populated place,1
Kyurdakh,populated place,1
Kyurdkend,populated place,1
Kyurekchay,stream,1
Kyurt,populated place,2
Kyurt Dam,populated place,1
Kyuryundzh,populated place,1
Kyzgayytdy,populated place,1
Këkhanabi,populated place,1
Kërgëz,populated place,1
Köbərtəpə,elevation,1
Ködəkli,populated place,1
Köhb,stream,1
Köhnə Bilgəh,convex shoreline,1
Köhnəağdabançay,stream,1
Kömür,elevation,1
Kömürdağ,elevation,1
Kömürköy,elevation,1
Körfəz,basin,1
Köynük,populated place,1
Kükürdçay,stream,1
Küküçay,stream,1
Küleru,stream,1
Küngütçay,stream,2
Kür Araz Ovalyghy,area,1
Kürdhacıçay,stream,1
Kürdlər,populated place,5
Kürdqəbir,elevation,1
Kürenbaba,elevation,1
Kürəkçay,stream,2
Kūh E Ūch Dāgh,elevation,1
Kəhnizdağ,elevation,1
Kəlləqoparan,elevation,1
Kəlov,elevation,1
Kəlvəzçay,stream,2
Kələncə,elevation,1
Kələntər,populated place,1
Kələntərçay,stream,1
Kələqova,elevation,1
Kələtaxta,stream,1
Kəm,elevation,1
Kəmçi,elevation,1
Kəmçikdağ,elevation,1
Kəmərli,stream,1
Kənd Şahbuz,populated place,1
Kəndxurd,elevation,1
Kəndyeri,populated place,1
Kəpəz,elevation,1
Kərimbəyli,populated place,5
Kərəvuz,populated place,1
Kətikdağ,elevation,1
Kətişen,populated place,1
K’akil,elevation,1
K’arahunch’,populated place,1
K’arajur,stream,1
K’arak’it’,elevation,1
K’eybaly,populated place,1
K’olatak,populated place,1
K’urdlar,populated place,2
Lachinlar,populated place,1
Lagodekh Or,stream,1
Lagodekhi,stream,1
Lahıcqobu,stream,1
Lamak,populated place,1
Langi,populated place,1
Layski,populated place,1
Laza,populated place,2
Laçınqaya,elevation,1
Lencoran,populated place,1
Levçay,stream,1
Liman Akzybir,basin,1
Limar,elevation,1
Lizbirtchay,stream,1
Lobir,populated place,1
Lovain,populated place,1
Lyagyar,populated place,1
Lyakchylpak,populated place,1
Lyaki,stream,1
Lyalyaagadzhy,populated place,1
Lyalyabagirly,populated place,1
Lyalyakyaran,populated place,1
Lyamarchay,stream,1
Ləj,elevation,1
Ləkinçay,stream,1
Ləkitçay,stream,1
Ləkərçay,stream,1
Ləkətağ,elevation,1
Lələ İlahi,elevation,1
Ləngaran,elevation,1
Lənkəran,stream,1
Lənkəran Ovalığı,area,1
Lərmərüd,populated place,1
Maari,populated place,1
Magarachay,stream,1
Magomallar,populated place,1
Makhmudkend,populated place,1
Makəlis Skaro,stream,1
Mamadyuba,populated place,1
Mamedoba,populated place,2
Mamelichay,stream,1
Mamili,stream,1
Maniklou,populated place,1
Manqın,stream,1
Mansurlu,populated place,1
Manyuq,stream,1
Maraftaçay,stream,1
Maraldağ,elevation,2
Mashioba,populated place,1
Mashlyk,populated place,1
Mashtagi,populated place,1
Masrik,populated place,1
Masxit,elevation,1
Matalachay,stream,1
Mats’isshqali,stream,1
Maturtəpəsi,elevated area,1
Maydançay,stream,1
Mazarchay,stream,1
Mazqatoband,elevation,1
Mazymchay,stream,1
Mazımqarışan,populated place,2
Mağarçay,stream,1
Mağmurtu,elevation,1
Mehlaybulaq,stream,1
Mekhdikhanly,populated place,1
Mekhti Kishlyagi,populated place,1
Melikbally,populated place,1
Meliklyar,populated place,1
Meyniman,populated place,1
Meşəniyal,elevation,1
Mikiranchay,stream,1
Mikolan,populated place,1
Minkənd,populated place,1
Minəvər,elevation,1
Mir Bashir,populated place,1
Mirasafly,populated place,1
Mircəlal,populated place,1
Mirikend,populated place,2
Mirza Gasanly,populated place,1
Mirzəxan,stream,1
Mirzəyandigah,populated place,1
Misdağ,elevation,1
Mishni,populated place,5
Mişovdağ,elevation,1
Molday,populated place,1
Mollabayramlı,populated place,1
Mollakemally,populated place,1
Mollalısuyu,stream,1
Mollu,populated place,1
Moloja,populated place,1
Molt,stream,1
Morajur,populated place,1
Moranlı,populated place,2
Mormor,elevation,1
Mormor,populated place,1
Moshkhmahat,populated place,1
Motolayataq,populated place,1
Mount Kurgan,elevation,1
Mourov,elevated area,1
Moushkapat,populated place,1
Movas,populated place,1
Mozkənd,populated place,1
Mucu,populated place,1
Mudzhakhbina,populated place,1
Mugallu,populated place,1
Mugandzhuk Muslum,populated place,1
Mukhakh,populated place,1
Mukhakhchsy,stream,1
Mulukh,populated place,1
Muntyanka,stream,1
Muradalyly,populated place,1
Muradbəyli,populated place,2
Muratly,populated place,1
Murdal,stream,1
Muroff,elevated area,1
Mursal,populated place,2
Murugdere,stream,1
Muruqdərəçay,stream,1
Muruqqobu,stream,1
Musa,populated place,1
Mustafakhanly,populated place,1
Mustafalı,elevation,1
Mustafalı,populated place,1
Mustafalıçay,stream,1
Mutudere,populated place,1
Mutyanka,stream,1
Muxax,stream,1
Muxaxçay,stream,1
Muxtariyyat,populated place,1
Muğan,stream,1
Muğanlıçay,stream,1
Myalikli,populated place,1
Myrty,populated place,2
Myurshyudoba,populated place,1
Myzymchay,stream,1
Myzymkaryshan,populated place,1
Möhrətac,populated place,1
Mücüçay,stream,1
Mücəkbinə,populated place,1
Müşkapat,populated place,1
Mıcıxçazar Şəlaləsı,stream,1
Mıxlıqovaq,populated place,1
Məmmədcanlı,populated place,1
Mərdanlı,populated place,1
Mərzəlidağ,elevation,1
Mərəbulaq,stream,1
Mətəliçay,stream,1
Məyəş,elevation,1
Məzarçay,stream,1
Məzməzəkçay,stream,1
Naapet,elevation,1
Nakhichevanchay,stream,1
Nakhichevanik,populated place,1
Nalbənddağ,elevation,1
Narek,elevation,1
Nareshtar,populated place,2
Nargilə,elevation,1
Nargin,island,1
Narişlar,populated place,1
Nauzhab Kobu,stream,1
Navahı,populated place,3
Naxçıvançay,stream,1
Nazarchay,stream,1
Nazirçay,stream,1
Nazırlı,populated place,1
Nağdalıçay,stream,1
Nerkin Oratag,populated place,1
Nial,depression,1
Nishonora,stream,1
Niyaldağ,elevated area,1
Nizhniy Dzhurali,populated place,1
Nobaranyataq,elevation,1
