name,frequency,place_type,place_category
Ammeldingan Bei Neuerburg,1,populated place,populated place
Ammerwolf-Weihes,1,pond,basin
Ammerwolfweihes,1,pond,basin
Amos-Bak,1,river,stream
An Des Weinleida,1,populated place,populated place
Angelbak,1,river,stream
Anges-Teik,1,pond,basin
Angezoda,1,populated place,populated place
Angfeld,1,populated place,populated place
Angst,1,hill,elevation
Angst-Berg,1,hill,elevation
Annahaua,1,mountain,elevation
Annasea,1,lake,basin
Anskop,1,hill,elevation
Andonsberg,1,hill,elevation
Andonstal,1,populated place,populated place
Andweiles,2,populated place,populated place
Apelland Groda,1,island,island
Apelbak,3,river,stream
Apelberg,3,hill,elevation
Apelshaua,1,hill,elevation
Appelland,1,island,island
Arks-Wial,1,river,stream
Arkswaila,1,river,stream
Azennest,1,hill,elevation
Arles-Berg,1,hill,elevation
Armsberg,1,hill,elevation
Arnhofan,4,populated place,populated place
Arxt Sea,1,pond,basin
Art-Berg,1,hill,elevation
As-Bak,2,river,stream
Asbakerhudta,1,populated place,populated place
Ask Tal,1,valley,depression
Askaues Bak,1,river,stream
Askbak,6,populated place,populated place
Asken-Berg,4,hill,elevation
At Grund,1,valley,depression
Addorp,1,populated place,populated place
Au Bak,1,river,stream
Au-Graban,1,river,stream
Aubak,21,river,stream
Aude-Berg,1,hill,elevation
Aues-Bak,2,river,stream
Auernhofan,1,populated place,populated place
Auersberg,1,mountain,elevation
Auf Dem Stein,3,hill,elevation
Auf Des Bleika,1,populated place,populated place
Auf Des Hella,1,populated place,populated place
Augrund,1,valley,depression
Aulosan,1,populated place,populated place
Auzas,1,populated place,populated place
Aurbak,1,populated place,populated place
Audmud,1,river,stream
Avendoftes Sea,1,lake,basin
Ayrhof,1,populated place,populated place
Baalensea,1,lake,basin
Bak Und Aldenberg,1,populated place,populated place
Bakenberg,1,populated place,populated place
Bakham,4,populated place,populated place
Backnang,1,populated place,populated place
Bad Berneck,1,populated place,populated place
Bad Nenndorp,1,populated place,populated place
Bad Skwalbak,1,populated place,populated place
Bad Sodan In Daunus,1,populated place,populated place
Bad Wimpan,1,populated place,populated place
Baggersea,1,lake,basin
Baalas,1,hills,elevated area
Baalburg,1,populated place,populated place
Baalings,1,populated place,populated place
Baaren-Teik,1,lake,basin
Baaro,1,populated place,populated place
Balesfeld,1,populated place,populated place
Ball,1,populated place,populated place
Ballersdorp,2,populated place,populated place
Ballerds,1,hill,elevation
Ballrektan,1,populated place,populated place
Balsamgraban,1,river,stream
Balta,1,river,stream
Bandskes Hof,1,populated place,populated place
Banfa,1,river,stream
Bankewidt,1,populated place,populated place
Bannenberg,1,hill,elevation
Bannerruck,1,ridge,elevated area
Bantau,1,populated place,populated place
Bantes Berg,1,hill,elevation
Barberg,1,hill,elevation
Bardenbak,1,populated place,populated place
Barged,1,river,stream
Barlas-Berg,1,hill,elevation
Barmberg,1,hill,elevation
Barmenberg,1,hill,elevation
Barn-Sea,1,lake,basin
Barnsan,1,populated place,populated place
Barsseles Deif,1,river,stream
Bardlberg,1,populated place,populated place
Batold,1,populated place,populated place
Badtenberg,2,hill,elevation
Badtenbrock,1,populated place,populated place
Badtdorp,1,populated place,populated place
Baumgardan,18,populated place,populated place
Baurs-Berg,1,hill,elevation
Bausan Berga,1,hills,elevated area
Bayeziska Skwartak,1,river,stream
Bekerkop,1,mountain,elevation
Beersdorp,1,populated place,populated place
Beesegraban,1,river,stream
Bailendorp,2,populated place,populated place
Bailensea,1,lake,basin
Bairsta,1,populated place,populated place
Beiklinges Berg,1,hill,elevation
Beidnek,1,hill,elevation
Beinberg,1,populated place,populated place
Benefeld,1,populated place,populated place
Benk,3,populated place,populated place
Berbersbak,1,populated place,populated place
Berbersdorp,1,populated place,populated place
Bezenwanga,1,mountain,elevation
Berges Bak,1,river,stream
Berghofan,5,populated place,populated place
Bergnes-Bak,1,river,stream
Bergrheinfeld,1,populated place,populated place
Berlines Sea,1,lake,basin
Berlidt,1,populated place,populated place
Berndidt,1,populated place,populated place
Berwidt,1,populated place,populated place
Betlinghock,1,populated place,populated place
Bedtan Berg,1,hill,elevation
Bedtenberg,3,hill,elevation
Bedtenwarfes Leida,1,river,stream
Bedtenhausan,1,populated place,populated place
Bedting,1,populated place,populated place
Bedtnaues Bak,1,river,stream
Beuka,2,populated place,populated place
Bewerbak,1,river,stream
Bibow,1,populated place,populated place
Bicklingsbak,1,river,stream
Beibes Bak,1,river,stream
Beige-Berg,1,hill,elevation
Beila,2,river,stream
Beilabak,1,river,stream
Beirberg,4,hill,elevation
Beirda,2,populated place,populated place
Beisingan,2,populated place,populated place
Beisterberg,1,hill,elevation
Billafingan,2,populated place,populated place
Billensbak,1,populated place,populated place
Billmezik,1,populated place,populated place
Billwardes,1,populated place,populated place
Bindelhub,1,populated place,populated place
Birkberg,2,hill,elevation
Birkengrund,1,valley,depression
Birkenhecka,1,mountain,elevation
Bidterfeld,1,populated place,populated place
Bidt,2,populated place,populated place
Blankenberg,2,hill,elevation
Blau,1,river,stream
Blau Balja,1,channel,strait
Bleibak,2,river,stream
Bleibes-Kop,1,hill,elevation
Blendes,1,populated place,populated place
Blewses Hakan,1,point,convex shoreline
Bleidersdorp,1,populated place,populated place
Blocksberg,6,hill,elevation
Blockweisan,1,populated place,populated place
Blodten-Berg,1,hill,elevation
Blumberg-Kodtan,1,populated place,populated place
Blumenfeld,1,populated place,populated place
Blumenhau,1,hill,elevation
Blumerberg,1,hill,elevation
Bockau,1,river,stream
Boddeberg,1,hill,elevation
Bodenwaures Bukt,1,valley,depression
Boailan,1,populated place,populated place
Bofingan,1,populated place,populated place
Bogenbak,1,river,stream
Baumenkirk,1,populated place,populated place
Baunenberg,1,hill,elevation
Boidwardan,1,populated place,populated place
Bollenbak,2,river,stream
Bollwinsea,1,lake,basin
Bolstern,1,populated place,populated place
Bomezik,1,populated place,populated place
Bonnroda,1,populated place,populated place
Bonte-Berg,1,hill,elevation
Borghopsbak,1,river,stream
Borgsteda,1,populated place,populated place
Borka,1,river,stream
Borkensea,1,inlet,basin
Borkum Reef,1,reef,underwater elevation
Borkum-Ripgrund,1,bank,underwater elevation
Borkumes Rifp,1,reef,underwater elevation
Borlinghausan,1,populated place,populated place
Bornersdorp,1,populated place,populated place
Borngrund,1,valley,depression
Bosenbak,1,river,stream
Bostalsea,1,lake,basin
Bodtberg,1,mountain,elevation
Braakberg,2,hill,elevation
Braktenbeck,1,populated place,populated place
Brackensea,1,lake,basin
Bradlberg,1,populated place,populated place
Brakelsberg,1,hill,elevation
Brand-Erbisdorp,1,populated place,populated place
Brand-Graban,1,river,stream
Brandberg,1,mountain,elevation
Brandeckkop,1,mountain,elevation
Brandhof,2,populated place,populated place
Brandhaua,3,hill,elevation
Braunersberg,1,populated place,populated place
Braunhornla,1,mountain,elevation
Braunisheim,1,populated place,populated place
Braunlaga,1,populated place,populated place
Braunsteik,1,populated place,populated place
Braudberg,2,hill,elevation
Braudlak,1,populated place,populated place
Bredenberg,2,hill,elevation
Bregentes Bukt,1,bay,concave shoreline
Brekling,1,populated place,populated place
Bremm,1,populated place,populated place
Brensbak,1,populated place,populated place
Bredtenackes,1,populated place,populated place
Breunsberg,1,populated place,populated place
Breiskt,1,populated place,populated place
Breiska Ost,1,populated place,populated place
Brigak,1,river,stream
Brinnis-Luckowaina,1,populated place,populated place
Brockhofa,1,populated place,populated place
Brockskeit,1,populated place,populated place
Brodel Graban,1,river,stream
Braun,1,mountain,elevation
Brokes-Berg,1,hill,elevation
Brombak,2,river,stream
Bronnan Bak,1,river,stream
Bronnweiles,1,populated place,populated place
Brookbaka,1,river,stream
Bruckberg,2,hill,elevation
Bruckenberg,1,mountain,elevation
Brucksee-Graban,1,river,stream
Bruddewardan,1,populated place,populated place
Bruderbak,1,river,stream
Bruhlskop,1,hill,elevation
Brunkenhain,1,populated place,populated place
Brunn,1,river,stream
Brunnberg,1,ridge,elevated area
Brunnenberg,2,mountain,elevation
Brunndal-Kop,1,mountain,elevation
Brusbak,1,river,stream
Brusow,1,populated place,populated place
Bubenstock,1,hill,elevation
Buk Berg,4,hill,elevation
Bukberg,7,mountain,elevation
Bukelberg,6,populated place,populated place
Bukerberg,1,hill,elevation
Bukholtberga,1,hills,elevated area
Buknes Haua,1,hill,elevation
Bukrain,1,ridge,elevated area
Bukwald,1,hill,elevation
Bukweisenkop,1,hill,elevation
Buai,1,populated place,populated place
Bugerl,1,populated place,populated place
Buggeln,1,populated place,populated place
Bugl Berg,1,hill,elevation
Buhlsbak,1,populated place,populated place
Buhnes Bak,1,river,stream
Buizes Lei,1,hill,elevation
Bull-Graban,1,river,stream
Bullenberga,4,hills,elevated area
Bullensea,1,lake,basin
Bullowsea,1,lake,basin
Buldsea,1,lake,basin
Bunna,1,populated place,populated place
Bunska,1,populated place,populated place
Burgbak,1,river,stream
Burgberg,7,mountain,elevation
Burgham,1,populated place,populated place
Burgleidan,1,populated place,populated place
Burgstedtan,1,hill,elevation
Burgwald,1,hill,elevation
Buskelberg,1,hill,elevation
Buskteik,1,lake,basin
Buszdorp,1,populated place,populated place
Budterberg,1,mountain,elevation
Budtstates Berg,1,hill,elevation
Budt Rhin,1,river,stream
Buxtrup,1,populated place,populated place
Byhleguhres Kaupan,1,populated place,populated place
Campenes Deif,1,river,stream
Canumes Deif,1,river,stream
Caput-Geldow,1,populated place,populated place
Carls-Haua,1,hill,elevation
Ceterberg,1,hill,elevation
Kamfurtes Senka,1,valley,depression
Karlodtendorp,1,populated place,populated place
Keina,1,populated place,populated place
Keines Dorfmoos,1,marsh,marsh
Kostlarn,1,populated place,populated place
Cleinikes Bak,1,river,stream
Cleisingan,1,populated place,populated place
Coisdorp,1,populated place,populated place
Collerdskop,1,hill,elevation
Colpin,1,populated place,populated place
Codtaes Spidt-Berg,1,hill,elevation
Daks-Berg,17,hill,elevation
Daksberghaua,1,hill,elevation
Daal,10,populated place,populated place
Daalan,6,populated place,populated place
Daarendorp,1,populated place,populated place
Dalsenbak,1,river,stream
Damma,1,populated place,populated place
Damsendorp,1,populated place,populated place
Daniskburg,1,populated place,populated place
Daniska Weik,1,bay,concave shoreline
Dankelsheim,1,populated place,populated place
Dannebort,1,populated place,populated place
Dansweiles,1,populated place,populated place
Datberg,1,hill,elevation
Datendorp,1,populated place,populated place
Datensan,1,populated place,populated place
Dadum,1,populated place,populated place
Daumdeik,1,lake,basin
Da Wild,1,river,stream
Deckelstein,1,populated place,populated place
Dailendrup,1,populated place,populated place
Dailes,1,populated place,populated place
Daiman,1,populated place,populated place
Deikselbak,1,river,stream
Deipsea,1,lake,basin
Demminsea,1,lake,basin
Demtin,1,populated place,populated place
Denkel-Stein,1,hill,elevation
Dennberg,1,hill,elevation
Des Bock,1,bank,underwater elevation
Des Breidling,1,bay,concave shoreline
Des Grota Serraan,1,marsh,marsh
Des Haua Randan,1,mountain,elevation
Des Knokan,1,mountain,elevation
Des Kuddan,1,marsh,marsh
Des Obeza Sea,1,lake,basin
Des Piail,1,hill,elevation
Des Drebbin,1,point,convex shoreline
Des Weita Sea,1,lake,basin
Deubak,1,river,stream
Deudenhausnes Bak,1,river,stream
Devin,1,populated place,populated place
Diktenhausan,1,populated place,populated place
Dickaiorn,1,point,convex shoreline
Dickel,1,populated place,populated place
Dei Au,1,bank,underwater elevation
Dei Aua,1,bank,underwater elevation
Dei Drei Paulan,1,lakes,basin
Dei Eides,1,river,stream
Dei Fuks-Berga,1,hills,elevated area
Dei Golwidt,1,inlet,basin
Dei Haart,1,ridge,elevated area
Dei Humperd,1,hill,elevation
Dei Momm,1,river,stream
Dei Skeiba,1,point,convex shoreline
Dei Sondes,1,hills,elevated area
Dei Wart,1,hill,elevation
Dei-Culmsan,1,hill,elevation
Deickhorst,1,populated place,populated place
Deilkop,1,hill,elevation
Deilstein,1,populated place,populated place
Deindorp,3,populated place,populated place
Deirstorp,2,populated place,populated place
Deit,1,populated place,populated place
Deisteddes Berg,1,hill,elevation
Deistel-Bak,1,river,stream
Deidenbak,1,river,stream
Deitart,1,populated place,populated place
Deidriksfeld,2,populated place,populated place
Dingstedtan,1,populated place,populated place
Dippersberg,1,hill,elevation
Dipperstal,1,valley,depression
Dirmertheim,1,populated place,populated place
Ditmarskes Bukt,1,bay,concave shoreline
Didtershausan,2,populated place,populated place
Dobbes,1,river,stream
Dobernidt,1,populated place,populated place
Dobein,1,populated place,populated place
Doblberg,1,populated place,populated place
Dobrabak,1,river,stream
Dockenhudan,1,populated place,populated place
Daun-Berg,1,hill,elevation
Daundorp,1,populated place,populated place
Domberg,3,hill,elevation
Dommel,1,mountain,elevation
Dozeneck,1,hill,elevation
Dorfstat,1,populated place,populated place
Dorfwelves,1,populated place,populated place
Dozingbak,1,river,stream
Dorm,1,ridge,elevated area
Dornbrakt,1,hill,elevation
Dornedshaua,1,hill,elevation
Dornholt,1,populated place,populated place
Dorre-Berg,2,hill,elevation
Dotel,2,populated place,populated place
Dodtenheim,1,populated place,populated place
Dove-Elba,1,river,stream
Draberg,1,hill,elevation
Dransa,1,populated place,populated place
Drasdo,1,populated place,populated place
Dreeirkopel,1,mountain,elevation
Dreifeldskuppa,1,hill,elevation
Dreigrabenberg,1,hill,elevation
Dreisbak,1,hill,elevation
Dreispidt,3,hill,elevation
Dreiwappan,1,mountain,elevation
Drellengraban,1,river,stream
Drogan Eides,1,river,stream
Dubbenbak,1,river,stream
Dubrowberga,1,hills,elevated area
Dummes,1,river,stream
Dummersea,1,lake,basin
Duna,1,river,stream
Durnak,1,river,stream
Durr-Bak,2,river,stream
Durrbak,5,river,stream
Dusk Berg,1,mountain,elevation
Dusenberg,1,hill,elevation
Dustezes Sea,1,pond,basin
Dudterberg,1,hill,elevation
Dweerberg,1,hill,elevation
Ebbegebirga,1,mountains,elevated area
Ebels-Bak,1,river,stream
Eberfirst,1,hill,elevation
Ebni,1,populated place,populated place
Eckardsbrunnen-Bak,1,river,stream
Eckernforda Bay,1,bay,concave shoreline
Eckerdsreud,1,populated place,populated place
Eckfelsan,1,cliff,elevation
Eckkop,1,hill,elevation
Eckweisbakes Kuppa,1,hill,elevation
Edes Quella,1,spring,stream
Edersea,1,populated place,populated place
Epeld,1,populated place,populated place
Epezaberg,1,hill,elevation
Egelswoog,1,lake,basin
Egenfirst,1,ridge,elevated area
Egerbrunnan,1,spring,stream
Eggberg,1,hill,elevation
Eggenstet,1,populated place,populated place
Eglensea,1,pond,basin
Aireberg,1,hill,elevation
Airingsfeld,1,populated place,populated place
Airlikshof,1,populated place,populated place
Aistenseiles Plada,1,bank,underwater elevation
Eik-Berg,34,hill,elevation
Eikels-Berg,1,ridge,elevated area
Eikedberg,1,hill,elevation
Eikheides Berg,1,hill,elevation
Eickelaues Bruk,1,marsh,marsh
Eickerdberg,1,hill,elevation
Eickholt,1,populated place,populated place
Eidenbakerhof,1,populated place,populated place
Eeirgraban,1,river,stream
Eifa,1,river,stream
Eilern,1,populated place,populated place
Einbetea,1,pond,basin
Einfirst,1,ridge,elevated area
Einharding,1,populated place,populated place
Einseidles Kopa,1,hill,elevation
Einweging,1,populated place,populated place
Einweiles,1,populated place,populated place
Eisels Berg,1,hill,elevation
Eisengraban,1,river,stream
Eisenkoppelberg,1,hill,elevation
Eiserberga,1,hills,elevated area
Eisighof,1,populated place,populated place
Eiswoog,1,pond,basin
Elbe-Neuwerk-Faarwates,1,channel,strait
Elbingen-Maaran,1,populated place,populated place
Elgersweeis,1,populated place,populated place
Elisabetszell,1,populated place,populated place
Elkes,1,populated place,populated place
Ell-Bak,1,river,stream
Elleban,1,populated place,populated place
Ellenbogenberg,1,hill,elevation
Ellinghovan,1,populated place,populated place
Ellmannsweiles,1,populated place,populated place
Elmau-Berg,1,mountain,elevation
Els-Berg,1,hill,elevation
Elsbak,3,river,stream
Elses Heida,1,populated place,populated place
Elsleban,1,populated place,populated place
Elsterbeckan,1,lake,basin
Emaalenreigel,1,mountain,elevation
Emmezot,1,populated place,populated place
Emmed,1,hill,elevation
Empta,1,populated place,populated place
Ems Rives,1,river,stream
Enderdbak,1,river,stream
Endringhausan,1,populated place,populated place
Engberg,1,populated place,populated place
Engelfangan,1,populated place,populated place
Engelsberg,8,hill,elevation
Englskalling,1,populated place,populated place
Engtes,1,populated place,populated place
Ensel-Bak,1,river,stream
Endenberg,5,hill,elevation
Ent,2,river,stream
Epenhofan,1,populated place,populated place
Epprat,1,populated place,populated place
Erdmannhausan,1,populated place,populated place
Erlenkop,1,hill,elevation
Erlikbak,1,river,stream
Erling,2,populated place,populated place
Ermadtbak,1,river,stream
Eskau,2,populated place,populated place
Eskelhof,1,populated place,populated place
Eskenlaina,1,river,stream
Eselsberg,2,mountain,elevation
Eselshaua,1,ridge,elevated area
Eselskop,2,hill,elevation
Eselskrippan,1,hills,elevated area
Ete-Bak,1,river,stream
Ete-Berg,1,hill,elevation
Etenberg,2,hill,elevation
Estebrugga,1,populated place,populated place
Edtinges Bak,1,river,stream
Euelslok,1,populated place,populated place
Eyenbak,1,river,stream
Eyes Berg,1,ridge,elevated area
Eystrup-Doenhausan,1,populated place,populated place
Fabbenstet,1,populated place,populated place
Faarenberg-Kop,1,mountain,elevation
Faarmannslaina,1,river,stream
Falkan Berg,1,hill,elevation
Farn-Bak,1,river,stream
Farnsberg,1,hill,elevation
Farrenberg,1,mountain,elevation
Farrnbak,1,river,stream
Fatberg,1,hill,elevation
Faulbak,4,river,stream
Fedderwardan,1,populated place,populated place
Faimern Beld,1,strait,strait
Fairbak,1,populated place,populated place
Feisel-Berg,1,hill,elevation
Feldbok,1,hill,elevation
Feldengel,1,populated place,populated place
Felderhausan,2,populated place,populated place
Fella,1,river,stream
Felmes Moos,1,bog,marsh
Fenads-Berg,1,hill,elevation
Fenstes-Bak,1,river,stream
Ferkels,1,populated place,populated place
Ferdinandshorst,1,populated place,populated place
Fernneuendorp,1,populated place,populated place
Fetmannsdorp,1,populated place,populated place
Feues-Berg,1,hill,elevation
Fikt-Berg,1,hill,elevation
Fiktelgraban,1,river,stream
Feifhusan,2,populated place,populated place
Finkan Bak,1,river,stream
Finnenberg,1,hill,elevation
Finningan,2,populated place,populated place
Finsterklingenbaklein,1,river,stream
Fiskeln,2,populated place,populated place
Fleckan,1,populated place,populated place
Fleeis,1,populated place,populated place
Fleisk Puhl,1,pond,basin
Fleitgraban,6,river,stream
Flot-Bak,1,river,stream
Flodtbak,1,river,stream
Faurenberg,1,hill,elevation
Frankenhausan,4,populated place,populated place
Frantenshof,1,populated place,populated place
Frantigmark,1,populated place,populated place
Frauenstein,1,mountain,elevation
Freiskultensea,1,lake,basin
Fresdorfes Sea,1,lake,basin
Fredterbak,1,river,stream
Freuden-Berg,1,hill,elevation
Freyel,1,mountain,elevation
Freidel Haua,1,hill,elevation
Freiden-Berg,1,hill,elevation
Freidlandes Grota Weisa,1,marsh,marsh
Freidrikshudta,2,populated place,populated place
Freisen-Bak,1,river,stream
Freisenes Warda,1,hill,elevation
Friskes Bruk,1,marsh,marsh
Friskhofsbak,1,river,stream
Fraunhof,5,populated place,populated place
Fraunlau,1,populated place,populated place
Frauseberg,1,hill,elevation
Fromberg,1,hill,elevation
Fronberg,1,hill,elevation
Frodten-Berg,1,hill,elevation
Fukskarspidta,1,mountain,elevation
Fukskaudan,1,mountain,elevation
Furstberg,1,mountain,elevation
Furstenberg,1,mountain,elevation
Furstenkop,1,hill,elevation
Furstkop,1,hill,elevation
Gaartersea,1,lake,basin
Gaaro,1,populated place,populated place
Gald-Berg,1,hill,elevation
Gallenbak,1,river,stream
Gallingleida,1,hill,elevation
Gammelsbak,1,river,stream
Ganerdshausan,1,populated place,populated place
Ganheim,1,populated place,populated place
Gantberg,1,hill,elevation
Gantlin,1,populated place,populated place
Gadtersberg,1,populated place,populated place
Gebenweiles,1,populated place,populated place
Gain,1,populated place,populated place
Gairenska Sea,1,lake,basin
Gaiulfenberg,1,hill,elevation
Geilenberg,1,populated place,populated place
Geilendal,1,valley,depression
Geilsberg,1,hill,elevation
Geisalpen-Horn,1,mountain,elevation
Geiseberg,2,hill,elevation
Geisenberg,2,hill,elevation
Geisenfeldwindan,1,populated place,populated place
Geit-Berg,1,ridge,elevated area
Geit-Buhl,1,hill,elevation
Geitbak,3,river,stream
Geitleida,2,slope,elevation
Geitlersbak,1,river,stream
Geiwidtenbrunnan,1,spring,stream
Geizenburg,1,populated place,populated place
Gelbberg,1,hill,elevation
Gellinghauserbak,1,river,stream
Geld-Kop,1,hill,elevation
Genius-Bank,1,bank,underwater elevation
Genskmas,1,populated place,populated place
Geza-Zwodtan,1,populated place,populated place
Gezabak,1,populated place,populated place
Gezaszell,1,populated place,populated place
Gerdingseida,1,populated place,populated place
Gern-Kop,2,mountain,elevation
Gernkop,1,hill,elevation
Gerdpuhl,1,pond,basin
Gesekes Bak,1,river,stream
Geizaues Berg,1,hill,elevation
Geis-Graban,1,river,stream
Geiseberg,1,hill,elevation
Geiden-Kop,1,hill,elevation
Geidtbeul,1,hill,elevation
Geiven-Bak,1,river,stream
Giggelsberg,1,populated place,populated place
Gildenhall,1,populated place,populated place
Gipsberg,1,hill,elevation
Gidterkop,1,hill,elevation
Gidtersdorp,1,populated place,populated place
Glasertell,1,populated place,populated place
Glasfelderkop,1,mountain,elevation
Gleisen-Berg,1,hill,elevation
Glesk,1,populated place,populated place
Glewidtes Weik,1,inlet,basin
Gleinidtberg,1,hill,elevation
Glinta Bak,1,river,stream
Glockenbak,1,river,stream
Glodtes,1,river,stream
Goberd,1,ridge,elevated area
Godel,1,river,stream
Godensholderweg,1,populated place,populated place
Goggenbak,1,populated place,populated place
Gaulberg,1,hill,elevation
Gauriskstein,1,hill,elevation
Gojac,1,lake,basin
Gold-Brunnan,1,spring,stream
Goldena Weida,1,bog,marsh
Goldenes Strauk,1,hill,elevation
Golidtberg,2,hill,elevation
Gollenberg,1,mountain,elevation
Gollidtbak,1,river,stream
Gollmes Berg,1,hill,elevation
Gollnerberg,1,populated place,populated place
Goltwarderwurp,1,populated place,populated place
Gormin,1,populated place,populated place
Gorrenberg,1,populated place,populated place
Goskenberg,1,hill,elevation
Godternska Hert-Berg,1,hill,elevation
Godtlobs-Berg,1,hill,elevation
Goyadt,1,populated place,populated place
Graben-Berg,1,hill,elevation
Grabersberg,1,hill,elevation
Grafenbak,1,river,stream
Grafenhainkan,1,populated place,populated place
Grafenhausan,2,populated place,populated place
Grafentales-Bak,1,river,stream
Grafendraubakes Bak,1,river,stream
Gramnidtbak,1,river,stream
Gramtowsea,1,pond,basin
Grantines Sea,1,lake,basin
Graskogel,1,hill,elevation
Gratak,2,populated place,populated place
Grauhain,1,mountain,elevation
Gregnidt-Bak,1,river,stream
Greifen-Berg,1,hill,elevation
Greinberg,2,hill,elevation
Gremmin,2,populated place,populated place
Grentaa,1,river,stream
Grentgraban,11,river,stream
Grentpulsnidt,1,river,stream
Greisenbak,1,river,stream
Greiskogel,1,mountain,elevation
Greitelberg,1,ridge,elevated area
Grillabak,1,river,stream
Grimmelsberg,1,hill,elevation
Grimminghausan,2,populated place,populated place
Grindbak,1,river,stream
Grizaina,1,populated place,populated place
Grolokbak,1,river,stream
Groppendorp,1,populated place,populated place
Groptidt,1,populated place,populated place
Grot Fedderwardes,1,populated place,populated place
Grot Furstensea,1,lake,basin
Grot Jaana,1,river,stream
Grot Labentes Sea,1,lake,basin
Grot Liktan Berg,1,mountain,elevation
Grot Margens,1,populated place,populated place
Grot Raddan,1,populated place,populated place
Grot Saubernidt,1,populated place,populated place
Grot Skulenburg,1,populated place,populated place
Grot-Eikan,1,populated place,populated place
Grotbak,3,river,stream
Grotbardau,1,populated place,populated place
Grotdorp,1,populated place,populated place
Grota Blankluk,1,marsh,marsh
Grota Hella,1,marsh,marsh
Grota Lokowes Laaka,1,marsh,marsh
Grota Midtweida,1,river,stream
Grota Muhl,1,river,stream
Grota Aua,1,river,stream
Grota Pyza,1,river,stream
Grota Sknaudes,1,river,stream
Grota Seiders,1,ridge,elevated area
Grota Sosa,1,river,stream
Grotan Bak,1,river,stream
Grotensees,1,populated place,populated place
Grotes Aalerdsberg,1,mountain,elevation
Grotes Arbes,1,mountain,elevation
Grotes Auersberg,1,hill,elevation
Grotes Bladersea,1,pond,basin
Grotes Burgersea,1,lake,basin
Grotes Dollinsea,1,lake,basin
Grotes Eikhorstsea,1,lake,basin
Grotes Emssea,1,lake,basin
Grotes Glasowsea,2,lake,basin
Grotes Gaulenta,1,lake,basin
Grotes Graban,5,river,stream
Grotes Gudenberg,1,mountain,elevation
Grotes Homezik,1,hill,elevation
Grotes Karl,1,hill,elevation
Grotes Keppel-Berg,1,hill,elevation
Grotes Kroden-Berg,1,hill,elevation
Grotes Kudtowsea,1,lake,basin
Grotes Lidskenes Deik,1,pond,basin
Grotes Meisan Berg,1,hill,elevation
Grotes Meisenberg,1,hill,elevation
Grotes Mermel,1,hill,elevation
Grotes Moxaes Deik,1,lake,basin
Grotes Muhlberg,1,hill,elevation
Grotes Mullroses Sea,1,lake,basin
Grotes Niggenberg,1,mountain,elevation
Grotes Okes,1,river,stream
Grotes Perdsberg,1,hill,elevation
Grotes Rotenberg,1,hill,elevation
Grotes Skepelberg,1,hill,elevation
Grotes Speitkop,1,hill,elevation
Grotes Statsea,2,lake,basin
Grotes Waktberg,1,hill,elevation
Grotes Weites Sea,1,lake,basin
Grotes Wostevidtes Deik,1,lake,basin
Grotes Wodig,1,island,island
Grotes Brunselmees,1,marsh,marsh
Grotesaul,1,hill,elevation
Grothauenrain,1,populated place,populated place
Grotsea,1,lake,basin
Grotveikt,1,populated place,populated place
Grodenberg,3,hill,elevation
