name,industry
VITAL AD VRBAS,NOT RELEVANT
APOTEKA VALJEVO,CONSUMER STAPLES
AGRO PRODUKT SRB DOO GOSPODINCI,CONSUMER STAPLES
JP VRBAS GAS VRBAS,UTILITIES
Sakal Ana Ester,NOT RELEVANT
SG NETWORKING DOO BEOGRAD,INDUSTRIALS
PORSCHE PARTNER,CONSUMER DISCRETIONARY
PREDUZECE STRELA DOO KLAJIC,CONSUMER STAPLES
UNICOM TELECOM DOO,INFORMATION TECHNOLOGY
GROUP MATIJEVIC,CONSUMER STAPLES
GOOD FOOD DOO BEOGRAD (VRACAR),CONSUMER STAPLES
AGROCOOP - U STECAJU,CONSUMER STAPLES
NAFTACHEM DOO SREMSKA KAMENICA,INDUSTRIALS
VEMI SUN DOO,UTILITIES
BOEHRINGER INGELHEIM SERBIA DOO BE,HEALTH CARE
COMMUNIS DOO BEOGRAD,COMMUNICATIONS
M I INVESTMENTS DOO,REAL ESTATE
SUBGROUP NECTAR,CONSUMER STAPLES
FLEET PARTNER DOO,INDUSTRIALS
AUTOPROMET DOO,CONSUMER DISCRETIONARY
DANIJELA (BRANKO) BELJANSKI,CONSUMER STAPLES
GROUP BMR,INDUSTRIALS
CANDY RUSH DOO BEOGRAD,CONSUMER STAPLES
LOGO DOO,INDUSTRIALS
GEINARRO DOO VALJEVO,CONSUMER DISCRETIONARY
TRANSAKS DOO,FINANCIALS
DALLAS NAMESTAJ DOO,CONSUMER DISCRETIONARY
GAS-FEROMONT AD STARA PAZOVA,UTILITIES
UNIVERZAL - HOLDING A.D.,NOT RELEVANT
A-G  DINAS 2005 DOO BEOGRAD - U LI,CONSUMER DISCRETIONARY
"PREDUZECE ZA TRGOVINU,POSREDOVANJE",INDUSTRIALS
INTERNATIONAL VIRTUAL OFFICE DOO,CONSUMER STAPLES
ZOP INZENJERING DOO,INDUSTRIALS
TAMNAVAPUT AD,INDUSTRIALS
UNIVERZAL TPM DOO BEOGRAD - U STEC,NOT RELEVANT
LIBERTAS-AGRAR DOO,CONSUMER STAPLES
DUNAV,NOT RELEVANT
LOMAX COMPANY DOO SUBOTICA,NOT RELEVANT
ENERGY NET ONE D.O.O.,INDUSTRIALS
AUTOTRANSPORT DOO KOSTOLAC,INDUSTRIALS
STUDIO M SAVREMENI SISTEMI GRADNJE,INDUSTRIALS
SIMULA D.O.O. NOVI SAD,INFORMATION TECHNOLOGY
ETP D.O.O.,INFORMATION TECHNOLOGY
USLUGA AD B.TOPOLA,CONSUMER STAPLES
AUTO KUCA SEKULIC DOO VETERNIK,CONSUMER DISCRETIONARY
MLINPRODUKT AD ADA,CONSUMER STAPLES
TRGOVINSKO PREDUZECE ALEX INTERNATI,INDUSTRIALS
GATARIC INTERNATIONAL GROUP DOO BEO,CONSUMER DISCRETIONARY
ZORKA PHARMA-HEMIJA DOO SABAC,MATERIALS
PARALELA PLUS D.O.O. BEOGRAD,CONSUMER STAPLES
DIJAMANT AGRAR A.D. ZRENJANIN,CONSUMER STAPLES
SUBGROUP BIGZ,MATERIALS
DOO VELISAVLJEV BOTOS,CONSUMER STAPLES
TARKETT DOO REPUBLIKA SRBIJA PREDST,INDUSTRIALS
KIT COMMERCE DOO BEOGRAD,CONSUMER DISCRETIONARY
UNI CHEM DOO,HEALTH CARE
DELTA CLEANROOM DOO BEOGRAD,INDUSTRIALS
REFOT B DOO BEOGRAD,CONSUMER DISCRETIONARY
ELIXIR ZORKA - MINERALNA DUBRIVA D,MATERIALS
KEOS D.O.O.,CONSUMER DISCRETIONARY
SALAS 024 D.O.O. SUBOTICA,CONSUMER STAPLES
VIATRIS HEALTHCARE D.O.O.,HEALTH CARE
ALCO GROUP HOTELI D.O.O. BEOGRAD,CONSUMER DISCRETIONARY
ASBIS DOO BEOGRAD,INFORMATION TECHNOLOGY
VODA VODA DOO,NOT RELEVANT
DRVOPROMET DOO LESKOVAC U STECAJU,CONSUMER DISCRETIONARY
"BMP AD,HOTEL HYATT",CONSUMER DISCRETIONARY
ZAJACA  RUDNICI I TOPIONICA AD,MATERIALS
PREDUZECE GEM-COMPANY DOO BEOGRAD,INDUSTRIALS
SOULFOOD DOO BEOGRAD,CONSUMER STAPLES
ROBNE KUCE BEOGRAD DOO BEOGRAD,REAL ESTATE
MARKO TRANS CARGO DOO,MATERIALS
VODOVOD I KANALIZACIJA JP GROCKA,UTILITIES
BALKAN CONCEPT DOO BEOGRAD,CONSUMER DISCRETIONARY
INTERFAST DOO BEOGRAD,INDUSTRIALS
BEOHEMIJA DOO,CONSUMER STAPLES
GASTEH DOO INDIJA,INDUSTRIALS
PERASTRA DOO BEOGRAD,CONSUMER STAPLES
GREEN BAY DOO BEOGRAD,REAL ESTATE
ALTIUM INTERNATIONAL D.O.O.,HEALTH CARE
NENAD (VELEMIR) VESKOV,CONSUMER STAPLES
GROUP SANI GROUP,CONSUMER DISCRETIONARY
SIMSPED D.O.O.,INDUSTRIALS
GRINDEX DOO  KIKINDA,INDUSTRIALS
KOMONT DOO BEOGRAD - U PRINUDNOJ L,INDUSTRIALS
ALEKSANDAR HOTEL DOO NOVI SAD,NOT RELEVANT
BIP a.d.,CONSUMER STAPLES
GP MOTORS DOO BEOGRAD - U PRINUDNO,CONSUMER DISCRETIONARY
TRIPLE JUMP DOO BEOGRAD,CONSUMER DISCRETIONARY
ALFA COMMERCE DOO SABAC,INDUSTRIALS
VETFARM AD BEOGRAD - U STECAJU,NOT RELEVANT
"S&B CONCRETE DOO BEOGRAD, ZEMUN",INDUSTRIALS
JKP VODOVOD I KANALIZACIJA,UTILITIES
SIEMENS IT SOLUTIONS AND SERVICES,NOT RELEVANT
GROUP FARMEKS,HEALTH CARE
GROUP PROGRES,INDUSTRIALS
DOO AQUA PROMET JAGODINA,INDUSTRIALS
Subgroup e& PPF Telecom Group,COMMUNICATIONS
PIP FOOD GROUP DOO,CONSUMER STAPLES
PDV INZENJERING DOO VALJEVO-POPUCK,INDUSTRIALS
DOO MSJ,CONSUMER STAPLES
GROUP VEGA,HEALTH CARE
FRU COM PLUS DOO,CONSUMER STAPLES
DIGITRON IST D.O.O. BEOGRAD,INDUSTRIALS
QUADRA PACK DOO BEOGRAD,MATERIALS
GROUP PARALELA,NOT RELEVANT
PP BRO ZIVA D.O.O.,NOT RELEVANT
DRUSTVENO PREDUZECE ZA LINIJSKI I T,NOT RELEVANT
DOO POLO VRSAC - U STECAJU,HEALTH CARE
DAREX D.O.O.,CONSUMER DISCRETIONARY
DIRECT MEDIA A.D.,NOT RELEVANT
NICCO AGRAR DOO,CONSUMER STAPLES
"POPADIC KOMERC DOO,KRAGUJEVAC",CONSUMER STAPLES
AGROZENIT ZZ,NOT RELEVANT
SET DOO SABAC,INDUSTRIALS
DOO AGROSOJ PLUS,CONSUMER STAPLES
LLOYD S REGISTER D.O.O. BEOGRA,INDUSTRIALS
ELKOK AD KOSJERIC,INDUSTRIALS
AKVAPAN INZENJERING DOO VRANICI,INDUSTRIALS
GAS INVEST DOO BEOGRAD,INDUSTRIALS
LUPO FASHION DOO BEOGRAD,CONSUMER DISCRETIONARY
BALKAN PLASTICS COMPANY DOO,INDUSTRIALS
GRAMPER D.O.O.,INDUSTRIALS
TIMAC AGRO BALKANS DOO NOVI SAD,MATERIALS
MAXIM MEDIA DOO BEOGRAD,COMMUNICATIONS
UNIFIEDPOST D.O.O.,INDUSTRIALS
SUN & DUN.A.V.,INDUSTRIALS
GROUP JOVANOVIC,INDUSTRIALS
STIL D.O.O. ZRENJANIN,CONSUMER DISCRETIONARY
MIVEX LOGISTICS DOO CACAK,INDUSTRIALS
ATAK INSAAT 2020 KRUSEVAC,INDUSTRIALS
ABELA PHARM DOO BEOGRAD,HEALTH CARE
A SPORT DD,CONSUMER DISCRETIONARY
SOMBOLED AD ZA PROIZVODNJU I PRERAD,CONSUMER STAPLES
GROUP KONSING,NOT RELEVANT
GRADI-TEL DOO SARBANOVAC BOR,ENERGY
GROUP TINA 2000 DOO,CONSUMER DISCRETIONARY
BEOKOM DOO BEOGRAD,CONSUMER DISCRETIONARY
PREDUZECE ZA PROVIZVODNJU PROMET I,NOT RELEVANT
INTERNATIONAL TRADE SYSTEM DOO,HEALTH CARE
KIJEVO DOO BEOGRAD,MATERIALS
DOLEX  DOO SABAC,INDUSTRIALS
GROUP MONTING-GROUP SP,INDUSTRIALS
METALAC BOJLER,CONSUMER DISCRETIONARY
PERNOD RICARD SRBIJA DOO,CONSUMER STAPLES
GROUP GREDA,REAL ESTATE
NARUTO DOO,REAL ESTATE
DOO  FOTOS CREPAJA,CONSUMER STAPLES
BOSAL DOO ZEMUN,INDUSTRIALS
FREY SERVICES DOO BEOGRAD,INDUSTRIALS
BIOCELL HOSPITAL OPSTA BOLNICA,HEALTH CARE
KRISTINA KARAJOVIC PR MPK-ALATNICA,INDUSTRIALS
ELBRACO GROUP DOO APATIN,CONSUMER DISCRETIONARY
EGAL STEEL DOO,INDUSTRIALS
AMICUS SRB DOO BEOGRAD,HEALTH CARE
AMAN RENT A CAR DOO BEOGRAD,FINANCIALS
MD INTERNATIONAL INVEST DOO,CONSUMER DISCRETIONARY
ALFA GLASS DOO,INDUSTRIALS
FSU AD,INDUSTRIALS
LUKA BEOGRAD AD BEOGRAD,INDUSTRIALS
TRIGRANIT DOO BEOGRAD U LIKVIDACIJ,NOT RELEVANT
GROUP CETNIK,INDUSTRIALS
