name,industry
OOO ESTETIKA POSUDY,CONSUMER DISCRETIONARY
J.S.C. ENERPRED,INDUSTRIALS
GROUP TOLEDO,INDUSTRIALS
KOMBIS OOO,CONSUMER STAPLES
GROUP DENTRO,INDUSTRIALS
SIGMA OOO,CONSUMER STAPLES
Samusskiy SSRZ Ltd,INDUSTRIALS
OOO KARAT,CONSUMER STAPLES
ILEC BL GROUP LLC,INDUSTRIALS
IZOL OOO,FINANCIALS
TD LKP OOO,MATERIALS
SCCC OOO,CONSUMER DISCRETIONARY
BIRYUZA OOO,CONSUMER STAPLES
GROUP ZEMLYAKOFF,MATERIALS
PETROMASHSERVICE OOO,CONSUMER DISCRETIONARY
NK NEFTISA OAO,ENERGY
KANTOROV EVGENII EDUARDOVICH (IP),CONSUMER DISCRETIONARY
PROF MEDIA,CONSUMER DISCRETIONARY
PIPE TRANSPORT COMPANY OOO,INDUSTRIALS
PJSC PIK SHB,NOT RELEVANT
OOO GEKSA LOGISTIK,NOT RELEVANT
SIBNEFTEKHIMTREID OOO,ENERGY
URALKRAN OOO,INDUSTRIALS
BUMFA GROUP OOO,CONSUMER STAPLES
PROMTEKHNOEYKO-SERVIS OBSHCHESTVO,INDUSTRIALS
SIGOR LLC,HEALTH CARE
EUROCHEM GLOBAL INVESTMENTS LIMIT,MATERIALS
ALKO-BREYND OOO,CONSUMER STAPLES
GROUP OMEGA TRUCK,INDUSTRIALS
MDM-LAIT,INDUSTRIALS
INTERPROM OOO,CONSUMER DISCRETIONARY
ROSTMASTER OOO,CONSUMER DISCRETIONARY
LLC Borjomi Finance,FINANCIALS
ORGTEKHSTROY OOO,NOT RELEVANT
JSC TIKO-PLASTIC,NOT RELEVANT
OOO TORGOVYI DOM GORIZONT,CONSUMER DISCRETIONARY
OOO IRBIS KAPITAL,INDUSTRIALS
OOO EK BEZMENOVSKI,CONSUMER STAPLES
OST-REALITI OOO,INDUSTRIALS
KULTURNYI TSENTR ELEKTRONIKA OOO,CONSUMER STAPLES
AO TYUMEN'TEL,INDUSTRIALS
SKATT OOO,CONSUMER DISCRETIONARY
KAREL'SKAYA INVESTITSIONNAYA KOMP,FINANCIALS
JSC OFS RUS FOCC,INDUSTRIALS
OOO STK KHOLDING,INDUSTRIALS
OAO OBORONSNABSBYT,NOT RELEVANT
FESCO OCEAN MANAGEMENT LIMITED,INDUSTRIALS
ENERGOSTROIPOSTAVKA ZAO,INDUSTRIALS
PKP ARSENAL - L.T.D. OOO,CONSUMER DISCRETIONARY
LTD ABC,INDUSTRIALS
GROUP VKUSVILL,CONSUMER STAPLES
FACILITY SERVICES RUS,INDUSTRIALS
GROUP TD AVTOMIR,ENERGY
GSK RED TRIANGLE CO.LTD,MATERIALS
SUBGROUP KRAFTTRANS RUS,INDUSTRIALS
ZAVOD SPETSIALNOI TEKHNIKI AO,INDUSTRIALS
WoodStock Co,CONSUMER DISCRETIONARY
OOO ZUM,MATERIALS
AEROFIRST ZAO,CONSUMER DISCRETIONARY
GROUP BOVID,INDUSTRIALS
NUZ KDTS POLIKLINIKA NA POLYANKE,HEALTH CARE
Mail.ru Finance LLC,INFORMATION TECHNOLOGY
NewTech Services LLC,ENERGY
GROUP KATREN,HEALTH CARE
OOO YANDEKS DTS NN,INFORMATION TECHNOLOGY
AIS Russia LLC,INDUSTRIALS
InSport Pro Co,CONSUMER DISCRETIONARY
VF SERVICES LLC,INDUSTRIALS
OOO SZ DAR,REAL ESTATE
DIADAR AO,CONSUMER STAPLES
GROUP MC Brothers,HEALTH CARE
MARMA-CENTER LLC,CONSUMER DISCRETIONARY
MTK AK BARS,CONSUMER STAPLES
NEFTEGASLEASING LLC,ENERGY
PA GUARANTEE LLC,INDUSTRIALS
LLC TD Zerno Zavolzhya,CONSUMER STAPLES
INTERFEED,CONSUMER STAPLES
YUKMP OOO,CONSUMER STAPLES
TOSAF RUS LTD.,MATERIALS
GROUP AK VNZM,INDUSTRIALS
GROUP T-PLATFORMS,INFORMATION TECHNOLOGY
OOO CHOP AVANGARD,INDUSTRIALS
STELLA CITY RETAIL OOO,CONSUMER DISCRETIONARY
Quantum,COMMUNICATIONS
OOO YANDEKS PLYUS,INFORMATION TECHNOLOGY
ORIONTRANS,INDUSTRIALS
ALMAZ OOO,MATERIALS
DORTRANS OOO,INDUSTRIALS
CHISHMINSKOE JSC,CONSUMER STAPLES
KTSSR OOO,HEALTH CARE
GROUP NEFTEKHIM-EKSPERT,MATERIALS
Gazprom export LLC,ENERGY
GROUP LUIDOR-SERVICE,CONSUMER DISCRETIONARY
SOPHARMA RUS LLC,HEALTH CARE
LLC DONBAI AGRO,CONSUMER STAPLES
PF ASM-MODUL' OOO,CONSUMER DISCRETIONARY
LeanGroup-Ural LLC,CONSUMER STAPLES
POZHNEFTEKHIM-DETAL OOO,INDUSTRIALS
CargoModul LLC,INDUSTRIALS
Open Joint-Stock Company Suksun O,INDUSTRIALS
RRM LLC,CONSUMER STAPLES
NPP TRASSIR LLC,INDUSTRIALS
LLC Brand Street,CONSUMER DISCRETIONARY
BOLSHIE IZBISHI JSC,CONSUMER STAPLES
OJSC Lebedyanskiy Sugar Factory,CONSUMER STAPLES
F.A. LOGISTIK LTD.,CONSUMER DISCRETIONARY
LENGIPROTRANS OAO,NOT RELEVANT
ZARECHE OOO,INDUSTRIALS
NKMZ-ST Ltd,ENERGY
OAO KAMENSKIY NEFTEPEREGONNIY ZAV,ENERGY
RIPOL Classic Publishing Group,CONSUMER DISCRETIONARY
SPETSENERGOTEKHNIKA OOO,NOT RELEVANT
SERVICE MANAGEMENT OOO,NOT RELEVANT
VEYD YUG BROKER OOO,INDUSTRIALS
AGROKOMPLEKT OAO,MATERIALS
TEKHKONSUR OOO,INFORMATION TECHNOLOGY
OOO MOLOKO ZAURAL'YA,CONSUMER STAPLES
InterMediaGroup Limited Liability C,CONSUMER DISCRETIONARY
BASHNEFTEGEOFIZIKA,ENERGY
Great Foods Inc.,CONSUMER STAPLES
PJSC KOKS,MATERIALS
SAINT-GOBAIN DESJONQUERES,NOT RELEVANT
KHUBERGRUP RUS LLC,NOT RELEVANT
PLASTIMA OOO,MATERIALS
GEDON-AVTO OOO,CONSUMER DISCRETIONARY
LIONGLOBAL OOO,CONSUMER DISCRETIONARY
KDTS POLIKLINIKA.RU OOO,HEALTH CARE
PROMTEKH OOO,HEALTH CARE
AO LHK Cherepovetsles,MATERIALS
Elesy Automation Plant Limited co,INFORMATION TECHNOLOGY
GROUP PRESSMASH TD,INDUSTRIALS
OOO ENTERIJER RUS,INDUSTRIALS
GROUP SITNO,CONSUMER STAPLES
NORD AO,NOT RELEVANT
PROMETEI,CONSUMER STAPLES
CLAAS VOSTOK OOO,INDUSTRIALS
PRIORITET OOO,INDUSTRIALS
EYKSIMILK OOO,CONSUMER STAPLES
RUSSINTEGRAL INZHINIRING OOO,ENERGY
SIBERIAN COAL ENERGY COMPANY JSC,ENERGY
OOO KMK,INDUSTRIALS
KRASNOYARSKOE MONTAZHNOE UPRAVLEN,INDUSTRIALS
Yandex DC Kaluga LLC,INFORMATION TECHNOLOGY
KUZNETSOV I.V. IEN,CONSUMER STAPLES
JSC GOLD OF NORTHERN URALS,MATERIALS
DOMOSTROITELNIY KONBINAT AO,INDUSTRIALS
FIRMA AGROKOMPLEKS IM. N.I. TKACH,CONSUMER STAPLES
ENGS LLC,ENERGY
OOO MARKA I K,CONSUMER STAPLES
GROUP Hladoprodukt,CONSUMER STAPLES
GROUP ALLORO,CONSUMER DISCRETIONARY
872373,NOT RELEVANT
MBK OOO,MATERIALS
LLC EURASIA TRADING,CONSUMER STAPLES
GROUP TNS-EYLEKTRO,INDUSTRIALS
Group INTERRAO,UTILITIES
GROUP X5 RETAIL,CONSUMER STAPLES
NTTS PRIVODNAYA TEKHNIKA OOO,INDUSTRIALS
OOO PROMONT,INDUSTRIALS
OOO MASTER DISTRIBYUTOR,REAL ESTATE
SILA LESA OOO,CONSUMER STAPLES
LEAN GROUP RUS LTD,CONSUMER STAPLES
Kuchenland Home Rus JSC,CONSUMER DISCRETIONARY
OOO EYLVIS-RS,CONSUMER DISCRETIONARY
LPKH SIYANIE OOO,MATERIALS
STAL'TRANS OOO,MATERIALS
Greiner Packaging System OOO,MATERIALS
PRIORITET AGRO OOO,MATERIALS
PJSC Krasnoyarskenergosbyt,UTILITIES
BARANOVA VERA ANATOL'EVNA (IP),CONSUMER DISCRETIONARY
ALEISKZERNOPRODUKT IM.S.N.STAROVO,CONSUMER STAPLES
OOO YUSS,CONSUMER STAPLES
PROMKHIMPERM' OOO,MATERIALS
JSC I-TECO,INFORMATION TECHNOLOGY
LLC Egida+,CONSUMER DISCRETIONARY
IEN GREBENYUK OLGA ANDREEVNA,CONSUMER DISCRETIONARY
LLC Chaika Moscow-city,HEALTH CARE
ANT YAPI SANAYI VE TICARET ANONIM,INDUSTRIALS
A-PARK LLC,REAL ESTATE
LLC TK SMART,CONSUMER STAPLES
GROUP Polymedia,INFORMATION TECHNOLOGY
BSS Company Limited,HEALTH CARE
AS FINANS OOO,FINANCIALS
TPK Pozhneftekhim,INDUSTRIALS
Technogroup Joint stock company,INDUSTRIALS
IBS Expertise,INFORMATION TECHNOLOGY
LLC Ekspress-Kuban,CONSUMER STAPLES
GORENY BT,CONSUMER DISCRETIONARY
REGION 25 OOO,CONSUMER DISCRETIONARY
LIMITED LIABILITY COMPANY M.P.A.,HEALTH CARE
EDDA OOO,CONSUMER STAPLES
KMPU 7 OOO,INDUSTRIALS
PERVYI SHOKOLAT'E OOO,CONSUMER STAPLES
ELKAB-KZ AO,INDUSTRIALS
SEVERLES OOO,MATERIALS
Joint Stock Company R-Pharm,HEALTH CARE
LLC Vista Line,MATERIALS
GROUP YANDEX,INFORMATION TECHNOLOGY
DENTRO,INDUSTRIALS
PREDPRIYATIE STROIKOMPLEKT LLC,NOT RELEVANT
GROUP MEDIA INSTINCT,CONSUMER DISCRETIONARY
KVADRO OOO,CONSUMER STAPLES
TORGOVYI DOM VKT OOO,CONSUMER STAPLES
STROYMEHANIZACIYA-ODIN ZAO,NOT RELEVANT
LETYAGIN ALEKSEI VLADIMIROVICH IP,CONSUMER DISCRETIONARY
STROITELNAYA KOMPANIYA TEKHINZHST,INDUSTRIALS
NPO GIDROMASH OAO,NOT RELEVANT
OOO PRIDONKHIMSTROI IZVEST',MATERIALS
OOO Interpolis,UTILITIES
SOGLASIE OOO,CONSUMER STAPLES
VETSNAB OOO,CONSUMER STAPLES
RM-LOGISTIC OOO,NOT RELEVANT
RBC PJSC,COMMUNICATIONS
AXSEL GROUP LLC,CONSUMER DISCRETIONARY
ELECTROCONTACT,INDUSTRIALS
OOO STROIKRAFT,INDUSTRIALS
GROUP WILSI,MATERIALS
GROUP SLAVYANKA,CONSUMER STAPLES
UPRAVLYAYUSCHAYA COMPANIYA TORGOVI,NOT RELEVANT
REGIONAL'NAYA PRODOVOL'STVENNAYA,CONSUMER STAPLES
GROUP TIS,INDUSTRIALS
GORIZONT OOO,CONSUMER DISCRETIONARY
NEFTEMASHSTROY,ENERGY
AP LLC,INDUSTRIALS
POLES'E OOO,CONSUMER DISCRETIONARY
GROUP TRAEKTORIYA-SERVIS,ENERGY
VIKTORCO MEGAKOMPLEX NA MOSKOVSKO,FINANCIALS
OOO MIEL,INDUSTRIALS
DENKO MSK OOO,CONSUMER DISCRETIONARY
ZAO PRIME GROUP,CONSUMER DISCRETIONARY
KMZ LLC,INDUSTRIALS
CF EXPERT-CABLE LLC,INDUSTRIALS
DIASOFT OOO,INFORMATION TECHNOLOGY
GROUP CENTROBUV,CONSUMER DISCRETIONARY
KHISMATULLIN RAIL' GABDULKHAKOVIC,HEALTH CARE
GROUP TENTORIUM,CONSUMER STAPLES
BITUNOVA LLC,MATERIALS
OOO IPM,ENERGY
PRAKTIKA OOO,INDUSTRIALS
AGIO RUS OOO,HEALTH CARE
Group STA,INDUSTRIALS
PTR-NEFTEPRODUKT OOO,ENERGY
CASTING-EXTRUSION PLANT SEGAL LIMIT,INDUSTRIALS
KROKMART-MSK OOO,CONSUMER DISCRETIONARY
JOINT STOCK COMPANY ALUMINIUM ALL,MATERIALS
MAMRUKO OOO,CONSUMER STAPLES
KRKA FARMA LLC,HEALTH CARE
OOO SATURN,CONSUMER STAPLES
SUBGROUP Russkii khleb,CONSUMER STAPLES
PROMETEI OOO,CONSUMER STAPLES
KADET,CONSUMER STAPLES
OOO EYTS-EYSTEIT,INDUSTRIALS
Queisser Pharma LLC,HEALTH CARE
MIKROTENZOR OOO,INFORMATION TECHNOLOGY
AO AZPT,ENERGY
Group Astoria Cosmetic,CONSUMER STAPLES
OPKH SOLYANSKOE OOO,CONSUMER STAPLES
GROUP MEGAPOLIS,CONSUMER STAPLES
GROUP KRIPTON,CONSUMER STAPLES
DTS ARMADA-ZAPA OOO,CONSUMER DISCRETIONARY
OOO ROSGAZ,ENERGY
Selena Vostok LLC,CONSUMER DISCRETIONARY
GROUP TEKHNOMED,HEALTH CARE
Coffee House HORS' Limited Liabil,CONSUMER STAPLES
GROUP BASHKIRSKII SAKHAR,CONSUMER STAPLES
OOO NPF MATERIA MEDICA HOLDING,HEALTH CARE
GROUP FRESH FROST TRANS,INDUSTRIALS
LLC Distributor Company GIG,CONSUMER DISCRETIONARY
JSC KENPO,INDUSTRIALS
SEDMOI ETAZH OOO,CONSUMER DISCRETIONARY
BACARDI RUS LLC,CONSUMER STAPLES
LLC NOK Trading House,MATERIALS
Garant Intermodal Ltd,INDUSTRIALS
LSR.ZHELEZOBETON - SEVERO-ZAPAD O,NOT RELEVANT
TC AXIS LTD. CO.,INDUSTRIALS
RIH,NOT RELEVANT
RIVIERA OOO,NOT RELEVANT
IEN GAVRILOVSKIY ANDREY NIKOLAEVICH,FINANCIALS
VOSTOKRITEILGRUPP,CONSUMER STAPLES
I.T.I. ZAO,MATERIALS
TZRO OOO,CONSUMER DISCRETIONARY
ROSTOVTOPPROM OAO,ENERGY
KOMPANIYA LK OOO,FINANCIALS
Prioritet-Vostok Ltd,MATERIALS
GROUP CHZMK,MATERIALS
EVRAZIISKII ALMAZNYI TSENTR,INDUSTRIALS
PRODSNABALTAI OOO,CONSUMER STAPLES
VECTOR OOO,NOT RELEVANT
PHARMACLUB Ltd,HEALTH CARE
STROITRANSMARKET,CONSUMER STAPLES
VOLGA-PLAST OOO,NOT RELEVANT
ELARA OOO,CONSUMER DISCRETIONARY
SAS INSTITUTE LLC,INFORMATION TECHNOLOGY
GROUP Maison Dellos,CONSUMER DISCRETIONARY
V-LAZER LLC,CONSUMER DISCRETIONARY
AVTO-KHIMICHESKAYA KOMPANIYA OOO,CONSUMER DISCRETIONARY
OOO IMPUL'S,CONSUMER STAPLES
IEN GERASIMOV VLADIMIR MIKHAILOVICH,ENERGY
LLC Selo Zelenoe Holding,CONSUMER STAPLES
GROUP Industrial Metallurgical,MATERIALS
PERESVET-INVEST ZAO,NOT RELEVANT
SIGMA TECHNOLOGIES OOO,NOT RELEVANT
KHAY-TEK MEDIA SISTEMS OOO,INFORMATION TECHNOLOGY
SUBGROUP Alantis,CONSUMER STAPLES
ZAVOD START OAO,INDUSTRIALS
GENSER YASENEVO OOO,NOT RELEVANT
GROUP SBT,INDUSTRIALS
ZAO CHELYABKRANSBYT,INDUSTRIALS
LEKOMED OOO,CONSUMER STAPLES
KURGANKHIMMASH,ENERGY
VETMARKET OOO,HEALTH CARE
DORSTROI 32 OOO,INDUSTRIALS
OOO NARODNYY MAGAZIN,CONSUMER STAPLES
GROUP ARS,CONSUMER DISCRETIONARY
SHAMSA-KHOLDING OOO,REAL ESTATE
Standartpark Kazan LLC,INDUSTRIALS
VATERKOM OOO,CONSUMER DISCRETIONARY
IEN LUKYANOV ANDREI SERGEEVICH,CONSUMER STAPLES
TD KVARTA-STEEL LTD,MATERIALS
SAARGUMMI-RUSSLAND LLC,MATERIALS
GROUP MEGAPACK,CONSUMER STAPLES
SOTERRA ENGINEERING LLC,INDUSTRIALS
Nowada LLC,ENERGY
TFD BROK-INVEST-SERVIS I K ZAO,MATERIALS
TECHNOKERAMIKA LTD,INDUSTRIALS
VNIIBT-Drilling tools Ltd,ENERGY
GROUP MOLOCHIY KIT,CONSUMER STAPLES
JSC Gotek North-West,MATERIALS
GROUP FERTIKA,MATERIALS
IEN SHIRSHOVA ALVART,CONSUMER STAPLES
MYMMA GROUP JSC,CONSUMER DISCRETIONARY
TEHNOLOGII PERERABOTKI LLC,CONSUMER STAPLES
MRC Ltd,INDUSTRIALS
XIAOMI LLC,CONSUMER DISCRETIONARY
MEDUNITSA OOO,CONSUMER STAPLES
TVOE LIMITED LIABILITY COMPANY,CONSUMER DISCRETIONARY
LLC PARMALOGIKA,INFORMATION TECHNOLOGY
AGRO L.T.D. OOO,CONSUMER STAPLES
KANTAL'-OMK OOO,CONSUMER STAPLES
POLITECHEM LLC,INDUSTRIALS
SOPOLIMERPROM OOO,MATERIALS
TD GLOBAL KEMIKALS OOO,MATERIALS
ASTARI LTD,INDUSTRIALS
JSC RPT,CONSUMER DISCRETIONARY
MLK OOO,CONSUMER STAPLES
LLC Rostov broiler,CONSUMER STAPLES
ECO-BALT JSC,CONSUMER DISCRETIONARY
RUSKOM-AGRO OOO,CONSUMER STAPLES
SNABTEKHMET-MOSKVA OOO,INDUSTRIALS
AO VEKTOR,REAL ESTATE
TNK LUBRICANTS OOO,NOT RELEVANT
OOO SK UKS KAMENSKSTROI,INDUSTRIALS
MiraxBioPharma Joint Stock Company,HEALTH CARE
AKTSIONERNOE OBSHCHESTVO DAL'TIMB,INDUSTRIALS
SAMARSKAYA SETEVAYA KOMPANY,UTILITIES
BRATSKY ZAVOD FERROSPLAVOV OOO,MATERIALS
STRELITSIYA OBSHCHESTVO S OGRANIC,CONSUMER STAPLES
LLC MGTT,INDUSTRIALS
ALTAIR OOO,HEALTH CARE
TOZMA-MOTORS LIMITED LIABILITY,CONSUMER DISCRETIONARY
GROUP CHERNOGLAZOVSKIE MELNITS,CONSUMER STAPLES
JSC RICHMONT TRANSPORTATION SERVI,NOT RELEVANT
FARMPROEKT,HEALTH CARE
EYSKK OOO,UTILITIES
YARFARMA TSENTR OOO,HEALTH CARE
DIO LOGISTIK,INDUSTRIALS
POWER INTERNATIONAL-TYRES LLC,CONSUMER DISCRETIONARY
RUMATA OOO,NOT RELEVANT
UFSK MOST ZAO,INDUSTRIALS
SUBGROUP WIMM-BILL-DANN,CONSUMER STAPLES
MEDOVYI DOM,CONSUMER STAPLES
FLORIN TRADE HOUSE OOO,CONSUMER STAPLES
KVY CAPITAL GROUP LTD,INFORMATION TECHNOLOGY
KONTAKT-S OOO,ENERGY
FRESH-K OOO,CONSUMER DISCRETIONARY
OOO AFD,MATERIALS
METIDA-OPT,CONSUMER DISCRETIONARY
TPCH-LOGISTIK OOO,INDUSTRIALS
CENTROPOLYMER LLC,MATERIALS
SVERDLOVSKAYA ENERGOGATHOVAYA,UTILITIES
GROUP Intermetgrup,MATERIALS
GROUP METCHIV,MATERIALS
GROUP PODOROZHNIK,CONSUMER DISCRETIONARY
AO PROEKTNO-STROITELNOE OBEDINENI,INDUSTRIALS
GROUP KARAT,MATERIALS
Forklifttrucks LLC,INDUSTRIALS
URAL-PRESS IRKUTSK OOO,INDUSTRIALS
AVTOVIRAZH,CONSUMER STAPLES
GROUP KOROS,MATERIALS
ZARUBEZHNEFT-production Kharyaga LL,ENERGY
OOO MPK,CONSUMER STAPLES
Avers Techno Co.Ltd.,CONSUMER STAPLES
URALSOFT INSTITUT PROEKTIROVANIYA,INDUSTRIALS
TD CHELNY-KHLEB OOO,CONSUMER STAPLES
LLC Polycom,MATERIALS
NIPPON EXPRESS (RUSSIA) LIMITED LIA,INDUSTRIALS
NOGINSKOE PPZHT,INDUSTRIALS
First LTD,CONSUMER STAPLES
LLC SANAM PRO,CONSUMER STAPLES
KRIVSKOE OOO,CONSUMER STAPLES
AVTOKOMBINAT 7 OOO,INDUSTRIALS
SHVAKINSKY LIMESTONE LLC,MATERIALS
NOVOE POLE,CONSUMER STAPLES
LLC Drugs Technology,HEALTH CARE
MS Bio LLC,CONSUMER STAPLES
SUBGROUP APTEKA KLASSIKA FARM,CONSUMER STAPLES
FORDA LTD,CONSUMER DISCRETIONARY
PRINTSIP-T OOO,CONSUMER DISCRETIONARY
LLC DRB RUS,CONSUMER DISCRETIONARY
OOO Alev-Trans,INDUSTRIALS
LLC REDMADROBOT INNOVATIONS,INFORMATION TECHNOLOGY
PMK,INDUSTRIALS
WONE HOTELS LLC,CONSUMER DISCRETIONARY
BLAGO-VERKHNYAYA KHAVA LLC,CONSUMER STAPLES
Konik Ltd,CONSUMER DISCRETIONARY
ATR LLC,CONSUMER STAPLES
GROUP GRANDFAYANS,CONSUMER DISCRETIONARY
LIMITED LIABILITY COMPANY BUSINES,CONSUMER DISCRETIONARY
GROUP DEFA,CONSUMER STAPLES
MMC NORILSK NICKEL PJSC,MATERIALS
OBUKHOVSKII MYASOKOMBINAT OOO,CONSUMER STAPLES
NIPK Electron Co,HEALTH CARE
GOSPITAL'-INTENSIV OOO,HEALTH CARE
FETA JSC,INDUSTRIALS
DELTA SOLUTIONS,INFORMATION TECHNOLOGY
OPEN TECHNOLOGIES LLC,INFORMATION TECHNOLOGY
LLC CLT,INDUSTRIALS
SOTOVYI MIR OOO,CONSUMER DISCRETIONARY
FRANC GARDINER RUSSIA Ltd,CONSUMER DISCRETIONARY
TRADING COMPANY ARTLIFE LIMITED,HEALTH CARE
FABRIKA OBUVI OOO,CONSUMER DISCRETIONARY
GROUP RENNA,CONSUMER STAPLES
INICO LLC,CONSUMER DISCRETIONARY
VESTERN TORGOVYI DOM OOO,CONSUMER DISCRETIONARY
AGRO-ROST LLC,CONSUMER STAPLES
ZEMLYA KUBANI,CONSUMER STAPLES
PKP RTK NAO,INDUSTRIALS
DEAL-AUTO OOO,NOT RELEVANT
URALSKAYA UPAKOVOCHNAYA KOMPANY,NOT RELEVANT
JOINT STOCK COMPANY TNS ENERGO KA,NOT RELEVANT
OOO FOSAGRO-DON,MATERIALS
KORP SOFT AO,INFORMATION TECHNOLOGY
KANZBURO OOO,NOT RELEVANT
YADROMA OOO,NOT RELEVANT
BASHVTORMET OAO,NOT RELEVANT
ENGINEERING OOO,MATERIALS
NOJ OOO,NOT RELEVANT
KORSHYNOV MINING PLANT PUBLIC JOI,MATERIALS
KEMIBRIDZH,MATERIALS
SHL PLASTICS LTD OOO,NOT RELEVANT
MOSPROMSTROY ZAO,INDUSTRIALS
URAL'SKII-1 OOO,NOT RELEVANT
KONSERV-TREID OOO,MATERIALS
GROUP AVT,CONSUMER DISCRETIONARY
TECHNOSPORT OOO,NOT RELEVANT
CHELYABINSKIY,CONSUMER STAPLES
SKM MEBEL OOO,CONSUMER DISCRETIONARY
TDS-RITEIL,INDUSTRIALS
GROUP TEKHNOSTIL,INDUSTRIALS
Fiera Trading,CONSUMER DISCRETIONARY
PROMYSHLENNAYA TEKHNOLOGIYA OOO,CONSUMER STAPLES
Rostik Investment Group Inc.,NOT RELEVANT
GROUP SibInvestEnergo,ENERGY
RUSNANO,INDUSTRIALS
RUSSKY DOM OOO,NOT RELEVANT
KBK OOO,MATERIALS
ZAVOD GORNOGO KREPLENIYA OOO,INDUSTRIALS
JOINT-STOCK COMPANY AziaTransRail,INDUSTRIALS
NOVYE TEKHNOLOGII OOO,ENERGY
RAKURS OOO,CONSUMER STAPLES
AURA POSUDY OOO,CONSUMER DISCRETIONARY
LLC NEARMEDIC PHARMA,HEALTH CARE
VINIMPEX OOO,CONSUMER STAPLES
IZDATEL'SKO-POLIGRAFICHESKOE PRED,REAL ESTATE
SUBGROUP RASPADSKAYA,MATERIALS
ATRIUM INVEST OOO,UTILITIES
