name,frequency,place_type,place_category
Arkhoti,2,pass,depression
Arsha,1,populated place,populated place
Artseula,1,river,stream
Artsivistsveri,1,mountain,elevation
Arzi,1,mountain,elevation
Askhis-Tskali,1,river,stream
Askìs-Tskali,1,river,stream
Asmasi,1,glacier,glacier
Aspara,1,populated place,populated place
Asuretis-Khevi,1,river,stream
Atcharistskali,1,river,stream
Atnokhi,1,populated place,populated place
Atsriskhevi,1,populated place,populated place
Atsunta,1,pass,depression
Avdzhikvara,1,river,stream
Ayazmi,1,populated place,populated place
Azavreti,1,populated place,populated place
Babi,1,populated place,populated place
Babkhiskhevi,1,populated place,populated place
Bachakhi,1,mountain,elevation
Bai-Khevi,1,river,stream
Bajiti,1,populated place,populated place
Bak’o,1,populated place,populated place
Bakhani,1,populated place,populated place
Bakhurkhevi,1,river,stream
Bakhvis-Tskali,1,river,stream
Bakhvists’q’ali,1,river,stream
Bakkhiya,1,populated place,populated place
Bakur-Khevi,1,river,stream
Bakurkhevi,1,populated place,populated place
Balka Shinoskhevi,1,gorge,depression
Banchueti,1,populated place,populated place
Bandza,1,populated place,populated place
Baniskhevi,1,river,stream
Banodzha,1,populated place,populated place
Banura,1,river,stream
Barbalo,1,mountain,elevation
Bardnala,1,populated place,populated place
Bartskha,1,river,stream
Bashkabsara,1,mountain,elevation
Bashkara,1,mountain,elevation
Bashkicheti,1,populated place,populated place
Bassa,1,pass,depression
Baydara,1,river,stream
Bazaleti,1,lake,basin
Beburiani,1,populated place,populated place
Bedeni,1,mountain,elevation
Bedoni,1,populated place,populated place
Beitarapchi,1,populated place,populated place
Benian-Begoni,1,populated place,populated place
Berg Gwandro,1,mountain,elevation
Berkhevi,1,river,stream
Bersheula,1,river,stream
Berta-Mta,1,mountain,elevation
Bertak’ari,1,populated place,populated place
Bestauti,1,mountain,elevation
Betsentsurebi,1,populated place,populated place
Bezhanidni,1,mountain,elevation
Bezhano,1,populated place,populated place
Bezhira,1,ridge,elevated area
Bezonis-Tskali,1,river,stream
Bikariskhevi,1,river,stream
Bilkhevi,1,river,stream
Bilyuneti,1,mountain,elevation
Bilyurta,1,mountain,elevation
Bindilaruta,1,populated place,populated place
Biningour-Kari,1,populated place,populated place
Bobinaskhevi,1,river,stream
Bod Ureshi,1,mountains,elevated area
Bodaviskhevi,1,river,stream
Boga,1,populated place,populated place
Bogila,1,river,stream
Bogovatchosgele,1,pass,depression
Bogreshi,1,populated place,populated place
Bokhurstou,1,ridge,elevated area
Bokoris Khevi,1,river,stream
Bokostskali,1,river,stream
Boltsa,1,river,stream
Bonodzha,1,populated place,populated place
Borocha,1,mountain,elevation
Boseli,1,river,stream
Brdadzoi,1,populated place,populated place
Bubi,1,river,stream
Bubistskali,1,river,stream
Buch’q’int’a,1,populated place,populated place
Buchkinta,1,populated place,populated place
Budelure,1,river,stream
Bugaani,1,populated place,populated place
Buk’nari,2,populated place,populated place
Burianis-Tsveri,1,mountain,elevation
Burianis-Tsveri,1,ridge,elevated area
Burmaseki,1,populated place,populated place
Burneula,1,river,stream
Busarchili,1,river,stream
Bzhinevi,1,river,stream
Bzhudzha,1,river,stream
Bzhuzha,1,river,stream
Bziauri,1,populated place,populated place
Ch’ak’vis K’edi,1,mountains,elevated area
Ch’akhvati,1,populated place,populated place
Ch’ala Kadagauri,1,populated place,populated place
Ch’alastavi,1,populated place,populated place
Ch’andari,2,populated place,populated place
Ch’andrebi,1,populated place,populated place
Ch’anists’q’ali,1,river,stream
Ch’arnali,1,river,stream
Ch’iatura,1,populated place,populated place
Ch’iriki,1,populated place,populated place
Ch’obalaurni,1,populated place,populated place
Ch’obandaghis K’edi,1,mountains,elevated area
Ch’okhuldi,1,populated place,populated place
Ch’orokhi,1,river,stream
Ch’q’onagora,1,populated place,populated place
Chabarukhi,1,river,stream
Chachi,1,glacier,glacier
Chachikant-Khevi,1,river,stream
Chachkhuri,1,river,stream
Chaduniani,1,populated place,populated place
Chailuri,1,river,stream
Chalakhmela,1,river,stream
Chalaubanis-Khevi,1,river,stream
Chalkhesti,1,populated place,populated place
Chanchakhi,2,mountain,elevation
Chanchakhi,1,pass,depression
Chanchakhis-Tskali,1,river,stream
Chandaris Tba,1,lake,basin
Chandaris-Khevi,1,river,stream
Chandrebi,1,populated place,populated place
Chaniet’i,1,populated place,populated place
Chanis-Tskali,1,river,stream
Chaparukhi,1,mountain,elevation
Charasaldys-Tavi,1,mountain,elevation
Chardakhi,1,populated place,populated place
Charnali,1,river,stream
Chartali,1,mountain,elevation
Chartlis-Khevi,1,river,stream
Charynda,1,mountain,elevation
Chaukhi,1,pass,depression
Chel’tis-Satavistsveri,1,mountain,elevation
Cheratkhevi,1,river,stream
Cheremis-Khevi,1,river,stream
Cheros-Tskali,1,river,stream
Chichakhei,1,river,stream
Chicho,1,mountain,elevation
Chiloskedi,1,ridge,elevated area
Chimgisklde,1,mountains,elevated area
Chimogi-Magali,1,mountain,elevation
Chiriki,1,mountain,elevation
Chishlya,1,pass,depression
Chit’aurebi,2,populated place,populated place
Chitaant-Tke,1,mountain,elevation
Chitatskari,2,populated place,populated place
Chivilaant-Khevi,1,river,stream
Chkaduashi,1,populated place,populated place
Chkhak’aura,1,populated place,populated place
Chkhar-Ets’eri,1,populated place,populated place
Chkharuli,1,populated place,populated place
Chkhere,1,river,stream
Chkhina,1,river,stream
Chkhoria,1,populated place,populated place
Chkhorokiya,1,river,stream
Chkhorotsku,2,river,stream
Chkvishi,2,populated place,populated place
Chmakhara,1,mountain,elevation
Chobi,1,river,stream
Chochkhati,1,populated place,populated place
Chokhurisgora,1,ridge,elevated area
Choloki,1,river,stream
Chota-Khevi,1,river,stream
Chrdali,1,mountain,elevation
Chudrauli,1,river,stream
Churiya,1,river,stream
Churt’a,1,river,stream
Chvanists’q’ali,1,river,stream
Chvanistskali,1,river,stream
Chveliyeri,1,populated place,populated place
Dabkhurtsi Ughelt’ekhili,1,pass,depression
Dabla Ets’eri,1,populated place,populated place
Dalra,1,river,stream
Damchkhuri,1,river,stream
Daradavi,1,mountain,elevation
Darchi,1,river,stream
Darchi-Ormeleti,1,river,stream
Darialis Kheoba,1,gorge,depression
Dasavlet’is P’rone,1,river,stream
Dateis-Seri,1,mountain,elevation
Datvis-Dzhvarisgele,1,pass,depression
Datviskhevi,1,river,stream
Davidiani,1,populated place,populated place
Daviturni,1,populated place,populated place
Debadera,1,river,stream
Debeda,1,river,stream
Debeda-Tschai,1,river,stream
Dedoplistskaro,1,populated place,populated place
Denkara,1,glacier,glacier
Derru,1,river,stream
Devra,1,river,stream
Devriskeda,1,mountain,elevation
Dgetsora,1,river,stream
Dghvani,1,populated place,populated place
Dgvani,1,populated place,populated place
Dhobi-Zkari,1,river,stream
Did-Askiliani,1,mountain,elevation
Didgali-Dudi,1,mountain,elevation
Didghele,1,river,stream
Didgverdi,1,mountain,elevation
Didi Agara,1,populated place,populated place
Didi Durnuk’i,1,populated place,populated place
Didi Inchkhuri,1,populated place,populated place
Didi Jikhaishi,1,populated place,populated place
Didi Liakhvi,1,river,stream
Didi-Abuli,1,mountain,elevation
Didi-Arkhi,1,river,stream
Didi-Gantiadi,1,populated place,populated place
Didi-Gora,2,mountain,elevation
Didi-Kvatana,1,populated place,populated place
Didi-Medzhvriskhevi,1,populated place,populated place
Didi-Muganlo,1,populated place,populated place
Didi-Ole,1,river,stream
Didi-Veli,1,mountain,elevation
Didikhevi,2,river,stream
Diditba,1,lake,basin
Didts’ipela,1,populated place,populated place
Didtsipela,1,populated place,populated place
Didvake,1,mountain,elevation
Didveli,1,mountain,elevation
Digmus-Tskali,1,river,stream
Digomis-Tskali,1,river,stream
Digomistskali,1,river,stream
Diklosmt’a,1,mountain,elevation
Diklosmta,1,mountain,elevation
Dikslomta,1,mountain,elevation
Dinlos-Mta,1,mountain,elevation
Dioknisi,1,populated place,populated place
Dobiro,2,populated place,populated place
Dodota,1,populated place,populated place
Dologani,1,river,stream
Dolra,1,river,stream
Dombistsveri,1,mountain,elevation
Dombistsveri,1,mountains,elevated area
Donguz-Orunbashi,1,pass,depression
Donguzorun-Cheget-Karabashi,1,mountain,elevation
Doreti,1,populated place,populated place
Doretk’ari,1,populated place,populated place
Doshake,1,populated place,populated place
Dre,2,populated place,populated place
Dsirula,1,river,stream
Duduzaurebi,1,populated place,populated place
Dumala,1,river,stream
Dumasturi,1,populated place,populated place
Dumatskhovi,1,populated place,populated place
Durudzha,1,river,stream
Durudzhi,1,pass,depression
Dushet’i,1,populated place,populated place
Dushetis-Khevi,1,river,stream
Dyuristavi,1,mountain,elevation
Dzablaveti,1,populated place,populated place
Dzalisi,1,populated place,populated place
Dzana,1,river,stream
Dzebniaurebi,1,populated place,populated place
Dzedo,1,mountain,elevation
Dzerula,1,river,stream
Dzhachiara,1,river,stream
Dzhakhunabu,1,mountain,elevation
Dzhannauli,1,river,stream
Dzhaparauli,1,populated place,populated place
Dzhikhaishi,1,populated place,populated place
Dzhikhandzhuri,1,mountain,elevation
Dzhmali,1,mountain,elevation
Dzhudari,1,populated place,populated place
Dzhumi,1,river,stream
Dzhuta,1,river,stream
Dzirisi,1,mountain,elevation
Dzirk’ok’i,1,populated place,populated place
Dzirkokis-Khevi,1,river,stream
Dzirula,2,populated place,populated place
Dzlevijvari,1,populated place,populated place
Dzragula,1,river,stream
Dzveli Burghuli,1,populated place,populated place
Egaristba,1,lake,basin
Elbakiani,1,populated place,populated place
Elia,1,mountain,elevation
Elias-Nishi,1,mountain,elevation
Eliya,2,mountain,elevation
Elna,1,mountain,elevation
Encho,1,mountain,elevation
Enguri,1,river,stream
Eniseli,1,populated place,populated place
Eret’o,1,populated place,populated place
Ergeta,1,river,stream
Ergzashira,1,pass,depression
Ergzashira Ughelt’ekhili,1,pass,depression
Eritskali,1,populated place,populated place
Ermani,1,mountains,elevated area
Ermani,1,river,stream
Ert’isi,1,populated place,populated place
Ertso,1,lake,basin
Erushet’is Mt’ianet’i,1,mountains,elevated area
Eshmagura,1,mountain,elevation
Estecho,1,populated place,populated place
Et’is K’edi,1,mountains,elevated area
Ëzen’gi-Chatbashi,1,mountain,elevation
Fachkha,1,populated place,populated place
Fitsris-Tsveri,1,mountain,elevation
Gadidi,1,river,stream
Gadirakili,1,mountain,elevation
Gaiboteni,1,populated place,populated place
Galis-Ikaro,1,river,stream
Gamlistsqaro,1,populated place,populated place
Gamoghma P’irveli Khorga,1,populated place,populated place
Gamogma-Kodori,1,populated place,populated place
Gamogma-Shua -Khorga,1,populated place,populated place
Ganarjiis Mukhuri,1,populated place,populated place
Ganisi,1,populated place,populated place
Gant’iadi,1,populated place,populated place
Gantiadi,7,populated place,populated place
Gantsishi,1,populated place,populated place
Garedzha,1,mountain,elevation
Garejis Seri,1,ridge,elevated area
Gatso,1,mountain,elevation
Gedsamaniis K’edi,1,mountains,elevated area
Gedura,1,river,stream
Gelati,2,populated place,populated place
Gelyudzha-Tapa,1,mountain,elevation
Gembuli,1,populated place,populated place
Georgeris-Tslaki,1,river,stream
Geri,1,populated place,populated place
Germukhis K’edi,1,mountains,elevated area
Gezruli,1,populated place,populated place
Ghandzilebi,1,populated place,populated place
Ghogheti,1,populated place,populated place
Ghudumekedi,1,populated place,populated place
Ghunda,1,populated place,populated place
Ghvebra,1,populated place,populated place
Ghvitori,1,populated place,populated place
Gilyavenzhi,1,river,stream
Gimara,1,populated place,populated place
Gimozgvendzhili,1,populated place,populated place
Giorgitsminda,1,river,stream
Glavashara,1,river,stream
Gobishuri,1,river,stream
Godorula,1,river,stream
Gogoreti,1,hill,elevation
Gomarda,1,mountain,elevation
Gombori,1,river,stream
Gomboris K’edi,1,mountains,elevated area
Gomboris Kedi,1,mountains,elevated area
Gometsari,1,populated place,populated place
Gomi,5,populated place,populated place
Gomurni,1,populated place,populated place
Goniye,1,populated place,populated place
Gorana,1,river,stream
Goratkhevi,1,populated place,populated place
Gorezuli,1,mountain,elevation
Gori,1,river,stream
Gori Q’uli,1,river,stream
Goris-Tavi,1,mountain,elevation
Gormagala,1,mountain,elevation
Grak’ali,1,populated place,populated place
Gramula,1,river,stream
Grekis-Tskali,1,river,stream
Grigolaantkari,1,populated place,populated place
Grma-Gele,1,river,stream
Gromula,1,river,stream
Gubis-Tskali,1,river,stream
Gudani,1,populated place,populated place
Gudisimta,1,mountain,elevation
Gudrukhi,1,populated place,populated place
Gudzhareti,1,river,stream
Gudzharetis-Tskali,1,river,stream
Gugu,1,mountain,elevation
Gugunaq’ati,1,populated place,populated place
Gula,1,glacier,glacier
Guli,1,glacier,glacier
Guli-Chala,1,river,stream
Guliani,1,hill,elevation
Gumati,2,populated place,populated place
Gunda,1,populated place,populated place
Guris-Tskali,1,river,stream
Gurtsiani,1,populated place,populated place
Gurukha,1,river,stream
Guzumbati,1,mountain,elevation
Gvakhuana,1,river,stream
Gvandri,1,mountain,elevation
Gvashkhara,1,river,stream
Gveletona,1,river,stream
Gverdebtsveri,1,mountain,elevation
Gverteti,1,populated place,populated place
Gvevi,1,populated place,populated place
Gvidak’e,1,river,stream
Gvidake,1,populated place,populated place
Gvimralauri,1,populated place,populated place
Gvizga,1,river,stream
Gvria,1,populated place,populated place
Hegho,1,populated place,populated place
Heretisk’ari,1,populated place,populated place
Ibtsokhi,1,populated place,populated place
Ieli,1,populated place,populated place
Ienashi,1,populated place,populated place
Igoyeti,1,populated place,populated place
Ik’oti,1,populated place,populated place
Ikelivi,1,mountain,elevation
Iket’i,1,populated place,populated place
Ikvnevi,1,populated place,populated place
Iline,1,river,stream
Ilto,1,river,stream
Imnati,1,lake,basin
Inchoba,1,river,stream
Indra,1,river,stream
Indre,1,river,stream
Inget’i,1,populated place,populated place
Intabuyeti,1,populated place,populated place
Ints’ra,2,river,stream
Intsoba,1,populated place,populated place
Iora,1,river,stream
Ip’ari,1,river,stream
Iqalt’o,1,populated place,populated place
Iremadzeebi,1,populated place,populated place
Iremadzeyebi,1,populated place,populated place
Itkhvisi,1,populated place,populated place
Iukho,1,populated place,populated place
Japarauli,1,populated place,populated place
Javakhet’is Zegani,1,upland,elevation
Javakhk’i,1,mountains,elevated area
Jejora,1,river,stream
Jgali,1,populated place,populated place
Jimiti,1,populated place,populated place
Joq’olo,1,populated place,populated place
Jori,1,river,stream
Jork’vali,1,populated place,populated place
Jruchula,1,river,stream
Jumi,1,populated place,populated place
Jumiti,2,populated place,populated place
Jut’a,1,populated place,populated place
Jvara,1,populated place,populated place
K’adoris Ugheltekhili,1,pass,depression
K’akhareti,1,populated place,populated place
K'akhetis Kedi,1,mountains,elevated area
K’akhipari,1,populated place,populated place
K’akhis T’ba,1,lake,basin
K’alauri,2,populated place,populated place
K’aliamona,1,river,stream
K’ap’nistavi,1,populated place,populated place
K’asrists’q’ali,1,populated place,populated place
K’avk’asionis Mtavari Kedi,1,mountains,elevated area
K’azreti,1,populated place,populated place
K’edi Andarazani,1,mountains,elevated area
K’elis Tba,1,lake,basin
K'emp'eri,1,populated place,populated place
K’esleti,1,river,stream
K’istauri,1,populated place,populated place
K’izilajlo,1,populated place,populated place
K’lukhoris Ughelt’ekhili,1,pass,depression
K’obulet’i,1,populated place,populated place
K’ok’ot’auri,1,populated place,populated place
K’olasha,1,river,stream
K’olkhetis Dablobi,1,valley,depression
K’orbouli,1,populated place,populated place
K’orkhi,1,populated place,populated place
K’otelia,1,populated place,populated place
K’umurdo,1,populated place,populated place
K’urtskhali,1,populated place,populated place
K’ushchu,1,populated place,populated place
K’vakhajeleti,1,populated place,populated place
K’variati,1,populated place,populated place
K’veda Kvalit’i,1,populated place,populated place
K’veda Meskhet’i,1,populated place,populated place
K’veda Nasakirali,1,populated place,populated place
K’veda Vani,1,populated place,populated place
K’veda Zegani,1,populated place,populated place
K’vedi,1,populated place,populated place
K’vemo K’art’lis Vake,1,plain,area
K’vemo K’edi,1,populated place,populated place
K’vesrevi,1,populated place,populated place
Kabakhi,1,river,stream
Kabali,1,river,stream
Kabalis-Toti,2,river,stream
Kabeshi,1,populated place,populated place
Kachal-Tba,1,lake,basin
Kachayeti,1,populated place,populated place
Kachu,1,pass,depression
Kaishaurni,1,populated place,populated place
Kaisubnis-Khevi,1,river,stream
Kajiri,1,lake,basin
Kakhati,1,river,stream
Kakhe,1,river,stream
Kakhet’is K’edi,1,mountains,elevated area
Kakhisi-Tba,1,lake,basin
Kakobrianis-Tskaro,1,spring,stream
Kaladara,1,mountain,elevation
Kalagoni,1,populated place,populated place
Kamgismagali,1,mountain,elevation
Kamito,1,mountain,elevation
Kanchaura,1,river,stream
Kaparcha,1,river,stream
Kapartcha,1,river,stream
Kapnara,1,mountain,elevation
Kapreshumi,1,populated place,populated place
Kapuchi,1,populated place,populated place
Kara,1,populated place,populated place
Karas-Tsveri,1,mountain,elevation
Karasharvali,1,mountain,elevation
Karat-Khevi,1,river,stream
Karatesdzhvari,1,mountain,elevation
Kargakala,1,mountain,elevation
Karoli-Khevi,1,river,stream
Kart’ubani,1,populated place,populated place
Kartsakhi,1,populated place,populated place
Kasagini,1,populated place,populated place
Kasalari,1,mountain,elevation
Kashbe-Khevi,1,river,stream
Kashkatala,1,populated place,populated place
Kasristsqali,1,populated place,populated place
Katis-Tsikhe,1,hill,elevation
Katsebis-Gvadi,1,mountain,elevation
Katskhura,1,river,stream
Kavkasioni,1,mountains,elevated area
Kazytala,1,mountain,elevation
Kedshiris-Tba,1,lake,basin
Keivanbulgasoni,1,populated place,populated place
Kekhovani,1,populated place,populated place
Kelistba,1,lake,basin
Kerigo,1,pass,depression
Kershveta,1,river,stream
Kesel’ta,1,populated place,populated place
Kesia,1,river,stream
Khach’k’oi,1,populated place,populated place
Khadikhevi,1,river,stream
Khadzhalia,1,populated place,populated place
Khaiskhevi,1,river,stream
Khala,1,mountain,elevation
Khalatsa,1,mountain,elevation
Khaldech’ala,1,river,stream
Khanchali,1,lake,basin
Khanchali,1,lake,basin
Khanistskali,1,river,stream
Kharavi,1,populated place,populated place
Kharelis K’edi,1,mountains,elevated area
Kharikhra,1,mountain,elevation
Kharkalu,1,lake,basin
Khart’isho,1,populated place,populated place
Khartgebis-Gele,1,river,stream
Khayya,1,river,stream
Khechili,1,mountain,elevation
Khelerdi,1,pass,depression
Khelmosula,1,river,stream
Khelra,1,populated place,populated place
Kherkeni,1,river,stream
Khevdzmara,1,river,stream
Khevistakali,1,river,stream
Khevkrilakhevi,1,river,stream
Khevsuret’is Aragvi,1,river,stream
Khida,1,pass,depression
Khinat-Khevi,1,river,stream
Khishobona,1,river,stream
Khisos-Alazani,1,river,stream
Khmeli-Tapa,1,mountain,elevation
Khmordola,1,river,stream
Khobi-Tskari,1,river,stream
Khobists’q’ali,1,river,stream
Khochicha,1,river,stream
Khodzhora,1,river,stream
Khodzhorni,1,populated place,populated place
Khokhmeli,1,populated place,populated place
Khokhnis Ts’q’ali,1,river,stream
Khokhnistskali,1,river,stream
Khoni,3,populated place,populated place
Khopi,1,river,stream
Khorbali,1,populated place,populated place
Khoristskali,1,river,stream
Khorkhi,1,river,stream
Khorodzhostavi,1,mountain,elevation
Khovle,1,populated place,populated place
Khrami,1,river,stream
Khramistavi,1,mountain,elevation
Khromistskaro,1,populated place,populated place
Khtishobeli,1,mountain,elevation
Khtsisi,1,populated place,populated place
Khuberi,1,river,stream
Khubiara,1,mountain,elevation
Khudabuli,1,populated place,populated place
Khudoni,1,populated place,populated place
Khugata,1,populated place,populated place
Khundzhulouri,1,populated place,populated place
Khurcha,1,populated place,populated place
Khvani,1,populated place,populated place
Khyrguna,1,mountain,elevation
Kichkinekolbashi,1,glacier,glacier
Kideganis K’edi,1,mountains,elevated area
Kiket’i,1,populated place,populated place
Kinkisha,1,river,stream
Kintrischi,1,river,stream
Kirtisho,1,glacier,glacier
Kisiskhevi,1,river,stream
Kitsiya,1,populated place,populated place
Kizil-Adzhilo,1,populated place,populated place
Kkhomagismta,1,mountains,elevated area
Kkhomis-Tsveri,1,mountain,elevation
Kkhonistavi,1,mountain,elevation
Klarivi,1,populated place,populated place
Kochara,1,mountain,elevation
Kochora,1,mountain,elevation
Kodalo,1,populated place,populated place
Kodis-Tskaro,1,spring,stream
Kodnarula,1,river,stream
Kokhi,1,mountain,elevation
Kolaki,1,populated place,populated place
Kolotonisgele,1,pass,depression
Komito,1,mountain,elevation
Konchkati,1,populated place,populated place
Kora,1,mountain,elevation
Korati,1,populated place,populated place
Korda,1,mountain,elevation
Korenishi,1,populated place,populated place
Korkhu,1,mountain,elevation
Korogo,1,populated place,populated place
Koromta,1,mountain,elevation
Koronis-Tskaly,1,river,stream
Korsha,1,populated place,populated place
Kosha-Kilisa,1,populated place,populated place
Koshkaskeli,1,populated place,populated place
Krklisa,1,river,stream
Ksani,1,populated place,populated place
Ksniskeli,1,mountains,elevated area
Kts’iya,1,river,stream
Ktsia,1,river,stream
Kuba-Tskali,1,river,stream
Kuchkhobanu,1,river,stream
Kudian-Tskaro,1,spring,stream
Kuidzhvari,1,mountain,elevation
Kukhi,1,populated place,populated place
Kumi,1,river,stream
Kumisi,1,lake,basin
Kumuri,1,river,stream
Kuntas-Seri,1,mountain,elevation
Kür Nehri,1,river,stream
Kura,1,river,stream
Kurfuta,1,mountain,elevation
Kurtanadzeuli,1,river,stream
Kurvi,1,mountain,elevation
Kushis-Tavi,1,mountain,elevation
Kusno,1,river,stream
Kutaissi,1,populated place,populated place
Kutauri,1,populated place,populated place
Kvabebi,1,mountain,elevation
Kvabliani,1,river,stream
Kvaiti,1,populated place,populated place
Kvakhchiri,1,populated place,populated place
Kvakva,1,river,stream
Kvarchula,1,river,stream
Kvasatali,1,populated place,populated place
Kvashavis-Tsveri,1,mountain,elevation
Kvauti,1,populated place,populated place
Kvavlos-Mta,1,mountain,elevation
Kveda Ch’alovani,1,populated place,populated place
Kveda Orghuli,1,populated place,populated place
Kveda Sairme,1,populated place,populated place
Kveda Tlughi,1,populated place,populated place
Kveda Tsikhesulori,1,populated place,populated place
Kveda-Koshra,1,river,stream
Kveda-Maglaki,1,populated place,populated place
Kvedisistskali,1,river,stream
Kvedreshi,1,populated place,populated place
Kvedrula,1,river,stream
Kvemo Akhalsheni,1,populated place,populated place
Kvemo Bolnisi,1,populated place,populated place
Kvemo Nichbisi,1,populated place,populated place
Kvemo Orozmani,1,populated place,populated place
Kvemo Sharakhevi,1,populated place,populated place
Kvemo-Achabeti,1,populated place,populated place
Kvemo-Gulaveri,1,populated place,populated place
Kvemo-Riyeti,1,populated place,populated place
Kvenamtistskali,1,river,stream
Kverinaki,1,mountains,elevated area
Kviria-Tskali,1,river,stream
Kvirila,2,river,stream
Kvishkheti,1,populated place,populated place
Kvitana,1,mountain,elevation
Kyairchkobis-Khevi,1,river,stream
Lachini,1,river,stream
Lachta,1,populated place,populated place
Ladlyna,1,river,stream
Laghismt’a,1,mountain,elevation
Lagodekhi,1,river,stream
Lagoruli,1,river,stream
Lailch’ala,1,river,stream
Lakbe-Ole,1,river,stream
Lakra,1,mountain,elevation
Laktkhevi,1,mountains,elevated area
Lakumurash-Dudi,1,mountain,elevation
Lalisq’uri,1,populated place,populated place
Lambalo,1,populated place,populated place
Lamovani,1,mountain,elevation
Lapeti,1,populated place,populated place
Lapian-Khevi,1,river,stream
Laq’vri,1,populated place,populated place
Larakvakva,1,river,stream
Lashis-Igoreti,1,populated place,populated place
Laskanura,1,river,stream
Latsga,1,mountain,elevation
Layla,1,mountain,elevation
Layla,1,river,stream
Lebarde,1,river,stream
Lech’khumis K’edi,1,mountains,elevated area
Ledabera,1,mountain,elevation
Legogie,2,populated place,populated place
Lek’osandi,1,populated place,populated place
Lekhi,1,mountains,elevated area
Lekhidari,1,river,stream
Lekhura,1,river,stream
Lekokane,1,populated place,populated place
Lelubaniskhevi,1,river,stream
Lepisi,1,populated place,populated place
Leshk’uri,1,river,stream
Leshnuri,1,pass,depression
Lesis-Tskali,1,river,stream
Leushuri-Tskali,1,river,stream
Liakhvi,1,river,stream
Liburga,1,river,stream
Likhauri,1,populated place,populated place
Liloskhevi,1,river,stream
Lisi,1,lake,basin
Lodnari,1,river,stream
Logodekhi,1,river,stream
Logodekhistsqali,1,river,stream
Lok’i,1,mountains,elevated area
Lokhani,1,mountain,elevation
Lomdzagora,1,populated place,populated place
Lomisi,1,mountain,elevation
Lomisi,1,populated place,populated place
Lopnis Tskali,1,river,stream
Lopota,1,river,stream
Luchunuri-Zkali,1,river,stream
Lugela,1,spring,stream
Lukhuni-Tskali,1,river,stream
Lukhunis-Tsveri,1,mountain,elevation
Lukhunistskali,1,river,stream
Lurdzhisseri,1,mountain,elevation
Lyaila,1,mountain,elevation
Lyakhla,1,river,stream
Machakhelis-Tskali,1,river,stream
Machakhlistsqali,1,river,stream
Macharadse,1,populated place,populated place
Machareuli,1,river,stream
Machartskali,1,populated place,populated place
Machkhalroso,1,pass,depression
Madatapa,1,lake,basin
Magana,2,river,stream
Magana,1,pass,depression
Magana Ughelt’ekhili,1,pass,depression
Magatsal’ni,1,mountain,elevation
Magharosk’ari,1,populated place,populated place
Magraani,1,populated place,populated place
Maistismt’a,1,mountain,elevation
Maistismta,1,mountain,elevation
Majvdieri,1,populated place,populated place
Mak'rat'elas Kedi,1,mountains,elevated area
Makarta,1,populated place,populated place
Makastakhe,1,mountain,elevation
Makhiareti,1,populated place,populated place
Makhisiskhevi,1,river,stream
Makho,1,river,stream
Maltakva,1,river,stream
Mamk’oda,1,populated place,populated place
Mamkoda,1,populated place,populated place
Maradidi,1,populated place,populated place
Maria,1,populated place,populated place
Maritis-khevi,1,river,stream
Marktobi,1,populated place,populated place
Martkopi,1,populated place,populated place
Martokhe,1,mountain,elevation
