industry,separate_beginning,frequency
CONSUMER DISCRETIONARY,ISTRA,10
CONSUMER DISCRETIONARY,JADRANKA,15
CONSUMER DISCRETIONARY,K,10
CONSUMER DISCRETIONARY,KEINDL,10
CONSUMER DISCRETIONARY,KK,15
CONSUMER DISCRETIONARY,KM,10
CONSUMER DISCRETIONARY,KOMPAS,10
CONSUMER DISCRETIONARY,LACUNA,10
CONSUMER DISCRETIONARY,LIKOS,10
CONSUMER DISCRETIONARY,LOLA,10
CONSUMER DISCRETIONARY,MIKRA,15
CONSUMER DISCRETIONARY,MIRNOVEC,10
CONSUMER DISCRETIONARY,MPG,10
CONSUMER DISCRETIONARY,NAUTICKI,10
CONSUMER DISCRETIONARY,NOVI,10
CONSUMER DISCRETIONARY,ONE2PLAY,15
CONSUMER DISCRETIONARY,ORBICO,15
CONSUMER DISCRETIONARY,P,10
CONSUMER DISCRETIONARY,P.S.C.,15
CONSUMER DISCRETIONARY,PALMA,10
CONSUMER DISCRETIONARY,PAVLETIC,10
CONSUMER DISCRETIONARY,PICARDO,10
CONSUMER DISCRETIONARY,PORSCHE,40
CONSUMER DISCRETIONARY,PRIMA,30
CONSUMER DISCRETIONARY,PRO,15
CONSUMER DISCRETIONARY,PROFIL,10
CONSUMER DISCRETIONARY,PUCKO,15
CONSUMER DISCRETIONARY,REFORMA,10
CONSUMER DISCRETIONARY,RUDMAN,10
CONSUMER DISCRETIONARY,RUTING,10
CONSUMER DISCRETIONARY,SCANIA,10
CONSUMER DISCRETIONARY,SERVIS,10
CONSUMER DISCRETIONARY,SUBGROUP,20
CONSUMER DISCRETIONARY,SUPER,10
CONSUMER DISCRETIONARY,TOYOTA,10
CONSUMER DISCRETIONARY,TROFEJ,15
CONSUMER DISCRETIONARY,TUV,10
CONSUMER DISCRETIONARY,ULTRA,10
CONSUMER DISCRETIONARY,UNILINE,10
CONSUMER DISCRETIONARY,VICTORIA,10
CONSUMER DISCRETIONARY,YACHT,10
CONSUMER DISCRETIONARY,YELLOW,10
CONSUMER DISCRETIONARY,ZAGREBACKA,10
CONSUMER DISCRETIONARY,ZLATARNA,10
CONSUMER DISCRETIONARY,ZLATNI,10
CONSUMER STAPLES,<NONE>,2450
CONSUMER STAPLES,AGRO,10
CONSUMER STAPLES,ATLANTIC,25
CONSUMER STAPLES,BADEL,10
CONSUMER STAPLES,BC,10
CONSUMER STAPLES,BELJE,10
CONSUMER STAPLES,BERMES,10
CONSUMER STAPLES,BILJEMERKANT,10
CONSUMER STAPLES,BOSO,10
CONSUMER STAPLES,DUPIN,10
CONSUMER STAPLES,EKOS,15
CONSUMER STAPLES,FARMA,15
CONSUMER STAPLES,FRAGARIA,10
CONSUMER STAPLES,GASTRO,10
CONSUMER STAPLES,GORUP,10
CONSUMER STAPLES,GROUP,275
CONSUMER STAPLES,Group,15
CONSUMER STAPLES,KONZUM,15
CONSUMER STAPLES,KRAS,10
CONSUMER STAPLES,LEDO,10
CONSUMER STAPLES,LJEKARNA,35
CONSUMER STAPLES,LJEKARNE,35
CONSUMER STAPLES,MAGDIS,10
CONSUMER STAPLES,MATIJA,10
CONSUMER STAPLES,MESNA,10
CONSUMER STAPLES,MLADINA,10
CONSUMER STAPLES,NATURA,10
CONSUMER STAPLES,O.P.G.,15
CONSUMER STAPLES,OPG,10
CONSUMER STAPLES,ORADA,15
CONSUMER STAPLES,PEKAR,10
CONSUMER STAPLES,PEMO,10
CONSUMER STAPLES,PERUTNINA,10
CONSUMER STAPLES,PIK,10
CONSUMER STAPLES,PROTEINI,10
CONSUMER STAPLES,PZ,15
CONSUMER STAPLES,SANO,10
CONSUMER STAPLES,SLAVONIJA,10
CONSUMER STAPLES,SONIK,10
CONSUMER STAPLES,SPAR,10
CONSUMER STAPLES,SUBGROUP,70
CONSUMER STAPLES,TERMES,10
CONSUMER STAPLES,TOMMY,10
CONSUMER STAPLES,TRGOVINA,10
CONSUMER STAPLES,TVORNICA,15
CONSUMER STAPLES,VOCNJAK,15
CONSUMER STAPLES,ZAGREBACKA,10
CONSUMER STAPLES,ZENELI,10
CONSUMER STAPLES,ZVIJEZDA,10
ENERGY,<NONE>,150
ENERGY,PRVO,15
ENERGY,SUBGROUP,15
FINANCIALS,<NONE>,285
FINANCIALS,GROUP,15
FINANCIALS,SKDD,10
FINANCIALS,ZUPANIJSKA,15
HEALTH CARE,<NONE>,550
HEALTH CARE,BELUPO,10
HEALTH CARE,BIOSISTEMI,10
HEALTH CARE,DOM,10
HEALTH CARE,FRESENIUS,10
HEALTH CARE,GHETALDUS,10
HEALTH CARE,GROUP,65
HEALTH CARE,KARL,10
HEALTH CARE,MEDIKOL,10
HEALTH CARE,MERCK,10
HEALTH CARE,POLIKLINIKA,65
HEALTH CARE,SENECURA,10
HEALTH CARE,SHIMADZU,10
HEALTH CARE,SPECIJALNA,10
HEALTH CARE,SUBGROUP,10
INDUSTRIALS,<NONE>,5005
INDUSTRIALS,ADRIA,25
INDUSTRIALS,ADRIATIC,15
INDUSTRIALS,ALKOM,10
INDUSTRIALS,ALU,10
INDUSTRIALS,AMELICOR,10
INDUSTRIALS,AUTO,30
INDUSTRIALS,AUTOTRANS,10
INDUSTRIALS,AUTOTRANSPORT,10
INDUSTRIALS,BK,10
INDUSTRIALS,BONUS,10
INDUSTRIALS,BRAMGRAD,10
INDUSTRIALS,BRODOGRADILISTE,10
INDUSTRIALS,C.I.O.S.,15
INDUSTRIALS,CARWIZ,10
INDUSTRIALS,CAZMATRANS,20
INDUSTRIALS,CENOZA,10
INDUSTRIALS,CENTAR,20
INDUSTRIALS,CESTAR,10
INDUSTRIALS,CESTE,25
INDUSTRIALS,CISTOCA,25
INDUSTRIALS,CONEO,10
INDUSTRIALS,CROATIA,15
INDUSTRIALS,DEKRA,10
INDUSTRIALS,DELOITTE,10
INDUSTRIALS,DOMPROJEKT,10
INDUSTRIALS,DOMUS,10
INDUSTRIALS,DUBROVNIK,10
INDUSTRIALS,DURO,30
INDUSTRIALS,DVD,15
INDUSTRIALS,EKO,15
INDUSTRIALS,ELEKTRO,10
INDUSTRIALS,ELEKTRO-CECIC,10
INDUSTRIALS,EMPORION,10
INDUSTRIALS,EOL,15
INDUSTRIALS,EURO,10
INDUSTRIALS,EUROCABLE,10
INDUSTRIALS,EUROMONT,10
INDUSTRIALS,FORTUNA,10
INDUSTRIALS,FRACASSO,10
INDUSTRIALS,FSB,20
INDUSTRIALS,GE,10
INDUSTRIALS,GK,15
INDUSTRIALS,GKP,10
INDUSTRIALS,GORAN,10
INDUSTRIALS,GP,10
INDUSTRIALS,GROUP,515
INDUSTRIALS,HEIDELBERG,10
INDUSTRIALS,HERING,10
INDUSTRIALS,HITACHI,10
INDUSTRIALS,HRVATSKA,10
INDUSTRIALS,HRVATSKE,10
INDUSTRIALS,HS,10
INDUSTRIALS,HZ,15
INDUSTRIALS,IBF,10
INDUSTRIALS,IC,10
INDUSTRIALS,IN,10
INDUSTRIALS,INTEL,10
INDUSTRIALS,INTER,10
INDUSTRIALS,ISKOPI,10
INDUSTRIALS,IVAN,10
INDUSTRIALS,IZGRADNJA,10
INDUSTRIALS,IZOFORMA,15
INDUSTRIALS,JADRAN,10
INDUSTRIALS,JEDINSTVO,10
INDUSTRIALS,KD,10
INDUSTRIALS,KOMUNALAC,15
INDUSTRIALS,KOMUNALNO,25
INDUSTRIALS,KONCAR,60
INDUSTRIALS,KPMG,10
INDUSTRIALS,LAGERMAX,15
INDUSTRIALS,LAVCEVIC,15
INDUSTRIALS,LEONHARD,10
INDUSTRIALS,LIBURNIA,10
INDUSTRIALS,LUCKA,10
INDUSTRIALS,LUGERA,10
INDUSTRIALS,LUKA,30
INDUSTRIALS,M,10
INDUSTRIALS,MARINE,10
INDUSTRIALS,MARITERM,10
INDUSTRIALS,MDK,10
INDUSTRIALS,MEDIMURJE,15
INDUSTRIALS,MOBILE,10
INDUSTRIALS,NABLA,10
INDUSTRIALS,NGH,10
INDUSTRIALS,NIKOLA,10
INDUSTRIALS,ODVODNJA,10
INDUSTRIALS,OPIK,10
INDUSTRIALS,PASTOR,15
INDUSTRIALS,PRAJO,10
INDUSTRIALS,PRICEWATERHOUSECOOPERS,10
INDUSTRIALS,PRINT,10
INDUSTRIALS,PROJEKTGRADNJA,10
INDUSTRIALS,PROJEKTNI,10
INDUSTRIALS,PROMET,10
INDUSTRIALS,PZC,15
INDUSTRIALS,RASCO,10
INDUSTRIALS,REMONT,15
INDUSTRIALS,RIJEKA,10
INDUSTRIALS,SAMER,10
INDUSTRIALS,SELECTIO,10
INDUSTRIALS,SERVISI,10
INDUSTRIALS,SMART,25
INDUSTRIALS,SOKOL,10
INDUSTRIALS,SPECIJALNA,10
INDUSTRIALS,SPEGRA,10
INDUSTRIALS,STRABAG,15
INDUSTRIALS,STUDIO,10
INDUSTRIALS,SUBGROUP,75
INDUSTRIALS,SWIETELSKY,10
INDUSTRIALS,TANKERSKA,10
INDUSTRIALS,TEAM,10
INDUSTRIALS,TECE,10
INDUSTRIALS,TEHNIX,10
INDUSTRIALS,TELEFONVOD,10
INDUSTRIALS,TEP,10
INDUSTRIALS,TERRA,15
INDUSTRIALS,TEXIMP,10
INDUSTRIALS,TG,10
INDUSTRIALS,THYSSENKRUPP,10
INDUSTRIALS,TIM,30
INDUSTRIALS,TISKARA,10
INDUSTRIALS,TRANS,10
INDUSTRIALS,TURISTICKA,10
INDUSTRIALS,UDRUGA,10
INDUSTRIALS,UPONOR,10
INDUSTRIALS,URBAN,10
INDUSTRIALS,VB,10
INDUSTRIALS,VG,10
INDUSTRIALS,VISINA,10
INDUSTRIALS,VODOPRIVREDA,15
INDUSTRIALS,VRILO,10
INDUSTRIALS,WEBER,10
INDUSTRIALS,ZAGORJE,10
INDUSTRIALS,ZAGREBACKI,10
INDUSTRIALS,ZEKIC,10
INDUSTRIALS,ZRACNA,10
INDUSTRIALS,ZUPANIJSKA,10
INDUSTRIALS,ZUPANIJSKE,10
INDUSTRIALS,za,10
INFORMATION TECHNOLOGY,<NONE>,745
INFORMATION TECHNOLOGY,AUTRONIC,10
INFORMATION TECHNOLOGY,BORNFIGHT,10
INFORMATION TECHNOLOGY,ERICSSON,10
INFORMATION TECHNOLOGY,GROUP,60
INFORMATION TECHNOLOGY,IBM,10
INFORMATION TECHNOLOGY,KONCAR,10
INFORMATION TECHNOLOGY,M,10
INFORMATION TECHNOLOGY,MEGATREND,15
INFORMATION TECHNOLOGY,STORM,15
INFORMATION TECHNOLOGY,STYRIA,10
INFORMATION TECHNOLOGY,SUBGROUP,20
INFORMATION TECHNOLOGY,SUPRA,10
INFORMATION TECHNOLOGY,TELEGRA,15
MATERIALS,<NONE>,1290
MATERIALS,AURO,10
MATERIALS,BAUWERK,10
MATERIALS,BETON-LUCKO,10
MATERIALS,BJELIN,25
MATERIALS,BOMARK,30
MATERIALS,CHROMOS,15
MATERIALS,DECOSPAN,10
MATERIALS,DIV,10
MATERIALS,DRVNA,15
MATERIALS,DS,10
MATERIALS,DW,10
MATERIALS,EKO,15
MATERIALS,EUROPAPIER,10
MATERIALS,GROUP,145
MATERIALS,HEIDELBERG,10
MATERIALS,IVANAL,10
MATERIALS,JADRAN-METAL,10
MATERIALS,JOSIP,10
MATERIALS,KAMEN,10
MATERIALS,KAMENOLOM,15
MATERIALS,KNAUF,10
MATERIALS,LETINA,15
MATERIALS,METAL,10
MATERIALS,NEXE,15
MATERIALS,PINUS,10
MATERIALS,RAZVITAK,10
MATERIALS,SLAVONIJA,10
MATERIALS,SUBGROUP,10
NOT RELEVANT,<NONE>,6840
NOT RELEVANT,A,10
NOT RELEVANT,AB,10
NOT RELEVANT,ADRIA,10
NOT RELEVANT,ADRIATIC,15
NOT RELEVANT,AGENCIJA,10
NOT RELEVANT,AGROKOKA,10
NOT RELEVANT,ALAS,10
NOT RELEVANT,ANTE,10
NOT RELEVANT,ARCUS,10
NOT RELEVANT,ARENA,10
NOT RELEVANT,AUTO,70
NOT RELEVANT,AUTOPRIJEVOZNICKI,10
NOT RELEVANT,AUTOPRIJEVOZNIK,15
NOT RELEVANT,BETEX,15
NOT RELEVANT,BRANKA,10
NOT RELEVANT,BRANKO,10
NOT RELEVANT,BRODOGRADILISTE,10
NOT RELEVANT,CISTOCA,10
NOT RELEVANT,CONING,25
NOT RELEVANT,CROATIA,20
NOT RELEVANT,DAMIR,15
NOT RELEVANT,DARIO,15
NOT RELEVANT,DAVOR,10
NOT RELEVANT,DJECJI,20
NOT RELEVANT,DOBROVOLJNO,15
NOT RELEVANT,DOM,25
NOT RELEVANT,DRAGA,10
NOT RELEVANT,DRAZEN,20
NOT RELEVANT,DVD,20
NOT RELEVANT,EKO,15
NOT RELEVANT,ELIN,10
NOT RELEVANT,EURO,20
NOT RELEVANT,FONEM,10
NOT RELEVANT,FRIGO,20
NOT RELEVANT,FRIGOTERM,10
NOT RELEVANT,GLOBAL,10
NOT RELEVANT,GRADITELJSTVO,10
NOT RELEVANT,GRADSKA,10
NOT RELEVANT,GRADSKO,20
NOT RELEVANT,GROUP,110
NOT RELEVANT,HOTEL,15
NOT RELEVANT,HRVATSKA,15
NOT RELEVANT,HRVATSKI,15
NOT RELEVANT,ICC,10
NOT RELEVANT,INTERKAPITAL,10
NOT RELEVANT,ISTRA,10
NOT RELEVANT,IVAN,10
NOT RELEVANT,IVE,10
NOT RELEVANT,IZGRADNJA,10
NOT RELEVANT,JADRANKO,10
NOT RELEVANT,JASMINKA,10
NOT RELEVANT,JAVNI,10
NOT RELEVANT,JK,10
NOT RELEVANT,JOSIP,15
NOT RELEVANT,KAMENOLOM,10
NOT RELEVANT,KD,10
NOT RELEVANT,KOMBINAT,10
NOT RELEVANT,KOMUNALAC,15
NOT RELEVANT,KOSARKASKI,10
NOT RELEVANT,KRISTINA,10
NOT RELEVANT,LIKA,10
NOT RELEVANT,LIPA,10
NOT RELEVANT,LJEKARNA,10
NOT RELEVANT,LOSINJSKA,10
NOT RELEVANT,LOVACKA,15
NOT RELEVANT,MAGNUM,10
NOT RELEVANT,MALI,10
NOT RELEVANT,MAR,10
NOT RELEVANT,MARAS,10
NOT RELEVANT,MARIC,10
NOT RELEVANT,MARIJAN,20
NOT RELEVANT,MARINA,15
NOT RELEVANT,MARIO,15
NOT RELEVANT,MATIJA,10
NOT RELEVANT,MEDIA,25
NOT RELEVANT,MEDIMURKA,10
NOT RELEVANT,MESNICA,10
NOT RELEVANT,METAL,15
NOT RELEVANT,MIRJANA,15
NOT RELEVANT,MIROSLAV,10
NOT RELEVANT,MLADEN,10
NOT RELEVANT,NENAD,10
NOT RELEVANT,NOGOMETNI,15
NOT RELEVANT,OBRT,40
NOT RELEVANT,OBRTNICKO,10
NOT RELEVANT,ODVJETNICA,10
NOT RELEVANT,ODVJETNIK,10
NOT RELEVANT,OMEGA,15
NOT RELEVANT,OPCA,10
NOT RELEVANT,ORDINACIJA,40
NOT RELEVANT,PANEX,10
NOT RELEVANT,PLIMA,15
NOT RELEVANT,POKRETNA,10
NOT RELEVANT,POLIKLINIKA,15
NOT RELEVANT,POLJOPRIVREDNA,15
NOT RELEVANT,PRIVATNA,10
NOT RELEVANT,PROIZVODNJA,10
NOT RELEVANT,RAJ,10
NOT RELEVANT,REPROMATERIJAL,10
NOT RELEVANT,RK,15
NOT RELEVANT,ROBNI,10
NOT RELEVANT,SANJA,20
NOT RELEVANT,SASA,10
NOT RELEVANT,SAVEZ,15
NOT RELEVANT,SINDIKAT,15
NOT RELEVANT,STJEPAN,15
NOT RELEVANT,STUDIO,10
NOT RELEVANT,SVEUCILISTE,15
NOT RELEVANT,TANJA,10
NOT RELEVANT,TISKARSKI,10
NOT RELEVANT,TK,25
NOT RELEVANT,TPK,10
NOT RELEVANT,TRANSPORTI,10
NOT RELEVANT,TRGOCENTAR,10
NOT RELEVANT,TRGOVACKI,15
NOT RELEVANT,TRGOVINA,20
NOT RELEVANT,TURISTICKA,30
NOT RELEVANT,UDRUGA,20
NOT RELEVANT,UDRUZENJE,10
NOT RELEVANT,UGOSTITELJSKI,30
NOT RELEVANT,UNICREDIT,10
NOT RELEVANT,VAGROS,10
NOT RELEVANT,VK,10
NOT RELEVANT,VLADIMIR,10
NOT RELEVANT,VODOPRIVREDA,10
NOT RELEVANT,VRBA,10
NOT RELEVANT,ZAGORSKI,10
NOT RELEVANT,ZAGREBACKI,15
NOT RELEVANT,ZDRAVKO,10
NOT RELEVANT,ZELJEZARA,10
NOT RELEVANT,ZELJKO,10
NOT RELEVANT,ZLATKO,20
NOT RELEVANT,ZUPANIJSKA,15
REAL ESTATE,<NONE>,970
REAL ESTATE,ADRIATIC,10
REAL ESTATE,ARENA,10
REAL ESTATE,DOMBAR,10
REAL ESTATE,EDITUS,10
REAL ESTATE,GRAND,10
REAL ESTATE,GRIP,10
REAL ESTATE,GROUP,45
REAL ESTATE,HOTEL,20
REAL ESTATE,HOTELI,20
REAL ESTATE,KAMGRAD,10
REAL ESTATE,LUX,15
REAL ESTATE,Marina,10
REAL ESTATE,ORA,15
REAL ESTATE,SIGMA,10
REAL ESTATE,SUBGROUP,15
REAL ESTATE,SUPERNOVA,20
REAL ESTATE,TM-ORANICE,10
REAL ESTATE,VMD,20
UTILITIES,<NONE>,400
UTILITIES,E.ON,10
UTILITIES,EKO,10
UTILITIES,ENNA,20
UTILITIES,GRADSKA,15
UTILITIES,GROUP,20
UTILITIES,HEP,15
UTILITIES,KOMUNALNO,10
UTILITIES,POWERGLOBE,10
UTILITIES,SUBGROUP,20
UTILITIES,VODE,10
UTILITIES,VODOPRIVREDA,10
UTILITIES,VODOVOD,40
UTILITIES,ZAGREBACKI,10
industry,<NONE>,4
