name,industry
Group Sartorius,HEALTH CARE
Group HEBERGER,INDUSTRIALS
AIR5 Lufttransport GmbH,CONSUMER DISCRETIONARY
Saxony Holdings S.a.r.l.,HEALTH CARE
Präzisionsteile Dresden GmbH &,INDUSTRIALS
Marc O'Polo SE,CONSUMER DISCRETIONARY
Kaufhof Mainz GmbH,REAL ESTATE
GROUP NIEHOFF,INDUSTRIALS
Neckermann Versand AG,NOT RELEVANT
Infinigate Holding AG,INFORMATION TECHNOLOGY
Subgroup Schuler,INDUSTRIALS
MAX STREICHER GmbH & Co. Kommanditg,INDUSTRIALS
Subgroup Comparex,INFORMATION TECHNOLOGY
Group Roto Frank,INDUSTRIALS
Siemens Energy Global GmbH & Co. KG,INDUSTRIALS
Group Stada,HEALTH CARE
Hungary Enbi Kft.,INDUSTRIALS
Diverse Forderungen Constantia,MATERIALS
GROUP Rovema Gruppe,NOT RELEVANT
Theisen Baumaschinen-Handels GmbH &,INDUSTRIALS
XXXXXXXXX8122,NOT RELEVANT
EMAG Holding GmbH,INDUSTRIALS
Group Delti.com,CONSUMER DISCRETIONARY
Proalpha Group GmbH,INFORMATION TECHNOLOGY
GROUP BÜCHS,CONSUMER DISCRETIONARY
Subgroup Elevion Deutschland,INDUSTRIALS
Group Otto Junker,MATERIALS
EUROPTEN Transmission Germany GmbH,INDUSTRIALS
STAHLGRO HANDEL SCHULTE SUD GMBH,INDUSTRIALS
Sedlmayer GmbH,INDUSTRIALS
Deutsche Glasfaser Group GmbH,COMMUNICATIONS
Subgroup Bauwatch,INDUSTRIALS
Adamas Immobilienleasing GmbH,FINANCIALS
Sopra Steria SE,INFORMATION TECHNOLOGY
Original Wagner Pizza GmbH,CONSUMER STAPLES
GROUP HERO,CONSUMER STAPLES
General Transport GmbH,INDUSTRIALS
SUBGROUP VBH Holding,INDUSTRIALS
Subgroup INEOS Styrolution,MATERIALS
MONDIAL SA,CONSUMER DISCRETIONARY
TEREX DEUTSCHLAND GMBH FUCHS,INDUSTRIALS
Group van Eupen,INDUSTRIALS
DRÄGER MEDICAL INTERNATIONAL GMBH,HEALTH CARE
Stadler Deutschland GmbH,INDUSTRIALS
Group Europart MGC,CONSUMER DISCRETIONARY
Tönnies Grundbesitz GmbH & Co. KG,CONSUMER STAPLES
Advanced Industries Packaging GmbH,MATERIALS
Nagarro SE,INFORMATION TECHNOLOGY
Group Dieffenbacher,INDUSTRIALS
Bader GmbH + Co. KG,CONSUMER DISCRETIONARY
DEPPE STUCKER GMBH,INDUSTRIALS
EEW Energy from Waste GmbH,INDUSTRIALS
Subgroup Wasgau,CONSUMER STAPLES
Faurecia Abgastechnik GmbH,CONSUMER DISCRETIONARY
Subgroup Sauer-Danfoss,NOT RELEVANT
Wacker Neuson SE,INDUSTRIALS
GEORG MENSHEN GMBH & CO. KG,MATERIALS
Subgroup KraussMaffei,INDUSTRIALS
BENTELER AUTOMOBILTECHNIK GMBH,CONSUMER DISCRETIONARY
Group Knaus Tabbert,CONSUMER DISCRETIONARY
BPW Bergische Achsen KG,INDUSTRIALS
Subgroup Sunday Natural,CONSUMER STAPLES
Refurbed Marketplace GmbH,CONSUMER DISCRETIONARY
Group Duvenbeck,CONSUMER DISCRETIONARY
Voltage BidCo GmbH,INDUSTRIALS
FREENET DLS GMBH,COMMUNICATIONS
Group Jungheinrich,INDUSTRIALS
Group Agravis,CONSUMER STAPLES
Fraport AG Frankfurt Airport Servic,INDUSTRIALS
Subgroup Minimax Viking,INDUSTRIALS
RICHARD BERGNER VERBINDUNGSTECHNIK,INDUSTRIALS
GLOBUS Hela Fachmärkte GmbH & Co. K,CONSUMER STAPLES
Unitymedia Management GmbH,CONSUMER DISCRETIONARY
FORSCHNER PTZ SPOL S R O,INDUSTRIALS
TREI Real Estate GmbH,CONSUMER DISCRETIONARY
"LA composite, s.r.o.",INDUSTRIALS
Luminair GmbH,CONSUMER DISCRETIONARY
OBI E-Commerce GmbH,CONSUMER DISCRETIONARY
SPIE Germany Switzerland,INDUSTRIALS
Group EEW,INDUSTRIALS
Group Gerresheimer,HEALTH CARE
RIEDHAMMER GMBH,NOT RELEVANT
FUEL BOSS DOO ZENICA,INDUSTRIALS
GROUP Stölting Service Group,INDUSTRIALS
Adevinta ASA,CONSUMER DISCRETIONARY
STIFTUNG SCHULER HELFEN LEBEN OFFIC,INDUSTRIALS
GROUP MUHIC,CONSUMER DISCRETIONARY
Group KME,MATERIALS
KARL STORZ SE AND CO. KG,INDUSTRIALS
Stabilus SE,CONSUMER DISCRETIONARY
SWARCO DAMBACH GmbH,INFORMATION TECHNOLOGY
KWG Kommunale Wohnen AG,REAL ESTATE
Group Diebold Nixdorf,INDUSTRIALS
MDEXX GMBH,INDUSTRIALS
Granite Holding GmbH,CONSUMER DISCRETIONARY
SIEMPELKAMP CZ S R O,INDUSTRIALS
Robert Bosch Elektronika Gyártó Kft,CONSUMER DISCRETIONARY
Subgroup Bombardier,INDUSTRIALS
BSA GmbH,INDUSTRIALS
Klosterquell Hofer GmbH,CONSUMER STAPLES
Graef GmbH,CONSUMER DISCRETIONARY
Subgroup Amoena,HEALTH CARE
TRILUX GmbH & Co. KG,INDUSTRIALS
Silgan Closures GmbH,INDUSTRIALS
Diaverum Deutschland GmbH,HEALTH CARE
Novum Group Holding Gmbh,CONSUMER DISCRETIONARY
Eni Deutschland GmbH,NOT RELEVANT
"SUBTIL Slovakia, s.r.o.",INDUSTRIALS
Mecklenburgia GmbH & Co Grundbesitz,FINANCIALS
UBM Development Deutschland GmbH,FINANCIALS
FTI TOURISTIK GMBH,CONSUMER DISCRETIONARY
WILHELM GEIGER GMBH,INDUSTRIALS
Intersnack International B.V.,CONSUMER STAPLES
Vattenfall Wärme Berlin AG,UTILITIES
Interfer - Steel and Commodities Gm,INDUSTRIALS
AIB KUNSTMANN METAL S R O,INDUSTRIALS
Group Swiss Steel,MATERIALS
Group Doehler,CONSUMER STAPLES
Quehenberger Logistics DE GmbH,INDUSTRIALS
Group Schiller Heinrich,MATERIALS
Group Eurocircuits,INFORMATION TECHNOLOGY
thyssenkrupp Materials Services Gmb,MATERIALS
Holcim Auslandsbeteiligungs,NOT RELEVANT
OMV Deutschland GmbH,NOT RELEVANT
Anheuser-Bush Inbev Deutschland Gmb,CONSUMER STAPLES
Giomi Senioren-Residenz Vahrenwald,HEALTH CARE
nahwaerme.de Bioenergie GmbH,NOT RELEVANT
ZIEGLER GMBH,NOT RELEVANT
Eads European Aeronautic,NOT RELEVANT
GROUP Meyra Group,HEALTH CARE
Raffinerie Heide GmbH,ENERGY
Treofan Zweite Holdings GmbH,MATERIALS
GAMAT CZ A S,CONSUMER DISCRETIONARY
Group Deutsche Glasfaser,COMMUNICATIONS
Frölich & Kaufmann Verlag,INDUSTRIALS
ASCENT Pflege Hettstedt Immobilienl,HEALTH CARE
Arbeiterwohlfahrt Stadtkreis Gießen,HEALTH CARE
"SGB SMIT USA HOLDING, INC.",NOT RELEVANT
Fresenius Kabi AG,INDUSTRIALS
Starkstrom-Gerätebau,INDUSTRIALS
DB Fernverkehr Aktiengesellschaft,INDUSTRIALS
Software GmbH,INDUSTRIALS
Kaufhof Aachen II GmbH,REAL ESTATE
Max-Planck-Förderstiftung,NOT RELEVANT
Prolicht Werbung GmbH,INDUSTRIALS
WITTE AUTOMOTIVE GMBH,CONSUMER DISCRETIONARY
HANS-JURGEN KEIL ANGLAGENBAU GMBH &,INDUSTRIALS
GROUP Max Aicher,MATERIALS
Audi München GmbH,CONSUMER DISCRETIONARY
MVV Energie AG,UTILITIES
PILLER GROUP GMBH,INDUSTRIALS
SARIA SE & Co. KG,CONSUMER STAPLES
DEUFOL CESKA REPUBLIKA S R O,MATERIALS
Tipico Co. Ltd,CONSUMER DISCRETIONARY
HPI GERMANY Hotelbesitz GmbH,REAL ESTATE
MULTIMON AG,INDUSTRIALS
Group EMAG,INDUSTRIALS
EuroChem Agro GmbH,MATERIALS
EINKAUFSBURO DEUTSCHER EISENHANDLER,INDUSTRIALS
Subgroup WAGO Kontakttechnik,INDUSTRIALS
Bayer AG,HEALTH CARE
Group RAG Stiftung,ENERGY
CONTINENTAL FRANCE SNC,CONSUMER DISCRETIONARY
TESLA MANUFACTURING BRANDENBURG SE,CONSUMER DISCRETIONARY
Voltfang GmbH,INDUSTRIALS
PreZero Deutschland KG,INDUSTRIALS
Techem GmbH,INDUSTRIALS
BADER VERWALTUNGSGESELLSCHAFT MBH,CONSUMER DISCRETIONARY
GROUP POSSEHL,INDUSTRIALS
ABM Greiffenberger Antriebs-,NOT RELEVANT
TRW DEUTSCHLAND HOLDING GMBH,CONSUMER DISCRETIONARY
Richard Fritz Holding GmbH,CONSUMER DISCRETIONARY
Franz Josef Haslberger,MATERIALS
Shore GmbH,INFORMATION TECHNOLOGY
VOLKSWAGEN AKTIENGESELLSCHAFT,CONSUMER DISCRETIONARY
Group Meyer Werft,INDUSTRIALS
Group Innomotics,INDUSTRIALS
BRINGMEISTER GMBH,CONSUMER STAPLES
Europart German Bidco,CONSUMER DISCRETIONARY
ILIM NORDIK TIMBER GMBH,MATERIALS
Labco UK Group Limited,HEALTH CARE
DR SCHAR DEUTSCHLAND GMBH,CONSUMER STAPLES
SUBGROUP ISOLITE CONSOLIDATED,CONSUMER DISCRETIONARY
SCHLENK METALLIC PIGMENTS GMBH,MATERIALS
Abade Immobilienleasing GmbH,FINANCIALS
GROUP EUROPART,NOT RELEVANT
Explorado Operations GmbH,CONSUMER DISCRETIONARY
Group Siemag Tecberg,INDUSTRIALS
SCHIEFFER GMBH & CO KG,NOT RELEVANT
Verallia Deutschland AG,MATERIALS
Schustermann & Borenstein GmbH,CONSUMER DISCRETIONARY
Engel & Völkers AG,REAL ESTATE
Biesterfeld International GmbH,MATERIALS
MEYER NEPTUN GmbH,INDUSTRIALS
Group Wirecard,INFORMATION TECHNOLOGY
Group Bechtle,INFORMATION TECHNOLOGY
Group CeramTec,INDUSTRIALS
LOGIMEXX GMBH,INDUSTRIALS
Medikomp GmbH,HEALTH CARE
United Internet AG,COMMUNICATIONS
HANSGROHE SE,INDUSTRIALS
OBO Bettermann Produktion,INDUSTRIALS
Group Eckes,NOT RELEVANT
HELLA GmbH & Co. KGaA,CONSUMER DISCRETIONARY
SPANTEC SPANN ANKERTECHNIK GMBH,INDUSTRIALS
SelfStorage - Dein Lagerraum,REAL ESTATE
Group BMW,CONSUMER DISCRETIONARY
BEPRO BLECH UND PROFILSTAHL HANDELS,INDUSTRIALS
Group Teamviewer,INFORMATION TECHNOLOGY
Deutsche Telekom AG,COMMUNICATIONS
BMW Pension (Germany),CONSUMER DISCRETIONARY
SG IN tIME Holdings GmbH,INDUSTRIALS
MAGNA Powertrain Germany GmbH,NOT RELEVANT
Group Steel Mont,INDUSTRIALS
cflox GmbH,FINANCIALS
Kursana Residenzen GmbH,INDUSTRIALS
Group Kerstein Christoph,HEALTH CARE
MEGATECH INDUSTRIES BRNO S R O,CONSUMER DISCRETIONARY
1&1 Mobilfunk GmbH,COMMUNICATIONS
Cargoe Deutschland GmbH,INDUSTRIALS
DATEV eG,INFORMATION TECHNOLOGY
Innomotics GmbH,INDUSTRIALS
Schlemmer Holding GmbH,NOT RELEVANT
VetterTec GmbH,INDUSTRIALS
expert Warenvertrieb GmbH,CONSUMER DISCRETIONARY
Group Schlemmer,CONSUMER DISCRETIONARY
PHOENIX CONVEYOR BELT SYSTEMS GMBH,MATERIALS
WUNSCH LEUCHTEN GMBH,INDUSTRIALS
AURELIUS Alpha Invest New GmbH,INDUSTRIALS
KORBER PHARMA PACKAGING GMBH,INDUSTRIALS
Baywa Aktiengesellschaft,CONSUMER STAPLES
Smartpoint s.r.o.,INDUSTRIALS
Subgroup HIL International GmbH,INDUSTRIALS
Ecoform Multifol Verpackungsfolien,MATERIALS
Schwarz Pharma AG,NOT RELEVANT
PlusHolding GmbH,INFORMATION TECHNOLOGY
STULZ GMBH,INDUSTRIALS
Hunkemöller Deutschland,CONSUMER DISCRETIONARY
Group Rethmann,UTILITIES
Hipp-Werk Georg Hipp OHG,CONSUMER STAPLES
Oiltanking GmbH,ENERGY
Diverse Forderungen,INFORMATION TECHNOLOGY
Kaufland Stiftung & Co.KG,CONSUMER STAPLES
Heimstaden Property GmbH,REAL ESTATE
Subgroup Saria,CONSUMER STAPLES
Group Adevinta,CONSUMER DISCRETIONARY
Streif Haus GmbH,INDUSTRIALS
Mebasa Uwe Jung GmbH,CONSUMER DISCRETIONARY
Ericsson Services GmbH,INFORMATION TECHNOLOGY
Rovema Verpackungsmaschinen GmbH,INDUSTRIALS
Healthcare Immobilien,HEALTH CARE
Consus Investment Bundesallee,REAL ESTATE
MediaMarktSaturn Retail Group GmbH,CONSUMER DISCRETIONARY
Group Best Secret,CONSUMER DISCRETIONARY
Group Krusselin,INDUSTRIALS
Raumagentur Thomas Reith GmbH,INDUSTRIALS
DEUTZ AKTIENGESELLSCHAFT,INDUSTRIALS
Tui AG,CONSUMER DISCRETIONARY
PKE Immo Schkeuditz Nord GmbH & Co,REAL ESTATE
Leoni WSSK,CONSUMER DISCRETIONARY
XL Immo GmbH,CONSUMER DISCRETIONARY
VITREA Senioren- und Pflegeheim Het,HEALTH CARE
PreZero Stiftung & Co. KG,INDUSTRIALS
HORNBACH Holding AG & Co. KGaA,INDUSTRIALS
MM Packaging Caesar GmbH,MATERIALS
PFENNIGPFEIFFER,CONSUMER DISCRETIONARY
GROUP Rudolph Logistic,CONSUMER DISCRETIONARY
EDER GMBH,INDUSTRIALS
SUBGROUP STOBA HOLDING CONSOLIDATED,INDUSTRIALS
Bewag Pension Fund,FINANCIALS
conwert Immobilien Development GmbH,NOT RELEVANT
HELLUX LEUCHTEN GMBH,NOT RELEVANT
ALPLA Lehner GmbH & Co. KG,MATERIALS
Group Jenoptik,INFORMATION TECHNOLOGY
Rechenzentrum der Finanzverwaltung ,INDUSTRIALS
Fränkische Plastiks GmbH,CONSUMER DISCRETIONARY
Deltavista GmbH,NOT RELEVANT
Lincoln Bayern Märkte B.V. & Co. KG,NOT RELEVANT
SCHENK SPEDITION TRANSPORTE GMBH,INDUSTRIALS
Group DVV,UTILITIES
PolyStorm Bidco AB,INDUSTRIALS
Subgroup Heat Exchangers,INDUSTRIALS
Adorant Immobilienleasing GmbH,REAL ESTATE
Group Dr¿xlmaier,CONSUMER DISCRETIONARY
BOYSEN MANAGEMENT GMBH,CONSUMER DISCRETIONARY
Speira GmbH,MATERIALS
Group Software AG,INFORMATION TECHNOLOGY
TIMETOACT Management GmbH,INFORMATION TECHNOLOGY
BBF BIKE GMBH,CONSUMER DISCRETIONARY
LEONHARD MOLL BETONWERKE GMBH & CO,MATERIALS
Unitymedia Hessen,CONSUMER DISCRETIONARY
I. Brauer GmbH,INDUSTRIALS
Subgroup MAN,INDUSTRIALS
Hamburger Rieger GmbH,MATERIALS
Group Melitta,CONSUMER STAPLES
Group Jahncke,NOT RELEVANT
Compagnie de Saint-Gobain Zweignied,NOT RELEVANT
PaulCamper GmbH,CONSUMER DISCRETIONARY
voestalpine Automotive,MATERIALS
IFINA Beteiligungsgesellschaft,INDUSTRIALS
sea chefs Cruise Services,CONSUMER DISCRETIONARY
Gala Hungary Kft.,CONSUMER STAPLES
Näder Holding GmbH & Co. KG,HEALTH CARE
KMF KEMPTENER MASCHINENFABRIK GMBH,INDUSTRIALS
AQ MAGNETRONICS S R O,INDUSTRIALS
L I T CARGO CZECHIA S R O,INDUSTRIALS
Dymschiz Gay,NOT RELEVANT
AUTO1 Group Operations SE,CONSUMER DISCRETIONARY
NC LINE A S,INDUSTRIALS
Group NOVATIC,MATERIALS
P3 Group S.àr.l.,REAL ESTATE
Serumwerk Bernburg AG,HEALTH CARE
admitad GmbH,COMMUNICATIONS
Wallerstein Interior GmbH,CONSUMER DISCRETIONARY
thyssenkrupp Schulte GmbH,MATERIALS
congatec GmbH,INFORMATION TECHNOLOGY
GEZE DOO ZRENJANIN,INDUSTRIALS
Group WorkMotion,INDUSTRIALS
Subgroup Vitronic,INFORMATION TECHNOLOGY
GROUP OTTO FUCHS,INDUSTRIALS
Gewerkschaft der Polizei Bundesvors,INDUSTRIALS
EUROPART Materials GmbH,CONSUMER DISCRETIONARY
Conergy AG,INDUSTRIALS
GROUP AWECO,NOT RELEVANT
Subgroup Veka,INDUSTRIALS
Group Kässbohrer,INDUSTRIALS
Group Papierfabrik Adolf Jass,MATERIALS
HASSLACHER Holzbauteile GmbH & Co.,MATERIALS
Unger Stahlbau GmbH,INDUSTRIALS
Fleischwerk Weißenfels GmbH,CONSUMER STAPLES
DKV MOBILITY GROUP SE,INDUSTRIALS
L2-Beteiligungs GmbH,CONSUMER DISCRETIONARY
Group Driescher,INDUSTRIALS
AIB KUNSTMANN HOLDING GMBH,INDUSTRIALS
NORDLAM GmbH,MATERIALS
TECH-MASTERS Deutschland GmbH,INDUSTRIALS
SB Lidl KG,CONSUMER STAPLES
WIGA Transport Beteiligungs-,ENERGY
ERT AUTOMOTIVE BOHEMIA S R O,CONSUMER DISCRETIONARY
Schaeffler Technologies AG & Co. KG,CONSUMER DISCRETIONARY
Exyte Holding GmbH,INDUSTRIALS
Robert Bosch Kft.,INDUSTRIALS
Group Intica Systems,CONSUMER DISCRETIONARY
Cronimet Holding GmbH,MATERIALS
Deutsches Milchkontor eG,CONSUMER STAPLES
"United Initiators, Inc.",MATERIALS
MILSPED GMBH,INDUSTRIALS
Group DATAGROUP,INFORMATION TECHNOLOGY
Group Wepa,CONSUMER STAPLES
Group Eat Happy One Rock,CONSUMER STAPLES
Group MS Holding,HEALTH CARE
OLYMPUS EUROPA,HEALTH CARE
AEP GmbH,HEALTH CARE
AICHELIN SERVICE GMBH,INDUSTRIALS
RICHTER FRENZEL GMBH,INDUSTRIALS
Group Multivac,INDUSTRIALS
SPIE SAG Group GmbH,INDUSTRIALS
Pfaudler GmbH,INDUSTRIALS
Group AERO INVEST,CONSUMER DISCRETIONARY
PHOENIX Hungaria Holding Zrt.,HEALTH CARE
RL Anlagenvermietung Gesellschaft m,FINANCIALS
Yanfeng Intl Automotive Tech.,CONSUMER DISCRETIONARY
Subgroup Stadtwerke Düsseldorf,UTILITIES
GROUP IMS GEAR,CONSUMER DISCRETIONARY
Duvenbeck Logistics Holding GmbH &,CONSUMER DISCRETIONARY
Subgroup Nordex,INDUSTRIALS
Group PlusServer,INFORMATION TECHNOLOGY
ebm-papst,INDUSTRIALS
CLINRESEARCH GMBH,HEALTH CARE
MEVACO Kft.,INDUSTRIALS
Gebr. Dingerkus GmbH & Co. KG,CONSUMER DISCRETIONARY
Modine Europe GmbH,CONSUMER DISCRETIONARY
Jobst & Junghanns GmbH,INDUSTRIALS
Group Dorma,INDUSTRIALS
Biogena Deutschland GmbH,CONSUMER STAPLES
LKG-Delta Fémszerkezet gyártó és sz,INDUSTRIALS
FREQUENTIS COMSOFT GmbH,INFORMATION TECHNOLOGY
H WITTFELD HANDELSGESELLSCHAFT FUR,MATERIALS
Compo Expert GmbH,MATERIALS
Delivery Hero SE,CONSUMER DISCRETIONARY
Subgroup e-plus,COMMUNICATIONS
Group Max Bögl Stiftung,INDUSTRIALS
ISMM PRODUCTION BUSINESS COOPERATIO,INDUSTRIALS
Techem Verwaltungsgesellschaft,INDUSTRIALS
Gunvor Raffinerie Ingolstadt,INDUSTRIALS
Group Bizerba,INDUSTRIALS
Group WIGA,ENERGY
Group Second Foundation,UTILITIES
EP Global Commerce VI GmbH,CONSUMER STAPLES
SAS AUTOSYSTEMTECHNIK,CONSUMER DISCRETIONARY
TOTAL Deutschland GmbH TCS-Grundbes,ENERGY
Azurit natürlich essen im Alter Gmb,HEALTH CARE
TRIMET Grundstücksverwaltung,REAL ESTATE
Aerzener Maschinenfabrik GmbH,INDUSTRIALS
KRONE Agriculture SE,INDUSTRIALS
DYWIDAG SYSTEMS INTERNATIONAL GMBH,INDUSTRIALS
Group Serafin,MATERIALS
Max Aicher GmbH & Co. KG,MATERIALS
Knorr-Bremse AG,INDUSTRIALS
Volkswagen Leasing GmbH,CONSUMER DISCRETIONARY
BorgWarner Turbo Systems GmbH,CONSUMER DISCRETIONARY
Wintershall Dea AG,MATERIALS
Edelmann GmbH,MATERIALS
mutares Holding-91 GmbH,INDUSTRIALS
Techtronic Industries Manufacturing,INDUSTRIALS
Asterix AcquiCo GmbH,CONSUMER STAPLES
Group Maxingvest,CONSUMER STAPLES
Klöckner & Co SE,NOT RELEVANT
Alpine Bau Deutschland AG,INDUSTRIALS
VDM Metals Holding GmbH,MATERIALS
Norson GmbH. & Co. KG 2,HEALTH CARE
efcom gmbh,INFORMATION TECHNOLOGY
SWF Krantechnik GmbH,INDUSTRIALS
KORBER PHARMA INSPECTION GMBH,INDUSTRIALS
BDSK Handels GmbH & Co. KG,CONSUMER DISCRETIONARY
Subgroup Kronospan Services AG,MATERIALS
Dr. Dominik Benner,REAL ESTATE
GROUP KUFNER,CONSUMER DISCRETIONARY
MICRO EPSILON MESSTECHNIK,NOT RELEVANT
Group Carestone,REAL ESTATE
Subgroup In Time,INDUSTRIALS
ECOSOIL SUD GMBH,INDUSTRIALS
Greiner Bio-One GmbH,NOT RELEVANT
NBHX Trim GmbH,CONSUMER DISCRETIONARY
PEG ROHRLEITUNGSSYSTEME GMBH,INDUSTRIALS
Wepa Deutschland GmbH & Co. KG,MATERIALS
Group Maier Lorenz Dionys,ENERGY
Humboldt Wedag GmbH,INDUSTRIALS
SEFE Energy GmbH,ENERGY
Group Gerry Weber,CONSUMER DISCRETIONARY
Kurhotel Bad Pirawarth Ges.m.b.H. &,HEALTH CARE
SYSTEAM Gesellschaft für,INFORMATION TECHNOLOGY
bMI Deutschland GmbH,MATERIALS
ProSiebenSat.1 Media SE,COMMUNICATIONS
Group Renolit,MATERIALS
Bode Bidco,INDUSTRIALS
Group Praktiker,CONSUMER DISCRETIONARY
GOTTWALD PORT TECHNOLOGY GMBH,MATERIALS
Sellner Holding GmbH,CONSUMER DISCRETIONARY
GLOBUS Handelshof St.Wendel Grundst,CONSUMER DISCRETIONARY
Vodafone GmbH,COMMUNICATIONS
KHD Humboldt Wedag International AG,INDUSTRIALS
Zhongding Europe GmbH,CONSUMER DISCRETIONARY
Deutsche Edelstahlwerke GmbH,NOT RELEVANT
SAP SE,INFORMATION TECHNOLOGY
Group Fiege,INDUSTRIALS
KAISER COMPANY S R O,CONSUMER DISCRETIONARY
DMG MORI DIGITAL GMBH,INFORMATION TECHNOLOGY
RSP GMBH CO KG,INDUSTRIALS
Group Think-cell,INFORMATION TECHNOLOGY
ALGON GABIONEN GMBH,MATERIALS
Hochland SE,NOT RELEVANT
Deutsche Lufthansa AG,INDUSTRIALS
OM-Handels GmbH,CONSUMER DISCRETIONARY
Subgroup Evonik Industries,MATERIALS
VITRONIC Machine Vision GmbH,INFORMATION TECHNOLOGY
Group Saarstahl,MATERIALS
Fröling Deutschland Verwaltung GmbH,INDUSTRIALS
Group Christ Juweliere,CONSUMER DISCRETIONARY
CRAFTSMAN FRONBERG GUSS GMBH S R O,INDUSTRIALS
TOOL CONSTRUCTION S R O,CONSUMER DISCRETIONARY
DAIMLER TRUCK AG,INDUSTRIALS
LAP Group Holding GmbH,HEALTH CARE
InterRail Europe GmbH,INDUSTRIALS
SWP Senioren Wohnpark Klötze GesmbH,HEALTH CARE
KSB SE & Co. KGaA,INDUSTRIALS
Silgan Metal Packaging Germany GmbH,MATERIALS
RSH ROHR UND STAHLHANDEL GMBH,MATERIALS
KME Grundstücksgesellschaft,MATERIALS
PARABEL S R O,INDUSTRIALS
Epodex GmbH,MATERIALS
Subgroup CropEnergies,CONSUMER STAPLES
RINGFOTO GmbH & Co. KG,CONSUMER DISCRETIONARY
Aluminium Rheinfelden Semis,MATERIALS
Group Vonovia,REAL ESTATE
Group MVV Energie,UTILITIES
BRANICKS Group AG,REAL ESTATE
Group Conergy,INDUSTRIALS
DPV Deutscher Pressevertrieb GmbH,CONSUMER DISCRETIONARY
E R S MATERIALS GMBH,INDUSTRIALS
HAAS GMBH&CO BETEILIGUNGS KG,FINANCIALS
Stadtwerke Duisburg AG,UTILITIES
Group EWM AG,INDUSTRIALS
STATKRAFT MARKETS GMBH,UTILITIES
Ingredion Germany GmbH,CONSUMER STAPLES
August Storck KG,CONSUMER STAPLES
Adevinta Finance AS,CONSUMER DISCRETIONARY
United Initiators Global Services G,MATERIALS
Group Hirschvogel,CONSUMER DISCRETIONARY
Felina Hungaria Kft.,CONSUMER DISCRETIONARY
Group E.ON,UTILITIES
Schlau Heimtex Einkaufs GmbH,CONSUMER DISCRETIONARY
Näder Beteiligungs GmbH,NOT RELEVANT
WBN WAGGONBAU NIESKY GMBH,NOT RELEVANT
FRIEDRICH BOYSEN GMBH CO KG,CONSUMER DISCRETIONARY
CONTITECH TRANSPORTBANDSYSTEME GMBH,CONSUMER DISCRETIONARY
HOSELMANN STAHL GMBH HANDEL UND ANA,MATERIALS
Weidemark Fleischwaren,CONSUMER STAPLES
MACROMETAL HANDELSGESELLSCHAFT MBH,INDUSTRIALS
