name,industry
GROUP Trenita ,CONSUMER STAPLES
"PP ""Tavriia Plius""",CONSUMER STAPLES
ODESKYI KONSERVNYI ZAVOD,CONSUMER STAPLES
GROUP Agroton,NOT RELEVANT
PP AHRON,CONSUMER STAPLES
"TOV ""APK UKRAINA""",CONSUMER STAPLES
"TOV ""Khavas PR Kyiv""",COMMUNICATIONS
"TOV ""Vodaland Industry""",MATERIALS
"TOV ""Germes Svit""",CONSUMER STAPLES
"TOV ""Premier""",CONSUMER STAPLES
TOV KK-K.3,REAL ESTATE
BARANIVSKYI FARFOROVYI ZAVOD,NOT RELEVANT
TOV 'PEREShchEPYNSKYI KOMBINAT 'PBM,NOT RELEVANT
GROUP Makushenko,CONSUMER STAPLES
"VAT ""DOntsement""",NOT RELEVANT
TOV YeFFEKT,CONSUMER STAPLES
TOV DYAD,CONSUMER STAPLES
"TOV ""Raston""",CONSUMER STAPLES
Edikina I.I.,NOT RELEVANT
TOV BRIUS,FINANCIALS
VVK,CONSUMER STAPLES
PP NATSIONAL,CONSUMER STAPLES
Donetsk Fuel Company,ENERGY
ZAT MAKROKHIM,MATERIALS
POKROVSKE,CONSUMER STAPLES
"TOV ""Indyk Produkt""",CONSUMER STAPLES
"TOV ""Khammer HMBKH""",CONSUMER DISCRETIONARY
GROUP Karhes,ENERGY
In. pidprAhrarproduktyVild-Ukraina,NOT RELEVANT
DP 'Myasopererobnyi kompleks 'Rosan,CONSUMER STAPLES
"TOV ""HK ""Invest""",CONSUMER STAPLES
DP 'Ternopilskyi oblavtodor',NOT RELEVANT
"TOV ""Rozma""",MATERIALS
GROUP Persha Lohistychna Kompaniia,INDUSTRIALS
TOV 'Soiuz-NPK',NOT RELEVANT
KP Kyivskoi oblasnoi rady Avtohosp,NOT RELEVANT
"MPP ""Spektr""",MATERIALS
"TOV ""Ahrofirma ""Chervonosilska""",CONSUMER STAPLES
"TOV ""Sal've""",CONSUMER STAPLES
"TOV ""Yasen-Podillia""",CONSUMER DISCRETIONARY
FOP Martynyuk A.O.,CONSUMER DISCRETIONARY
"TOV ""Absoliut-L""",CONSUMER STAPLES
Fastivskyi kombinat komunalnykh pi,NOT RELEVANT
"""SAVSERVICE-MOVA"" LLC",CONSUMER STAPLES
GROUP Servisahrokholdynh,MATERIALS
GROUP Berezovskykh,CONSUMER STAPLES
SUBGROUP Teplychnyi,CONSUMER STAPLES
"TOV ""KROK TREYD TSENTR""",CONSUMER STAPLES
TOV Firma Khimplast,CONSUMER STAPLES
Theeuwes Holding B.V.,CONSUMER STAPLES
TOV GARDINIYA KHOUM DEKOR UKRA,CONSUMER DISCRETIONARY
BIOFERT LLC,MATERIALS
"TOV ""Ukrflora-Vinnytsia""",CONSUMER STAPLES
"TOV ""Maksibud Inzhyniryng""",INDUSTRIALS
ZhF ZhYTOMYRDIPRODOR,NOT RELEVANT
group agama treyd,NOT RELEVANT
TZOV FIRMA HOBA,REAL ESTATE
"AKTS TOV ZAK TYPU """"KHARKYVMAS",ENERGY
GROUP Hrinenko Iu.A.,NOT RELEVANT
"TOV ""Terminal Naftohaz""",ENERGY
TOV 'M'YaSNA TRADYTsIYa',NOT RELEVANT
GROUP Poloh.Budynok Leleka,HEALTH CARE
GROUP Akvarel,CONSUMER STAPLES
fozzy food,NOT RELEVANT
Gavrylenko Oksana Volodymyrivna,NOT RELEVANT
"TOV ""Eliksyr Ukraina""",MATERIALS
TOV 'Skvyrateks',CONSUMER DISCRETIONARY
"LLC ""Trading Company ""OPTIM""",CONSUMER DISCRETIONARY
"STOV ""KACHALIVS'KE",CONSUMER STAPLES
"AT ""Montale""",FINANCIALS
SUBGROUP Avtostrada ,INDUSTRIALS
TOV VELES IF,CONSUMER STAPLES
GROUP GADZ,CONSUMER STAPLES
JSC UKRAINIAN RAILWAYS,INDUSTRIALS
"TOV ""Peremoha Ahro""",CONSUMER STAPLES
TOV Formatsiia Syhnivka,REAL ESTATE
IVANKO OKSANA OLEKSANDRIVNA,CONSUMER STAPLES
TOV Neo Informpluis,CONSUMER STAPLES
TOV UKRAINSKA PALYVNO-ENERHETYCHN,ENERGY
"PrAT ""MKhP""",CONSUMER STAPLES
"TOV """"Servis Pro""",CONSUMER STAPLES
GROUP Dyler-Tsentr,CONSUMER DISCRETIONARY
"PP ""Agrofon""",CONSUMER STAPLES
SUBGROUP GNG Retail Limited ,CONSUMER DISCRETIONARY
Subgroup LanOil,CONSUMER STAPLES
FOP FADIEIEVA RUSLANA VASYLIVN,CONSUMER STAPLES
TOV STM-FARM,HEALTH CARE
PNDKK firma Konkord-Hei,INDUSTRIALS
TOV OKKO-SERVICE,CONSUMER DISCRETIONARY
Pryvatne Pidpryiemstvo 'Severyn',INDUSTRIALS
TOV Karydiia Plus,CONSUMER STAPLES
TOV Defakto Riteyl Ukraine,CONSUMER DISCRETIONARY
LUTS'KE VID.PT ZAS.-KRED.DIM#3,FINANCIALS
VAT PDBP 2,NOT RELEVANT
FG LADA-MARIIA,CONSUMER STAPLES
Iug zhk,NOT RELEVANT
"AT""LUKOIL""-ODES'KYI NAFTOPERER",NOT RELEVANT
OOO SUDNOSERVIS,CONSUMER STAPLES
GROUP Bebko,CONSUMER DISCRETIONARY
Filiya Mankivskyi raiavtodor,INDUSTRIALS
GROUP Obolon,CONSUMER STAPLES
"DERZHAVNE PIDPRIIEMSTVO ""SLAVUTSKE",MATERIALS
GROUP Evviva,CONSUMER DISCRETIONARY
PRAT VTORMET,NOT RELEVANT
PP üKVATOR,NOT RELEVANT
PETRUS-INVESTKOMPANIIA,CONSUMER STAPLES
"TOV ""Brusylivs'kyi Maslozavod""",CONSUMER STAPLES
TOV Arkaplast,MATERIALS
"SHTOV ""Zolota balka""",CONSUMER STAPLES
"PP ""Ovochivnyk-1""",CONSUMER STAPLES
PP 'Makro Market',NOT RELEVANT
"PP ""Vinfort""",MATERIALS
Procter & Gamble,NOT RELEVANT
LLC STV DISTRIBUTION,CONSUMER STAPLES
TOV Avtotsentr Praha Avto na Kiltse,CONSUMER DISCRETIONARY
GROUP Euronafta,ENERGY
"TOV ""SHVP ""ELANETSKE""",CONSUMER STAPLES
PINIAZEVYTSKYI KARIER,MATERIALS
"TOV ""3S Hrup""",CONSUMER DISCRETIONARY
GROUP AVTODYSTRYBIUSHN UKRAINA,CONSUMER DISCRETIONARY
"TOV ""Apk Donets'""",CONSUMER STAPLES
"DP ""TARKETT UA""",CONSUMER DISCRETIONARY
"IARMOLINETSKE LISOHOSP.PIDP-VO ""DE",MATERIALS
GROUP Universal,CONSUMER DISCRETIONARY
TOV Spetstekhosnastka,MATERIALS
TATRAFAN LLC,MATERIALS
GROUP Fudz,CONSUMER STAPLES
"TOB ""Impres""",INDUSTRIALS
ZAT NVF Urozhai,CONSUMER STAPLES
"TOV ""Natsionalnyi Tsukor""",CONSUMER STAPLES
PII U FORMI TOV 'ASBIS-UKRAINA',INFORMATION TECHNOLOGY
TOV Gold Drop-Ukraina,CONSUMER STAPLES
GROUP Olstas-Lon,CONSUMER STAPLES
"PrAT ""Pivnichnyi Hirnycho-",MATERIALS
"PP ""Spart - Ahro""",CONSUMER STAPLES
"TOV ""VKF""Azovopttorh""",CONSUMER STAPLES
OOO UKRSTROITRANS,INDUSTRIALS
"PP ""FLESH TEID SERVIS""",CONSUMER DISCRETIONARY
FORVEI,ENERGY
PAO Khlib,NOT RELEVANT
Chuhuiv-produkt,NOT RELEVANT
TOV DEBIuT,MATERIALS
STOV NADIYa UKRAINY,CONSUMER STAPLES
ZHOVTEN' LLC,CONSUMER STAPLES
LIMITED LIABILITY COMPANY DO AND CO,CONSUMER STAPLES
"TOV ""Khliborob-S""",CONSUMER STAPLES
"PP ""Budtekhnologiia-H""",NOT RELEVANT
"VAT ""Umanpyvo""",NOT RELEVANT
"PE ""OKKO-BUSINESS CONTRACT""",CONSUMER DISCRETIONARY
TOV VKF 'TRUBOTORH',NOT RELEVANT
GROUP Mriia,INDUSTRIALS
"SFH ""Mriia""",CONSUMER STAPLES
TOV 'VTP 'Inzhproekt',CONSUMER DISCRETIONARY
"TOV ""Medychna Kompaniia ""Medikus""",CONSUMER STAPLES
PP VKF ELIZH,CONSUMER DISCRETIONARY
"TOV ""Ekoprodvin""",CONSUMER STAPLES
FOP Khmelevska V.Y.,CONSUMER DISCRETIONARY
LIMITED LIABILITY COMPANY GLOBAL RE,CONSUMER DISCRETIONARY
GROUP Mendryk,CONSUMER STAPLES
"TOV ""Inteks-Hrup""",INDUSTRIALS
"S/g TOV""a.f.Zlagoda""",CONSUMER STAPLES
"TOV ""Propan-premium""",UTILITIES
"TOV ""DTEK Vysokovol'tni merezh",UTILITIES
"TOV FIRMA ""ASTARTA-KYIV""",CONSUMER STAPLES
"TOV ""FLORA-ORHANIK""",CONSUMER STAPLES
"FG ""AGRO-SAN""",CONSUMER STAPLES
PP Dobrotekh,UTILITIES
"TOV ""Shayan""",CONSUMER DISCRETIONARY
VIDKRYTE AKTsIONERNE TOVARYSTVO 'KR,CONSUMER DISCRETIONARY
GROUP Asteks Treiding,INDUSTRIALS
"TOV ""Atlant Budkomplekt""",CONSUMER DISCRETIONARY
PP PELIKAN,CONSUMER DISCRETIONARY
"TOV ""RAIZ-ZAKHID""",CONSUMER STAPLES
"TOV ""Tsukrovyi Dim""",CONSUMER STAPLES
"""Jysk Ukraine"" Ltd",CONSUMER DISCRETIONARY
GROUP Kyiv-Zakhid,CONSUMER STAPLES
"PAT ""Vyrobn.Obied.""Stalkanat-Silur""",INDUSTRIALS
Verkhovyns'kyi kombinat komunal'nyk,UTILITIES
FOP Shevchuk Bohdan Volodymyrovych,CONSUMER DISCRETIONARY
"TOV ""Mirent Hrup""",REAL ESTATE
PVKP STS,INDUSTRIALS
"TOV ""TD ""Hekta""",CONSUMER STAPLES
"TOV""ZHYTLO-BUD""",INDUSTRIALS
PP Vels,INDUSTRIALS
TOB 'Molodizhne',REAL ESTATE
SFH Voloshchakevich,CONSUMER STAPLES
"TOV ""Vektor-Treid-Zakhid""",CONSUMER STAPLES
"TOV ""Elifibr""",CONSUMER STAPLES
"TOV ""TRYNADTSIATYI ELEMENT""",INDUSTRIALS
PP SHP HULIAIPIL'S'KE,CONSUMER STAPLES
FOP Maiboroda Serhii Mykolaiovych,INDUSTRIALS
TOV DANEIA,INDUSTRIALS
LIMITED LIABILITY COMPANY PHILIP MO,CONSUMER STAPLES
"TOV ""Shenderivskyi Lan""",CONSUMER STAPLES
"TOV ""Maki-treid""",CONSUMER STAPLES
Chekalskyi Sergii YUriiovych,CONSUMER STAPLES
"TOV ""SERVIS OIL""",ENERGY
PP Ahrotekhspilka UKRAINA,CONSUMER STAPLES
TOV «INSTRUMENTARIUM SERVIS»,INDUSTRIALS
VAT DN ATP 11259,NOT RELEVANT
DP Bershadske lisove hospodarstvo,NOT RELEVANT
"TOV ""Investytsiina Budivel'na Kompa",INDUSTRIALS
"TOV ""Osnova Plyus - M""",CONSUMER STAPLES
DP Radhosp-zavod imeni Poliny Osyp,CONSUMER STAPLES
"TOV ""Systema i Bezpeka""",INFORMATION TECHNOLOGY
"PP ""SLAVUTYCH-PODILLYA""",CONSUMER STAPLES
Tovarystvo z Obmezhenoiu Vidpovidal,INFORMATION TECHNOLOGY
TOV 'Odeon',FINANCIALS
"Silskohospodar.TOV Ahrofirma""Zoria""",CONSUMER STAPLES
"KP ""MIS'KVODHOSP""",UTILITIES
CHTF,NOT RELEVANT
KALINIVSKY LANY LLC,CONSUMER STAPLES
"TOV ""Artleks""",CONSUMER DISCRETIONARY
UTF AG,CONSUMER STAPLES
"TOV ""Soiuz-Svitlo Ukraina""",CONSUMER DISCRETIONARY
GROUP Tradieks Ahro,CONSUMER STAPLES
FOP TOMENKO OLEKSANDR PETROVYCH,CONSUMER STAPLES
TOV  RENTOOFIS,CONSUMER DISCRETIONARY
"TOV ""OMEGA //""",CONSUMER DISCRETIONARY
GROUP Diedov,CONSUMER STAPLES
"TOV ""Poletekhnika""",INDUSTRIALS
OLIIAR,CONSUMER STAPLES
GROUP Liuks-Oil,CONSUMER STAPLES
"TOV ""YEVRO TREID ENERDZHI""",UTILITIES
GROUP Omega-Avtopostavka,CONSUMER DISCRETIONARY
GROUP Grand-Agro,MATERIALS
"TOV ""Agrofirma Kyivska""",CONSUMER STAPLES
TOV GEJA,CONSUMER STAPLES
Spilne Ahrokhimichne Pidpryiemstvo,CONSUMER STAPLES
GROUP Apteka Ants,CONSUMER STAPLES
GROUP Petlovanyi,CONSUMER STAPLES
"TOV ""PODOROZHNYK VINNYTSIA""",CONSUMER STAPLES
PAT Odeskyi Kabelnyi Zavod,INDUSTRIALS
DP BUDIVELNO MONTAZhNE UPRAVLINNYa,NOT RELEVANT
VAT Oleksandriiskyi khlibzavod,NOT RELEVANT
VAT Chernihivprodtovary,CONSUMER STAPLES
"TOV ""Tekhno Modul""",INDUSTRIALS
TOV FIRMA DAR,INDUSTRIALS
GROUP Viltos,CONSUMER DISCRETIONARY
SYNTRA TREIDINH,MATERIALS
FOP Novytska Mariana Mykhailivna,CONSUMER DISCRETIONARY
Investagroservis LLC,CONSUMER STAPLES
TOV 'ARM HRUP-LHANS'K',INDUSTRIALS
"TOV ""KOMINTERN-M""",CONSUMER STAPLES
AUDI-TSENTR KYIV,NOT RELEVANT
"TOV ""DOMION LTD""",CONSUMER STAPLES
KP HRANITNENSKE,MATERIALS
Dochernee predpriatie Avtoban,NOT RELEVANT
DP Pleminnyi zavod Ploskivskyi,CONSUMER STAPLES
"PP ""Sil's'k Pidpr ""POLOGY-AGRO""",CONSUMER STAPLES
TOV Ukrainsko-Norvezke pidpr-vo H,NOT RELEVANT
TOB 'Lohistyk-Cherkasy',CONSUMER STAPLES
Eastern Geological Union OOO,ENERGY
"SP TOV ""Halka LTD""",CONSUMER STAPLES
PP KOMPANIIA AVTOLEND,INDUSTRIALS
GROUP Global Spirits,CONSUMER STAPLES
"TOV FIRMA ""NOVOFARM-BIOSINTEZ""",HEALTH CARE
"STOV ""ISKRA""",CONSUMER STAPLES
Ost-west-logistic-ukraine llc,INDUSTRIALS
TOV UPTK-S,CONSUMER DISCRETIONARY
PAT Kyivskyi KPK,MATERIALS
"TOV SP ""SOLOMIIA""",CONSUMER STAPLES
"TOV  ""AGROSVIT-VOLYN""",CONSUMER STAPLES
USP LVIV LLC,INDUSTRIALS
"TOV ""Morivsk""",CONSUMER STAPLES
"LLC ""MANAGING COMPANY ""SKYWEST""",REAL ESTATE
FOP Rolietniev Maksym,CONSUMER STAPLES
Ost-West Logistik Netzwerk GmbH,INDUSTRIALS
DP Peremoha Nova,CONSUMER STAPLES
PP AVANTA-TREID,CONSUMER STAPLES
"TOV ""Rezon Treid""",CONSUMER STAPLES
TOV  ADMOTIS,CONSUMER STAPLES
TOV `Ahrotop`,CONSUMER STAPLES
GROUP Bastyon Hrupp,CONSUMER STAPLES
"TOV ""Avanta Kadrovi Rishennia""",INDUSTRIALS
"OJSC ""Khotyns'ke ATP-17741""",INDUSTRIALS
Mriya Agro Holding Public Limited,NOT RELEVANT
TOV Khlibodar,CONSUMER STAPLES
"TOV ""Oksford Medikal Pechersk""",HEALTH CARE
"PP ""UKR-TRANS""",NOT RELEVANT
Vial Management Group,NOT RELEVANT
"TOV ""Likhtner Beton Stryi""",MATERIALS
TOV'Nika Kholdinh Invest',REAL ESTATE
NNK- INVEST,CONSUMER DISCRETIONARY
OJSC Farmak,HEALTH CARE
DP Starosambirske LMH,MATERIALS
"TOV ""Ekodnipro""",HEALTH CARE
"TOV ""Orbita-Enerdzhi""",UTILITIES
TzOV Padekhiv-tsukop,CONSUMER STAPLES
TOV PEREMYShLYaNYAHRO,CONSUMER STAPLES
"Firma ""Tes""",ENERGY
Zavod Zalizobetonnyh Vyrobiv,NOT RELEVANT
PSP AHROFIRMA BILOZIRSKA,CONSUMER STAPLES
GROUP Oktiab.Vyno-Kon.Zavod,NOT RELEVANT
"PRYVATNE PIDPRYIEMSTVO ""SPIKA""",ENERGY
"TOV ""Dominanta Finans""",CONSUMER STAPLES
"FH ""Promin''",CONSUMER STAPLES
SUKP DONBASS OIL U VYHLYaDI TOV,MATERIALS
AROMAT DE,CONSUMER STAPLES
"TOV""Skvyrskyi Komb¿nat Khl¿boprod.""",CONSUMER STAPLES
SSTOV NVF NASINNYa-SERVIS,NOT RELEVANT
"TOV ""Drenkiten""",CONSUMER STAPLES
"TOV ""MAIAK-3""",CONSUMER STAPLES
TOV'TsARYChANSKYI KONSERVNYI ZAVOD',CONSUMER STAPLES
GROUP Vidzev,MATERIALS
TzOV Finansova kompaniya Dekra,INDUSTRIALS
GROUP Koneks,CONSUMER STAPLES
ARENA-SITI,NOT RELEVANT
"TOV ""Orhanik Hrein""",MATERIALS
"TOV ""Valter Khemi""",MATERIALS
SUBGROUP Ahroprodinvest,CONSUMER STAPLES
"TOV ""Khavas Ingeidzh Ukraina""",COMMUNICATIONS
"TOV ""PROMAVTOMATYKA VINNYTSIA""",INDUSTRIALS
PP FIRMA IUNIKS TREID KO,CONSUMER DISCRETIONARY
"TOV NVO ""Perspektyva""",CONSUMER STAPLES
Tonus Plius,NOT RELEVANT
GROUP Kips,NOT RELEVANT
TOV PARYTET-AHRO,NOT RELEVANT
PAT 'Borshchivhaz',NOT RELEVANT
"TOV ""DTEK Sverdlovantratsyt""",ENERGY
TD LASUNIA,CONSUMER STAPLES
Biehlov Oleh Yuriiovych,NOT RELEVANT
GROUP Ekspres-Produkt,CONSUMER STAPLES
TOV TRM Dnipro-Plaza,FINANCIALS
DP 'Instrument-servis',NOT RELEVANT
"TOV ""Kliver""",CONSUMER STAPLES
TOV ESEIChVI,REAL ESTATE
"TOV ""Ekspress-produkt""",CONSUMER STAPLES
"TOV ""DN KLASYK""",CONSUMER STAPLES
GROUP Sumykombikorm,NOT RELEVANT
FISUNENKO-SERDIUKOVA I.A.,CONSUMER STAPLES
KP BERDYCHIVTEPLOENERGO,UTILITIES
AVENUE AGRO LLC,CONSUMER STAPLES
TOV IEVROSERVIS #1,INDUSTRIALS
"TOV ""Naukovo-vyrobnyche",INDUSTRIALS
"DP ""Esteit-STN""",CONSUMER STAPLES
