name,industry
XVIII. Ker. Lakatos úti I. sz. Laká,REAL ESTATE
CITY FOOD EURO Kft.,CONSUMER STAPLES
"AGROBÁL MEZÖGAZDASÁGI, IPARI ÉS KER",CONSUMER STAPLES
BIHARSPED Kereskedelmi és Szolgálta,INDUSTRIALS
F3R-Ensi Technológia Gyártó és Szol,INDUSTRIALS
"Mór, Dózsa Gy. u. 23. Társasház",REAL ESTATE
Kiss Zoltán Miksa,NOT RELEVANT
Társasház Szent János u. 24,REAL ESTATE
FORRÁS ÁRUHÁZ Kereskedelmi és Szolg,CONSUMER STAPLES
"Kroltex Kft. ""f.a.""",INDUSTRIALS
"BETA-TRANS PLUSZ Kereskedelmi, Szál",INDUSTRIALS
Pek-Snack Vagyonkezelõ Korlátolt Fe,CONSUMER STAPLES
Lajoskomáromi Gyõzelem Mezõgazdaság,CONSUMER STAPLES
GROUP Rudi Trans,INDUSTRIALS
GLBuilding Trafik Betéti Társaság,CONSUMER STAPLES
URI UTCAI SZÉKHÁZ SZOLGÁLTATÓ KFT.,NOT RELEVANT
Perfekt Rt.,NOT RELEVANT
DI-VI 96 KERESKEDELMI BT,NOT RELEVANT
TISZABEZDÉD-GYÕRÖCSKE VÍZGAZD.TÁRS.,NOT RELEVANT
SUMMAGAS ÁLTALÁNOS KERESKEDELMI ÉS,NOT RELEVANT
Concordia Közraktár Kereskedelmi Rt,INDUSTRIALS
1133 Budapest XIII. ker. Pannónia u,REAL ESTATE
DETKI KEKSZ ÉDESIPARI KFT,CONSUMER STAPLES
Vágvölgyi János István õstermelõ,CONSUMER STAPLES
GROUP MI Hungary Korlátolt Felelõss,HEALTH CARE
"VIDEOTON EAS Elektronikai Szerelõ,",INDUSTRIALS
FCC Magyarország Környezetvédelem é,INDUSTRIALS
Lean Tech Mérnökiroda Kft.,INDUSTRIALS
Társasházközösség Árpád Krt. 19.,REAL ESTATE
Autotrend Kft,CONSUMER DISCRETIONARY
"SCHROTTPRESSER Hulladék-feldolgozó,",NOT RELEVANT
AGRO-FRUTTA TRANS Kft.,CONSUMER STAPLES
Nowels-Ital Impex Kereskedelmi és S,CONSUMER STAPLES
YO-KING Kereskedelmi és Szolgáltató,NOT RELEVANT
Prodiák Iskolaszövetkezet,INDUSTRIALS
Társasház Jászberény Bem J. u. 17.,REAL ESTATE
"Alfa Busz 2002 Jármûgyártó Kft. ""fe",NOT RELEVANT
Technosport Kft.,CONSUMER DISCRETIONARY
TRIBUTE ESTATE WEST Ingatlanfejlesz,REAL ESTATE
Háda Sándorné ¿stermel¿,CONSUMER STAPLES
Társasház Békés Szarvasi 2,REAL ESTATE
ABCD 2007 Szolgáltató Kft.,REAL ESTATE
SÖV Sándorfalva Önkormányzati Vagyo,INDUSTRIALS
Andorka Optika Kereskedelmi és Szol,CONSUMER DISCRETIONARY
Kemenesmihályfai Csatornamû Társasá,NOT RELEVANT
KURTA KOCSMA KERESKEDELMI ÉS VENDÉG,CONSUMER DISCRETIONARY
DMC International Korlátolt Felelõs,INDUSTRIALS
PANAUDIO Elektronikai kereskedõ és,CONSUMER DISCRETIONARY
Sárberki Ltp. 109.,FINANCIALS
Hubay Pál,NOT RELEVANT
PROMMER ÉS TÁRSAI Kereskedelmi és V,CONSUMER DISCRETIONARY
Környe-Trade Kft.,NOT RELEVANT
"Sopron, Jegenye sor 6. Társasház",NOT RELEVANT
STETTIN-HUNGARIA Magas- és Mélyépít,INDUSTRIALS
"BAKACSI MEZÕGAZDASÁGI, TERMELÕ KERE",NOT RELEVANT
TARTEX Munkaruha Készítõ-Értékesítõ,NOT RELEVANT
CSOBAJ Befektetési Kft.,REAL ESTATE
R-PROJEKT 2003 KFT.,REAL ESTATE
"Buildgreen Építõ, Szolgáltató és Ke",NOT RELEVANT
"Székesfehérvár, Kodolányi u. 7-11 t",REAL ESTATE
"Várpalota, Felsõinkám u. 2-8 sz. Tá",REAL ESTATE
CHB LOGISTICS S R O,INDUSTRIALS
Apáczai Kiadó és Könyvterjesztõ Kft,CONSUMER DISCRETIONARY
Katics József,NOT RELEVANT
"Sopron, Frankenburg út 4. Társasház",REAL ESTATE
Orkisen-528 Tabak Bt.,CONSUMER STAPLES
M SERVICE CENTRUM KFT,NOT RELEVANT
TRANSACTION SYSTEMS korlátolt Felel,INFORMATION TECHNOLOGY
"8100 Várpalota, Korompay Lajos u. 1",REAL ESTATE
G S D PIG Kft.,CONSUMER STAPLES
Csónakázótó Vendéglátóipari Kft.,CONSUMER DISCRETIONARY
PACCOR Hungary Almand Kft.,MATERIALS
FAIRTOOL KERESKEDELMI ÉS SZOLGÁLTAT,NOT RELEVANT
Iscar-Hungary Szerszámgyártó és Sze,NOT RELEVANT
PRIM-VOL TRADE Kft.,NOT RELEVANT
Synchron Lízing Zrt. v.a,FINANCIALS
"Nyíregyháza, Tompa M. u. 13. sz. al",FINANCIALS
Tilkin Korlátolt Felelõsségû Társas,INFORMATION TECHNOLOGY
SZENT ISTVÁN PHARMA Gyógyszerészeti,CONSUMER STAPLES
LASZTRA-CARGO Fuvarozó Kft.,INDUSTRIALS
Társasház Retek utca 4.,FINANCIALS
PIKTOR Festék és Vegyiáru Kereskede,INDUSTRIALS
DHL Globál Szállítmányozási Kft.,INDUSTRIALS
Sajó Üzletház Kft.,NOT RELEVANT
"AGRO-BETON ÉPÍTÕIPARI, KERESKEDELMI",MATERIALS
HORTUS NATURAE NAGYERDÕ Utazásszerv,CONSUMER DISCRETIONARY
Meta-Focus Kereskedelmi és Szolgált,INDUSTRIALS
Electroflex Ingatlanhasznosító és S,REAL ESTATE
AUTOCARMA Zrt.-F.A.,CONSUMER DISCRETIONARY
Sipos Jenõ,NOT RELEVANT
Corvin u. 11. Társasház,FINANCIALS
"Pécs, Zsolt u. 1. Társasház",FINANCIALS
Társasház Körmend Olcsai-Kiss Z. té,FINANCIALS
Invictus Holding Korlátolt Felelõss,INDUSTRIALS
Matusz Péter Pál,NOT RELEVANT
Hausmann Kereskedelmi és Szolgáltat,REAL ESTATE
"""Fény"" Szolgáltató Kft.",CONSUMER DISCRETIONARY
CHIMPEX HUNGÁRIA KERESKEDELMI ÉS SZ,CONSUMER STAPLES
JTT HOLDING KFT.,INDUSTRIALS
Idill Investment Szolgáltató Kft.,FINANCIALS
KAWA Energetika Kft.,UTILITIES
Makó és Térsége Ivóvízminõség-javít,INDUSTRIALS
AGROPRODUKT Mezõgazdasági Termelõ é,CONSUMER STAPLES
Duna-Dráva Cement Kft.,MATERIALS
dr. Háry László István,NOT RELEVANT
Szarka János,NOT RELEVANT
Lola Tabak Kereskedelmi Bt.,CONSUMER STAPLES
FRESS MARKET Kereskedelmi Korlátolt,CONSUMER STAPLES
GE Hungary Ipari és Kereskedelmi Ko,INDUSTRIALS
Manticor Alapítvány,INDUSTRIALS
Szeghõ Tamás,NOT RELEVANT
Alföld Mix Építõipari Korlátolt Fel,INDUSTRIALS
"Társasház Pécs, Jakabhegyi utca 8/A",REAL ESTATE
Gyömrõi 76 Ing.forg. és Üzem. Kft.,NOT RELEVANT
"Kovács és Kovács Mezõgazdasági, Ker",NOT RELEVANT
RHINOLIGHT KERESKEDELMI KFT.,NOT RELEVANT
BPW HUNGARIA KFT,CONSUMER DISCRETIONARY
"Gyõr, Cseresznyés u. 1. Társasház",REAL ESTATE
Zenit Holding Befektetési Zártkörûe,INDUSTRIALS
HORVÁTH Gyógyszertár Betéti Társasá,CONSUMER STAPLES
B+N Magyarország Kft.,INDUSTRIALS
EuroAszfalt Építõ és Szolgáltató Kf,INDUSTRIALS
"AMARU Kereskedelmi, Termelõ- és Szo",NOT RELEVANT
Fiege Szállítmányozási és Logisztik,NOT RELEVANT
KÕOLAJVEZETÉKÉPÍTÕ ZRT.,NOT RELEVANT
"INTEGRAL H ZRT. FORGALMI SZAMLA ""f.",NOT RELEVANT
L.V. Regal Ingatlanberuházási és Ke,FINANCIALS
Bogner Edelstahl Hungary Kereskedel,MATERIALS
Baross Gábor uti II. sz. Lakásszöve,FINANCIALS
Tavasz utca 22-24 Társasház,FINANCIALS
Balaton -Hungary '99 Mûanyagipari K,MATERIALS
"Szeged, Kukovecz N. u. 22-24-26. sz",REAL ESTATE
Régió Vagyonkezelõ Kft.,FINANCIALS
Salesianer Miettex Magyarországi Ke,CONSUMER DISCRETIONARY
Zöld Híd Régió Környezetvédelmi és,INDUSTRIALS
TOP-NEXUS Kereskedelmi és Szolgálta,CONSUMER STAPLES
Mezõszentgyörgyi Agrár Termelõ- Ker,CONSUMER STAPLES
MULTIFOOD 2000 Élelmiszeripari Gyár,NOT RELEVANT
VRG - Mobil Kereskedelmi és Szolgál,NOT RELEVANT
INTERSOFT-HUNGARY Kersekedelmi és S,INFORMATION TECHNOLOGY
Kálmánházi Baromfifeldolgozó Mezõga,CONSUMER STAPLES
VOG Kft.,CONSUMER STAPLES
Szeged Zöldfa u. 16. tház,FINANCIALS
Csabai Ildikó egyéni vállalkozó,NOT RELEVANT
TS ENERCON MÉRNÖKIRODA KFT.,NOT RELEVANT
"Várpalota, Táncsics Mihály u. 23-29",REAL ESTATE
Társasház János u. 45-49.,REAL ESTATE
VID ART Stúdió Filmgyártó és Szolgá,NOT RELEVANT
FERTÕDI PATIKA GYÓGYSZERÉSZ BT,NOT RELEVANT
TESTVÉRHEGY LAKÓPARK Ingatlanfejles,NOT RELEVANT
IMRE JÓZSEF CSALÁDI GAZDÁLKODÓ,NOT RELEVANT
"Benefit-3000 Kereskedelmi, Szolgált",INDUSTRIALS
"TCW Arrabona Ingatlanfejlesztõ, Ker",REAL ESTATE
"Komárom, Jókai tér 3. Társasház",REAL ESTATE
Újlak utca 9 sz. Társasház,REAL ESTATE
Balogh László András,NOT RELEVANT
Szõke Attila,NOT RELEVANT
Farkas Antal László,NOT RELEVANT
Korsósné Kohlmann Judit,NOT RELEVANT
AB Flow Invest Korlátolt Felelõsség,INDUSTRIALS
Máté Norbert János,NOT RELEVANT
GlobLog Korlátolt Felelõsségû Társa,CONSUMER DISCRETIONARY
H&H Projects Építõipari Kereskedelm,REAL ESTATE
Hunland Trans Fuvarozási Korlátolt,INDUSTRIALS
Dancsi & Társa Általános Kereskedel,INDUSTRIALS
"Sopron, Móricz Zsigmond utca 6. szá",REAL ESTATE
CBA-Grand Gourmet Kereskedelmi és V,CONSUMER STAPLES
"""Belvárosi Kígyó Gyógyszertár"" Kere",CONSUMER STAPLES
Lucart Kft.,CONSUMER STAPLES
Navik Fix Szolgáltató Kft.,INDUSTRIALS
Társasház Nyírpalota u. 58-80.,FINANCIALS
Pannon Fuel Kft.,INDUSTRIALS
TISZATEXTIL MÛANYAGFELDOLGOZÓ ÉS ÉR,NOT RELEVANT
Vecta Foundation,NOT RELEVANT
BIS Hungary Kft,INDUSTRIALS
MIVAS Miskolci Vasudvar Kereskedelm,CONSUMER STAPLES
KRIMP ELEKTRONIKAI KFT.,NOT RELEVANT
BELNICO GÉP Kft.-F.A.,FINANCIALS
MAHART TISZAYACHT KERESKEDELMI ÉS S,CONSUMER DISCRETIONARY
Mile Gábor,NOT RELEVANT
TÁP Baromfitenyésztõ Kft.,NOT RELEVANT
DERESZLA SPARKLING Bortelmelõ és Ér,CONSUMER STAPLES
"""Jobb-Kenyer"" Kft. ""f.a.""",CONSUMER STAPLES
Vértes Beton Építõ és Szolgáltató K,MATERIALS
Óvártej Kereskedelmi Zrt.,CONSUMER STAPLES
Társasház Szász Károly u. 1.,FINANCIALS
Várkanyar Gasztro Kft.,CONSUMER DISCRETIONARY
"""SZEVIÉP"" Szerkezet - és Vízépítõ Z",INDUSTRIALS
Szabó és Társa Szállítmányozási és,INDUSTRIALS
KUPON PORTFÓLIÓ ÉS KERESKEDELMI KFT,INFORMATION TECHNOLOGY
Szeged Kereszttöltés u. 17. Társash,FINANCIALS
Szabolcs u. 5. Sz. Társasház,FINANCIALS
RLP Raiffeisen Lakópark Program Som,NOT RELEVANT
"""PIRO-FINN"" KFT.",NOT RELEVANT
GP Trade Kereskedelmi és Szolgáltat,CONSUMER STAPLES
Társasház Mátyás tér 14.,REAL ESTATE
VESZPRÉMI FÕEGYHÁZMEGYE VESZPRÉMI É,NOT RELEVANT
SOMLÓ VOLÁN KÖZLEKEDÉSI RT.,NOT RELEVANT
Papp Lajos Családi Gazdálkodó,NOT RELEVANT
GL-MAX Kereskedelmi és Szolgáltató,NOT RELEVANT
"Tatár Pékség Sütõipari, Édesipari,",CONSUMER STAPLES
GROUP Baki Agro,CONSUMER STAPLES
GROUP Tiborcz István,INDUSTRIALS
"Szentes, József Attila u. 8-8A Társ",REAL ESTATE
BESTPAPER KERESKEDELMI ÉS SZOLGÁLTA,NOT RELEVANT
SZINKRON JÁRMÜALKATRÉSZ-FELUJITO ÉS,NOT RELEVANT
RITIST KERESKEDELMI ÉS SZOLGÁLTATÓ,NOT RELEVANT
Szent Antal Patika Gyógyszerkereske,CONSUMER STAPLES
Kalocsai Jenõ Imre,NOT RELEVANT
Greencango Gyógyszerkereskedelmi és,HEALTH CARE
Magyar Közúti Fuvarozók Egyesülete,NOT RELEVANT
EBPFS Zártkörûen Mûködõ Részvénytár,INFORMATION TECHNOLOGY
"Budapest, X. ker. Mádi u. 103-107.",REAL ESTATE
"Pápa, Kisfaludy u. 28. sz. alatti T",REAL ESTATE
Tyukodi Imre,NOT RELEVANT
GROUP KEREKES KFT,CONSUMER STAPLES
V-DBK BAU Ipari és Szolgáltató Kft.,INDUSTRIALS
DonaDöme Zártkörûen Mûködõ Részvény,REAL ESTATE
Crystore Kereskedelmi és Szolgáltat,CONSUMER STAPLES
"ZALA-ELEKTRO Épületvillamossági, Sz",NOT RELEVANT
KISKUN AGRÁR-IPARI SZÖVETKEZET /KIS,NOT RELEVANT
GULYÁS SPED KFT.,ENERGY
MAROSINVEST Befektetõ és Tanácsadó,INDUSTRIALS
NEMZETKÖZI TESTÕR BIZTONSÁGSZOLGÁLA,INDUSTRIALS
BENU Városmajor Úti Gyógyszertár Kf,CONSUMER STAPLES
TRANS-SPED CONTAINER LOGISTIC Fuvar,INDUSTRIALS
"Szolnok, Boldog Sándor István krt.",REAL ESTATE
"Szolnok, Boldog Sándor István körút",REAL ESTATE
SUBGROUP RÁBA RT.,INDUSTRIALS
Vivafarm Lábodi Sertésvágóhíd Kft.,CONSUMER STAPLES
Bonafarm-Bábolna Takarmány Kft.,CONSUMER STAPLES
PHOENIX PHARMA GYÓGYSZERKERESKEDELM,HEALTH CARE
TradeAudit Szolgáltató Kft.,CONSUMER STAPLES
COOL-AIRCONDITIONAL Kereskedelmi és,CONSUMER DISCRETIONARY
"Veszprém, Sólyi u. 2.",FINANCIALS
Provimi Takarmánygyártó és Forgalma,NOT RELEVANT
Kartács utca 6. Lakásszövetkezet,REAL ESTATE
NYÍREGYHÁZA LOGISTIC CENTRUM Keresk,INDUSTRIALS
MAVIR MAGYAR VILLAMOSENERGIA-IPARI,UTILITIES
HT - INVEST Zártkörûen Mûködõ Részv,INDUSTRIALS
STI Petõfi Nyomda Kft.,MATERIALS
FRIGOLUX Ipari és Kereskedelmi Zrt.,NOT RELEVANT
Ceres Sütõipari Zrt.,CONSUMER STAPLES
Csanád 2010 Gazdaságfejlesztési Non,UTILITIES
BÁCSVÍZ Víz- és Csatornaszolgáltató,UTILITIES
AGRIA MARKET Kereskedelmi és Szolgá,CONSUMER STAPLES
Mezei István András,NOT RELEVANT
Komfort-Bázis Kereskedelmi Kft.,CONSUMER DISCRETIONARY
HM Arzenál Elektromechanikai Zrt.,INFORMATION TECHNOLOGY
FENYÕ THERM Faipari Kft,INDUSTRIALS
"R-GLASS Hungary Üvegipari Kft. ""f.a",CONSUMER STAPLES
"Sopron, Juharfa u. 2. Társasház",REAL ESTATE
"Trans Pit es Tom Kft. ""F.a.""",NOT RELEVANT
CSEMEGE-MATCH KERESKEDELMI ZRT.,CONSUMER STAPLES
1019. OTP Társasház,FINANCIALS
Társasház Százhalombatta Gesztenyés,FINANCIALS
B&D Ingatlankezelõ KFT.,REAL ESTATE
"Nyírcsászári Ifjúsági-, Sport és Sz",NOT RELEVANT
Társasház Keszthely Gagarin u. 40.,FINANCIALS
DB Cargo Hungária Korlátolt Felelõs,INDUSTRIALS
NIT-HUNGARY Elektronikai és Kereske,REAL ESTATE
KÉSZ Ingatlan Üzemeltetõ és Fejlesz,NOT RELEVANT
TÁRSASHÁZ KÖFÉM LTP 27-28-29 SZ,FINANCIALS
"Nyíregyháza, Ószõlõ u. 15-17. sz. a",FINANCIALS
Rymond 54 Ingatlanüzemeltetõ és -ha,REAL ESTATE
GROUP Sped-Pack,MATERIALS
Good Change Kereskedelmi Kft.,NOT RELEVANT
Kapuvári Húsipari Zrt.,NOT RELEVANT
"Ispotály Holding Egészségügyi, Befe",NOT RELEVANT
DELIHALOM Mezogazdasagi Korlatolt F,CONSUMER STAPLES
PILISI PARKERDÕ ZRT. TECHNIKAI SZÁM,MATERIALS
ZÖLD KERT MAGYARORSZÁG Mezõgazdaság,NOT RELEVANT
ARGO 2001 SZOLGÁLTATÓ ÉS KERESKEDEL,NOT RELEVANT
MCF-PETROL KERESKEDELMI ÉS SZOLGÁLT,NOT RELEVANT
Balogh András,NOT RELEVANT
KUJBUSVILL KFT.,INDUSTRIALS
Manhattan Forex Befektetési Zrt.,FINANCIALS
Perint Park Projekt Ingatlanberuház,REAL ESTATE
BUS-SERVICE Jármüjavitó és Szolgált,CONSUMER DISCRETIONARY
"Veszprém, Sólyi u. 5. Társasház",REAL ESTATE
Touché Event Kereskedelmi és Szolgá,INDUSTRIALS
GYSEV CARGO Zrt.,INDUSTRIALS
JÁNOSIK ÉS TÁRSAI KFT,INDUSTRIALS
Társasház Liszt Ferenc sétány 23-35,REAL ESTATE
"MISKOLCI ITALKERESKEDELMI, Keresked",CONSUMER STAPLES
"Sopron, IV. László király u. 5-7. T",REAL ESTATE
GROUP DÉLVILL,INDUSTRIALS
"Nyíregyháza, Törzs u. 76-78. sz. Tá",REAL ESTATE
Szitkay Katalin,NOT RELEVANT
BÓLYI MEZÕGAZDASÁGI TERMELÕ ÉS KERE,CONSUMER STAPLES
PANNON-MAG-AGRÁR Kereskedelmi Kft.,CONSUMER STAPLES
KOCH'S TORMA KFT.,NOT RELEVANT
Murányi és Lánya Kereskedelmi és Sz,NOT RELEVANT
Agrosystem Mezõgazdasági Zártkörûen,CONSUMER STAPLES
SHOP-ASSISTANT Építõipari és Keresk,INDUSTRIALS
Corwell Holding Kft.,INDUSTRIALS
GROUP Lázár Vilmos,CONSUMER STAPLES
Group Maternity,HEALTH CARE
Viola-Hús Feldolgozó és Kereskedelm,CONSUMER STAPLES
Road Racing Team Hungary Sport Club,NOT RELEVANT
CENTRUM ÁRUHÁZ KFT,NOT RELEVANT
Vas Megyei Temetkezési Korlátolt Fe,NOT RELEVANT
R & D Mechanika Korlátolt Felelõssé,INDUSTRIALS
"TÁRSASHÁZ OROSHÁZA, HUBA U. 18-20-2",REAL ESTATE
Kosztelnik János Lajosné,NOT RELEVANT
"T-LORS Invest Befektetési, Keresked",INDUSTRIALS
POPZ AGRO Mezõgazdasági és Keresked,CONSUMER STAPLES
MEVI Termelõ és Kereskedelmi Kft.,CONSUMER STAPLES
Meat-Land 65 Kereskedelmi és Szolgá,CONSUMER STAPLES
Essendi Hungary Zrt.,REAL ESTATE
Seddon Invest Ingatlanforgalmazó és,REAL ESTATE
CD Szolgáltató Korlátolt Felelõsség,INDUSTRIALS
Atreusz Holding Kft,INDUSTRIALS
Gyarmati János Péter,NOT RELEVANT
ALASZKA 2000 Kereskedelmi Kft.,REAL ESTATE
VINGERF Kereskedelmi és Szolgáltató,NOT RELEVANT
Alföldvíz Regionális Víziközmû-szol,NOT RELEVANT
H & T Szentlõrinckáta Kereskedelmi,NOT RELEVANT
"""Ujvári -98"" Kereskedelmi és Szolgá",NOT RELEVANT
Young Star Kft,NOT RELEVANT
BILK Holding Kft.,INDUSTRIALS
Bioheal Pharma Kft.,HEALTH CARE
MAGYARÓVÁRI TIMFÖLD ÉS MÛKORUND ZRT,UTILITIES
BERTRANS Logisztikai Zrt.,INDUSTRIALS
Mészáros István,NOT RELEVANT
Dél-100 Kereskedelmi Korlátolt Fele,INDUSTRIALS
COMPUTER EMPORIUM Számítástechnikai,CONSUMER DISCRETIONARY
Park Center Patika Gyógyszerkereske,CONSUMER STAPLES
dr. Lukács Dénes Endre,NOT RELEVANT
"Sopron, Lackner Kristóf utca 30-36.",REAL ESTATE
"HOME SYSTEM HOLDING Befektetõ, Szol",REAL ESTATE
VASI ÁRCSI ÉPÍTÕ Korlátolt Felelõss,INDUSTRIALS
Telki Kórház Egészségügyi Szolgálta,HEALTH CARE
Prisuro Vagyonkezelõ Kft.,INDUSTRIALS
VARGA-SZÁRNYAS Baromfifeldolgozó Ko,CONSUMER STAPLES
Rail Cargo Hungaria Árufuvarozási Z,INDUSTRIALS
Rudi Transport Korlátolt Felelõsség,INDUSTRIALS
PERCIPÁN CUKRÁSZ KFT.,NOT RELEVANT
Spinto Hungária Korlátolt Felelõssé,CONSUMER DISCRETIONARY
Budapest XX. Török Flóris utca 62-6,REAL ESTATE
IS Battery Materials Korlátolt Fele,INDUSTRIALS
CO-OP Star Invest Korlátolt Felelõs,CONSUMER STAPLES
AQUACOMET Kereskedelmi és Szolgálta,INDUSTRIALS
MBM Rent Kft.,CONSUMER DISCRETIONARY
Sysman Informatikai Zrt.,INFORMATION TECHNOLOGY
Dreher Sörgyárak Zrt.,CONSUMER STAPLES
T a M Hungary Kft.,ENERGY
Hunland Feed Korlátolt Felelõsségû,CONSUMER STAPLES
GROUP CEE CATERING GROUP,CONSUMER DISCRETIONARY
"Gedia Hungary Fém, Mûanyag Ipari Ke",CONSUMER DISCRETIONARY
