industry,separate_ending,frequency
CONSUMER STAPLES,SZOLGÁLTATÓ,36
CONSUMER STAPLES,Sz,66
CONSUMER STAPLES,Szo,78
CONSUMER STAPLES,Szol,72
CONSUMER STAPLES,Szolg,78
CONSUMER STAPLES,Szolgaltat,12
CONSUMER STAPLES,Szolgá,114
CONSUMER STAPLES,Szolgál,54
CONSUMER STAPLES,Szolgált,84
CONSUMER STAPLES,Szolgálta,72
CONSUMER STAPLES,Szolgáltat,108
CONSUMER STAPLES,Szolgáltató,120
CONSUMER STAPLES,T,24
CONSUMER STAPLES,Te,42
CONSUMER STAPLES,Ter,24
CONSUMER STAPLES,Term,18
CONSUMER STAPLES,Termel,18
CONSUMER STAPLES,Termelõ,42
CONSUMER STAPLES,"Termelõ,",12
CONSUMER STAPLES,Terméke,12
CONSUMER STAPLES,Tá,66
CONSUMER STAPLES,Tár,54
CONSUMER STAPLES,Társ,54
CONSUMER STAPLES,Társa,42
CONSUMER STAPLES,Társas,36
CONSUMER STAPLES,Társasá,12
CONSUMER STAPLES,Társaság,42
CONSUMER STAPLES,Vállalkozó,18
CONSUMER STAPLES,ZRT,30
CONSUMER STAPLES,ZRT.,48
CONSUMER STAPLES,Zr,12
CONSUMER STAPLES,Zrt,36
CONSUMER STAPLES,Zrt.,366
CONSUMER STAPLES,Zá,18
CONSUMER STAPLES,Zártkör,12
CONSUMER STAPLES,Zártkörûen,30
CONSUMER STAPLES,al,30
CONSUMER STAPLES,ev.,24
CONSUMER STAPLES,kft.,12
CONSUMER STAPLES,mû,12
CONSUMER STAPLES,tec,12
CONSUMER STAPLES,techni,12
CONSUMER STAPLES,vállalkozó,36
CONSUMER STAPLES,¿stermel¿,12
CONSUMER STAPLES,ÉS,12
CONSUMER STAPLES,Ér,18
CONSUMER STAPLES,Értékesítõ,18
CONSUMER STAPLES,ÕT.,36
CONSUMER STAPLES,Õstermelõ,78
CONSUMER STAPLES,é,72
CONSUMER STAPLES,és,138
CONSUMER STAPLES,õstermelõ,96
ENERGY,<NONE>,150
ENERGY,KFT.,12
ENERGY,Keresked,12
ENERGY,Kft.,48
ENERGY,Zrt.,24
ENERGY,és,12
FINANCIALS,<NONE>,1362
FINANCIALS,1,18
FINANCIALS,1-3,12
FINANCIALS,12.,18
FINANCIALS,13.,12
FINANCIALS,2.,18
FINANCIALS,20-22,12
FINANCIALS,22.,12
FINANCIALS,26.,12
FINANCIALS,28.,12
FINANCIALS,3.,12
FINANCIALS,33.,18
FINANCIALS,39.,12
FINANCIALS,4.,18
FINANCIALS,5.,12
FINANCIALS,6.,12
FINANCIALS,8,12
FINANCIALS,8.,12
FINANCIALS,Fe,18
FINANCIALS,Felelõs,12
FINANCIALS,Felelõssé,18
FINANCIALS,Felelõsségû,30
FINANCIALS,Garázsfenntartó,18
FINANCIALS,Inga,12
FINANCIALS,Ingatlanforgalma,12
FINANCIALS,K,30
FINANCIALS,KFT,48
FINANCIALS,KFT.,36
FINANCIALS,Ke,18
FINANCIALS,Kereskedelmi,12
FINANCIALS,Kf,12
FINANCIALS,Kft,30
FINANCIALS,Kft.,258
FINANCIALS,Kft.-F.A.,12
FINANCIALS,Korlátolt,12
FINANCIALS,LAKÁSFENNT,12
FINANCIALS,Lakásfenntart,18
FINANCIALS,Lakásfenntartó,12
FINANCIALS,Lakásszöve,12
FINANCIALS,Lakásszövetkezet,36
FINANCIALS,Nagykan,12
FINANCIALS,Rt.,12
FINANCIALS,S,18
FINANCIALS,SZ,12
FINANCIALS,SZÖVETKEZET,36
FINANCIALS,Sz,18
FINANCIALS,Szolgá,12
FINANCIALS,Szolgál,18
FINANCIALS,Szolgálta,18
FINANCIALS,Szolgáltat,18
FINANCIALS,Szolgáltató,18
FINANCIALS,Szö,12
FINANCIALS,Szöv,12
FINANCIALS,Szövetk,12
FINANCIALS,Szövetkezet,30
FINANCIALS,T,36
FINANCIALS,TÁRSASHÁZ,72
FINANCIALS,TÁRSASHÁZKÖZÖSSÉG,12
FINANCIALS,Tá,72
FINANCIALS,Tár,48
FINANCIALS,Társ,48
FINANCIALS,Társa,36
FINANCIALS,Társas,90
FINANCIALS,Társash,108
FINANCIALS,Társashá,72
FINANCIALS,Társasház,1458
FINANCIALS,Z,12
FINANCIALS,Zrt.,42
FINANCIALS,a,24
FINANCIALS,al,18
FINANCIALS,ala,12
FINANCIALS,alat,12
FINANCIALS,alatti,12
FINANCIALS,sz,12
FINANCIALS,sz.,30
FINANCIALS,szám,24
FINANCIALS,th.,12
FINANCIALS,társasház,60
FINANCIALS,u,24
FINANCIALS,u.,18
FINANCIALS,é,18
FINANCIALS,és,24
FINANCIALS,út,12
HEALTH CARE,<NONE>,408
HEALTH CARE,Eg,12
HEALTH CARE,Egés,12
HEALTH CARE,Felelõssé,12
HEALTH CARE,Gyógyszer-nagykeresk,12
HEALTH CARE,K,30
HEALTH CARE,Keres,18
HEALTH CARE,Kereske,12
HEALTH CARE,Kereskedel,12
HEALTH CARE,Kereskedelmi,12
HEALTH CARE,Kft,18
HEALTH CARE,Kft.,90
HEALTH CARE,M,12
HEALTH CARE,Szol,24
HEALTH CARE,Szolgálta,18
HEALTH CARE,Szolgáltat,12
HEALTH CARE,Szolgáltató,12
HEALTH CARE,T,18
HEALTH CARE,Z,12
HEALTH CARE,ZRT.,12
HEALTH CARE,Zrt.,12
HEALTH CARE,és,12
INDUSTRIALS,<NONE>,2370
INDUSTRIALS,"""F",12
INDUSTRIALS,"""f.a.""",66
INDUSTRIALS,"""felszámolá",12
INDUSTRIALS,Alapítvány,12
INDUSTRIALS,B,12
INDUSTRIALS,F,84
INDUSTRIALS,F.A.,18
INDUSTRIALS,FUVAROZÓ,12
INDUSTRIALS,Fe,54
INDUSTRIALS,Fel,54
INDUSTRIALS,Fele,78
INDUSTRIALS,Felel,42
INDUSTRIALS,Felelõ,36
INDUSTRIALS,Felelõs,78
INDUSTRIALS,Felelõss,78
INDUSTRIALS,Felelõssé,54
INDUSTRIALS,Felelõsség,96
INDUSTRIALS,Felelõsségû,132
INDUSTRIALS,Fi,12
INDUSTRIALS,Forgalmaz,12
INDUSTRIALS,Fuvaroz,12
INDUSTRIALS,Gyorgy,12
INDUSTRIALS,Gyártó,12
INDUSTRIALS,Holding,18
INDUSTRIALS,Hulladékgazdálk,12
INDUSTRIALS,Ingatlan,12
INDUSTRIALS,Ingatlanfejlesztõ,12
INDUSTRIALS,Ingatlanha,12
INDUSTRIALS,Intézet,12
INDUSTRIALS,Iskolaszövetkezet,12
INDUSTRIALS,K,186
INDUSTRIALS,KERESKEDE,12
INDUSTRIALS,KERESKEDELMI,18
INDUSTRIALS,KF,18
INDUSTRIALS,KFT,216
INDUSTRIALS,KFT.,216
INDUSTRIALS,Ke,24
INDUSTRIALS,Ker,36
INDUSTRIALS,Kere,30
INDUSTRIALS,Keres,36
INDUSTRIALS,Keresk,42
INDUSTRIALS,Keresked,30
INDUSTRIALS,Kereskede,24
INDUSTRIALS,Kereskedel,66
INDUSTRIALS,Kereskedelm,24
INDUSTRIALS,Kereskedelmi,96
INDUSTRIALS,Kf,120
INDUSTRIALS,Kft,246
INDUSTRIALS,Kft.,1710
INDUSTRIALS,Kft.-F.A.,24
INDUSTRIALS,Kivitelezõ,12
INDUSTRIALS,Ko,66
INDUSTRIALS,Kor,48
INDUSTRIALS,Korl,18
INDUSTRIALS,Korlá,42
INDUSTRIALS,Korlát,30
INDUSTRIALS,Korláto,48
INDUSTRIALS,Korlátol,54
INDUSTRIALS,Korlátolt,108
INDUSTRIALS,Kész,12
INDUSTRIALS,M,12
INDUSTRIALS,Magyaro,12
INDUSTRIALS,Mû,12
INDUSTRIALS,Mûk,18
INDUSTRIALS,Mûköd,18
INDUSTRIALS,Mûködõ,54
INDUSTRIALS,Nonpr,12
INDUSTRIALS,Nyrt.,30
INDUSTRIALS,R,42
INDUSTRIALS,RT.,12
INDUSTRIALS,Rész,30
INDUSTRIALS,Részv,24
INDUSTRIALS,S,48
INDUSTRIALS,SZOLGÁ,12
INDUSTRIALS,SZOLGÁLTAT,12
INDUSTRIALS,SZOLGÁLTATÓ,12
INDUSTRIALS,Sz,36
INDUSTRIALS,Szo,36
INDUSTRIALS,Szol,66
INDUSTRIALS,Szolg,78
INDUSTRIALS,Szolgá,114
INDUSTRIALS,Szolgál,96
INDUSTRIALS,Szolgált,96
INDUSTRIALS,Szolgálta,102
INDUSTRIALS,Szolgáltat,90
INDUSTRIALS,Szolgáltató,108
INDUSTRIALS,Szá,12
INDUSTRIALS,Szállítmán,12
INDUSTRIALS,Szállítmányo,18
INDUSTRIALS,Szállítmányoz,12
INDUSTRIALS,Szállítmányozá,18
INDUSTRIALS,Szövetkezet,12
INDUSTRIALS,T,102
INDUSTRIALS,Tá,36
INDUSTRIALS,Tár,60
INDUSTRIALS,Társ,42
INDUSTRIALS,Társa,24
INDUSTRIALS,Társasá,18
INDUSTRIALS,Tömeg,12
INDUSTRIALS,Vagyonkez,12
INDUSTRIALS,Vállalkoz,12
INDUSTRIALS,Z,66
INDUSTRIALS,ZRT,12
INDUSTRIALS,ZRT.,66
INDUSTRIALS,ZRt.,12
INDUSTRIALS,Zr,18
INDUSTRIALS,Zrt,36
INDUSTRIALS,Zrt.,462
INDUSTRIALS,Zárt,18
INDUSTRIALS,Zártkör,12
INDUSTRIALS,Zártkörû,18
INDUSTRIALS,Zártkörûe,12
INDUSTRIALS,Zártkörûen,24
INDUSTRIALS,al,24
INDUSTRIALS,technikai,12
INDUSTRIALS,É,12
INDUSTRIALS,ÉS,12
INDUSTRIALS,Épít,12
INDUSTRIALS,Építõipari,18
INDUSTRIALS,é,114
INDUSTRIALS,és,204
INFORMATION TECHNOLOGY,<NONE>,468
INFORMATION TECHNOLOGY,Felel,12
INFORMATION TECHNOLOGY,Felelõsség,12
INFORMATION TECHNOLOGY,Felelõsségû,18
INFORMATION TECHNOLOGY,K,24
INFORMATION TECHNOLOGY,KFT,12
INFORMATION TECHNOLOGY,KFT.,12
INFORMATION TECHNOLOGY,Keresked,18
INFORMATION TECHNOLOGY,Kereskedel,12
INFORMATION TECHNOLOGY,Kft,36
INFORMATION TECHNOLOGY,Kft.,210
INFORMATION TECHNOLOGY,Kft.-F.A,12
INFORMATION TECHNOLOGY,Kor,12
INFORMATION TECHNOLOGY,Korláto,12
INFORMATION TECHNOLOGY,Korlátolt,12
INFORMATION TECHNOLOGY,Mû,12
INFORMATION TECHNOLOGY,Mûk,12
INFORMATION TECHNOLOGY,Mûködõ,18
INFORMATION TECHNOLOGY,Rés,12
INFORMATION TECHNOLOGY,S,12
INFORMATION TECHNOLOGY,Szo,12
INFORMATION TECHNOLOGY,Szol,12
INFORMATION TECHNOLOGY,Szolg,12
INFORMATION TECHNOLOGY,Szolgá,30
INFORMATION TECHNOLOGY,Szolgáltató,12
INFORMATION TECHNOLOGY,Számítástechnikai,12
INFORMATION TECHNOLOGY,T,24
INFORMATION TECHNOLOGY,Tá,12
INFORMATION TECHNOLOGY,Zrt.,60
INFORMATION TECHNOLOGY,Zártkörûen,12
INFORMATION TECHNOLOGY,és,24
MATERIALS,<NONE>,588
MATERIALS,F,48
MATERIALS,Fe,12
MATERIALS,Felelõ,12
MATERIALS,Felelõss,18
MATERIALS,Felelõsségû,12
MATERIALS,K,24
MATERIALS,KF,12
MATERIALS,KFT,42
MATERIALS,KFT.,48
MATERIALS,Ker,12
MATERIALS,Keres,12
MATERIALS,Keresk,18
MATERIALS,Kereske,12
MATERIALS,Kereskedel,18
MATERIALS,Kereskedelmi,42
MATERIALS,Kf,18
MATERIALS,Kft,12
MATERIALS,Kft.,330
MATERIALS,Korlátolt,12
MATERIALS,S,18
MATERIALS,Sz,24
MATERIALS,Szo,18
MATERIALS,Szol,18
MATERIALS,Szolgál,18
MATERIALS,Szolgálta,24
MATERIALS,Szolgáltat,30
MATERIALS,Szolgáltató,12
MATERIALS,T,12
MATERIALS,ZRT.,12
MATERIALS,Zrt,12
MATERIALS,Zrt.,102
MATERIALS,és,48
NOT RELEVANT,<NONE>,4758
NOT RELEVANT,"""",18
NOT RELEVANT,"""FA""",42
NOT RELEVANT,"""V.A.""",24
NOT RELEVANT,"""f",18
NOT RELEVANT,"""f.",12
NOT RELEVANT,"""f.a""",12
NOT RELEVANT,"""f.a.""",78
NOT RELEVANT,"""fa""",24
NOT RELEVANT,"""v.a.""",18
NOT RELEVANT,-,18
NOT RELEVANT,-F.A,24
NOT RELEVANT,-FA,12
NOT RELEVANT,-WO,24
NOT RELEVANT,ALAPÍTVÁNY,18
NOT RELEVANT,Al,12
NOT RELEVANT,Alap,24
NOT RELEVANT,Alapítvány,84
NOT RELEVANT,Andrea,18
NOT RELEVANT,András,90
NOT RELEVANT,Antal,60
NOT RELEVANT,Attila,126
NOT RELEVANT,B,42
NOT RELEVANT,BT,90
NOT RELEVANT,BT.,60
NOT RELEVANT,Balázs,60
NOT RELEVANT,Be,18
NOT RELEVANT,Beatrix,12
NOT RELEVANT,Befe,12
NOT RELEVANT,Befektetõ,12
NOT RELEVANT,Beruház,12
NOT RELEVANT,Beruházó,12
NOT RELEVANT,Beté,12
NOT RELEVANT,Bt.,108
NOT RELEVANT,Bálint,12
NOT RELEVANT,Béla,60
NOT RELEVANT,CSILLA,12
NOT RELEVANT,Club,12
NOT RELEVANT,Csaba,60
NOT RELEVANT,Csilla,12
NOT RELEVANT,Dániel,12
NOT RELEVANT,Dávid,18
NOT RELEVANT,E,12
NOT RELEVANT,EGYESÜLET,30
NOT RELEVANT,EV.,12
NOT RELEVANT,Edit,12
NOT RELEVANT,Egy,12
NOT RELEVANT,Egyes,12
NOT RELEVANT,Egyesület,54
NOT RELEVANT,Egyesülete,12
NOT RELEVANT,Endre,24
NOT RELEVANT,Erika,12
NOT RELEVANT,Ernõ,12
NOT RELEVANT,Erzsébet,12
NOT RELEVANT,Eszter,24
NOT RELEVANT,F,60
NOT RELEVANT,F.A.,66
NOT RELEVANT,FA,36
NOT RELEVANT,FA.,18
NOT RELEVANT,Fe,18
NOT RELEVANT,Fej,12
NOT RELEVANT,Felel,24
NOT RELEVANT,Felelõ,30
NOT RELEVANT,Felelõss,12
NOT RELEVANT,Felelõsség,12
NOT RELEVANT,Felelõsségû,18
NOT RELEVANT,Ferenc,138
NOT RELEVANT,Forgalm,12
NOT RELEVANT,Forgalmazó,12
NOT RELEVANT,Gergely,12
NOT RELEVANT,Gergõ,12
NOT RELEVANT,Gyula,42
NOT RELEVANT,Gyuláné,12
NOT RELEVANT,Gyártó,24
NOT RELEVANT,György,84
NOT RELEVANT,Györgyné,12
NOT RELEVANT,GÁBOR,12
NOT RELEVANT,Gábor,138
NOT RELEVANT,Géza,12
NOT RELEVANT,H,12
NOT RELEVANT,INGATLANF,12
NOT RELEVANT,Ilona,18
NOT RELEVANT,Imre,108
NOT RELEVANT,In,12
NOT RELEVANT,Inga,12
NOT RELEVANT,Ingatlanfejles,18
NOT RELEVANT,Ingatlanfejlesztési,12
NOT RELEVANT,Ingatlanfejlesztõ,30
NOT RELEVANT,Ingatlanforgalmazó,36
NOT RELEVANT,Ingatlanha,12
NOT RELEVANT,Ingatlanhasznosí,12
NOT RELEVANT,Ingatlanhasznosító,12
NOT RELEVANT,Ingatlanügynökség,18
NOT RELEVANT,István,240
NOT RELEVANT,Jenõ,18
NOT RELEVANT,Judit,30
NOT RELEVANT,JÁNOS,12
NOT RELEVANT,JÓZSEF,12
NOT RELEVANT,János,156
NOT RELEVANT,Jánosné,18
NOT RELEVANT,József,228
NOT RELEVANT,Józsefné,36
NOT RELEVANT,K,288
NOT RELEVANT,KER.KFT,12
NOT RELEVANT,KERE,24
NOT RELEVANT,KERES,24
NOT RELEVANT,KERESK,12
NOT RELEVANT,KERESKED,24
NOT RELEVANT,KERESKEDEL,42
NOT RELEVANT,KERESKEDELMI,54
NOT RELEVANT,KF,48
NOT RELEVANT,KFT,678
NOT RELEVANT,KFT-F.A.,12
NOT RELEVANT,KFT.,1128
NOT RELEVANT,KFT.-F.A.,12
NOT RELEVANT,KKT.,18
NOT RELEVANT,Katalin,66
NOT RELEVANT,Ke,48
NOT RELEVANT,Ker,42
NOT RELEVANT,Kere,42
NOT RELEVANT,Keres,48
NOT RELEVANT,Keresk,54
NOT RELEVANT,Kereske,66
NOT RELEVANT,Keresked,36
NOT RELEVANT,Kereskede,78
NOT RELEVANT,Kereskedel,66
NOT RELEVANT,Kereskedelm,48
NOT RELEVANT,Kereskedelmi,114
NOT RELEVANT,Kf,168
NOT RELEVANT,Kft,270
NOT RELEVANT,Kft.,1446
NOT RELEVANT,Kft.-F.A.,12
NOT RELEVANT,Kht.,12
NOT RELEVANT,Ko,18
NOT RELEVANT,Kor,48
NOT RELEVANT,Korlát,24
NOT RELEVANT,Korláto,18
NOT RELEVANT,Korlátol,18
NOT RELEVANT,Korlátolt,60
NOT RELEVANT,Krisztina,18
NOT RELEVANT,Kálmán,24
NOT RELEVANT,Károly,84
NOT RELEVANT,Kö,12
NOT RELEVANT,LIMITED,12
NOT RELEVANT,Lajos,96
NOT RELEVANT,Levente,18
NOT RELEVANT,LÁSZLÓ,30
NOT RELEVANT,László,252
NOT RELEVANT,Lászlóné,12
NOT RELEVANT,M,12
NOT RELEVANT,MIHÁLY,12
NOT RELEVANT,Ma,12
NOT RELEVANT,Melinda,12
NOT RELEVANT,Mezõgazdaság,12
NOT RELEVANT,Mihály,42
NOT RELEVANT,Mihályné,12
NOT RELEVANT,Miklós,24
NOT RELEVANT,Mária,48
NOT RELEVANT,Márta,12
NOT RELEVANT,Mûszaki,12
NOT RELEVANT,Nag,12
NOT RELEVANT,Natália,12
NOT RELEVANT,Norbert,24
NOT RELEVANT,PÉTER,12
NOT RELEVANT,Pál,48
NOT RELEVANT,Péter,78
NOT RELEVANT,RT,24
NOT RELEVANT,RT.,78
NOT RELEVANT,RT.-FA,12
NOT RELEVANT,Rt,12
NOT RELEVANT,Rt.,60
NOT RELEVANT,Rész,12
NOT RELEVANT,Részvény,12
NOT RELEVANT,Részvénytár,12
NOT RELEVANT,Róbert,42
NOT RELEVANT,S,138
NOT RELEVANT,SZ,36
NOT RELEVANT,SZE,12
NOT RELEVANT,SZO,24
NOT RELEVANT,SZOL,18
NOT RELEVANT,SZOLG,36
NOT RELEVANT,SZOLG.KFT,30
NOT RELEVANT,SZOLG.KFT.,24
NOT RELEVANT,SZOLGÁ,54
NOT RELEVANT,SZOLGÁL,12
NOT RELEVANT,SZOLGÁLT,30
NOT RELEVANT,SZOLGÁLTA,42
NOT RELEVANT,SZOLGÁLTAT,36
NOT RELEVANT,SZOLGÁLTATO,12
NOT RELEVANT,SZOLGÁLTATÓ,54
NOT RELEVANT,SZÖVETKEZET,60
NOT RELEVANT,Sportegyesület,42
NOT RELEVANT,Sz,102
NOT RELEVANT,Szabolcs,24
NOT RELEVANT,Sze,12
NOT RELEVANT,Szilárd,12
NOT RELEVANT,Szo,162
NOT RELEVANT,Szol,90
NOT RELEVANT,Szolg,156
NOT RELEVANT,Szolgalta,12
NOT RELEVANT,Szolgá,90
NOT RELEVANT,Szolgál,114
NOT RELEVANT,Szolgált,126
NOT RELEVANT,Szolgálta,102
NOT RELEVANT,Szolgáltat,204
NOT RELEVANT,Szolgáltató,276
NOT RELEVANT,Szövetkezet,24
NOT RELEVANT,Sándor,138
NOT RELEVANT,Sándorné,12
NOT RELEVANT,T,18
NOT RELEVANT,TIBOR,12
NOT RELEVANT,Tamás,168
NOT RELEVANT,Tanác,12
NOT RELEVANT,Tanácsa,18
NOT RELEVANT,Tech,12
NOT RELEVANT,Ter,12
NOT RELEVANT,Term,12
NOT RELEVANT,Terme,12
NOT RELEVANT,Termel,12
NOT RELEVANT,Termelõ,18
NOT RELEVANT,Tibor,138
NOT RELEVANT,TÁRS.,24
NOT RELEVANT,TÁRSULAT,42
NOT RELEVANT,Tá,18
NOT RELEVANT,Tár,24
NOT RELEVANT,Társ,36
NOT RELEVANT,Társasház,12
NOT RELEVANT,Társu,12
NOT RELEVANT,Társulat,42
NOT RELEVANT,Tünde,24
NOT RELEVANT,V,24
NOT RELEVANT,VKT,12
NOT RELEVANT,Viktor,18
